auct_id,gms_greater_avg,gms_transformed,listing_start_date_year_transformed,listing_end_date_year_transformed,listing_start_date_month_transformed,listing_end_date_month_transformed,listing_start_date_day_transformed,listing_end_date_day_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,dasy_between_weihnachten_2006_Mean__avg_transformed,days_between_weihnachten_2005_Mean__avg_transformed,qty_available_per_listing_Mean__avg_transformed,qty_available_per_listing_transformed,feedback_score_at_listing_time_transformed,start_price_transformed,buy_it_now_price_transformed,feedback_dif_transformed,buy_dif_transformed,start_dif_transformed,qty_dif_transformed,feedback_score_at_listing_time_Log10_transformed,start_price_LogN_transformed,buy_it_now_price_LogN_transformed,qty_available_per_listing_Invers_transformed,dasy_between_weihnachten_2006_Log10_transformed,listing_durtn_days_transformed,listing_durtn_days_LogN_transformed,days_between_weihnachten_2005_Log10_transformed,listing_durtn_days_Mean__avg_transformed,item_leaf_category_name_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,category_featured_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,schedule_fee_flag_transformed,border_fee_flag_transformed,category_avg_gms_transformed,item_leaf_category_name_article_category_transformed,item_leaf_category_name_article_category_meta_category_transformed,item_leaf_category_name_color_category_transformed,item_leaf_category_gigabytes_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Gr¸n_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB_transformed,item_leaf_category_name_article_category_meta_category_classic_transformed,item_leaf_category_name_article_category_meta_category_mini_transformed,item_leaf_category_name_article_category_meta_category_nano_transformed,listing_type_code_1_transformed,listing_type_code_2_transformed,listing_type_code_7_transformed,listing_type_code_9_transformed,is_24_days_before_weihnachten_transformed,feedback_score_at_listing_time_is_default_transformed,listing_durtn_days_is_default_transformed,qty_available_per_listing_is_default_transformed,start_price_is_default_transformed,feedback > avg_transformed,buy_prive > avg_transformed,buy_it_now > gms_avg_transformed,start_prive > avg_transformed,start_price > gms_avg_transformed,qty > avg_transformed,_contains_gen_transformed,_contains_1gen_transformed,_contains_2gen_transformed,_contains_3gen_transformed,_contains_4gen_transformed,_contains_5gen_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_subtitle_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_verschweiﬂt_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_alt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_bag_transformed,Partition
15333,"F",-0.688589,2006,2006,-1.031611,-0.998759,0.567167,1.418311,-1.221408,-1.221408,0.671728,0.671728,,-0.078655,-0.263089,-0.541920,-0.503863,-0.306734,-0.680349,-0.542239,-0.101459,-0.053601,-0.605404,-0.523740,0.148858,-1.252917,0.364994,0.679053,0.000000,0.970616,13,3,1,1,1,0,1,1,1,1,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,"1_Training"
14434,"F",-0.688159,2006,2006,-1.244638,-1.210860,1.266762,1.660251,-0.691650,-0.691650,0.954842,0.954842,,-0.078655,-0.263089,-0.541920,-0.503863,-0.364707,-0.468510,-0.608125,-1.035822,-0.053601,-0.605404,-0.523740,0.148858,-0.653349,-0.581461,-0.591237,0.000000,0.778773,8,3,1,0,1,1,1,0,1,0,1,8.000000,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
5011,"F",-0.688159,2005,2006,1.098661,-1.210860,1.499960,-1.363996,-0.077130,-0.077130,-0.802310,-0.802310,,-0.078655,-0.277726,-0.541920,-0.503863,-0.243619,-0.377018,-0.712155,-1.025692,-0.387918,-0.605404,-0.523740,0.148858,-0.011999,0.364994,0.679053,0.000000,-1.267743,14,3,1,0,1,0,1,1,0,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
9259,"F",-0.688159,2006,2006,-0.818583,-0.786657,-1.298419,-1.243026,-1.475692,-1.475692,-3.519576,-3.519576,2.000000,-0.078655,-0.284274,1.453875,-0.503863,-0.371080,-0.115243,1.754264,1.321516,-0.673962,1.686893,-0.523740,0.148858,-1.558282,-1.054689,-2.238304,0.000000,-1.508421,7,2,1,1,1,0,1,1,1,1,1,7.000000,0,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
6021,"F",-0.688159,2006,2006,-1.244638,-1.210860,-0.132427,0.450552,-0.437366,-0.437366,-0.802310,-0.802310,,-0.078655,-0.164096,-0.541920,-0.503863,-0.129553,-0.377018,-0.712155,-1.025692,0.658978,-0.605404,-0.523740,0.148858,-0.381419,-0.108233,0.174606,0.000000,-1.267743,14,3,1,0,1,0,1,0,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
9147,"F",-0.688159,2006,2006,-0.818583,-0.786657,-1.531617,-1.001086,-1.433311,-1.433311,-3.519576,-3.519576,2.000000,-0.078655,0.045446,-0.541920,-0.503863,-0.040096,-0.115243,-0.204037,1.321516,1.126036,-0.605404,-0.523740,0.148858,-1.506534,-0.108233,0.174606,0.000000,-1.508421,7,3,1,1,1,1,1,1,1,1,1,7.000000,0,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1949,"F",-0.688159,2005,2005,0.885634,0.910153,-0.132427,-0.154297,0.855245,0.855245,-0.802310,-0.802310,,-0.078655,-0.215326,1.453875,-0.503863,-0.180980,-0.377018,1.246147,-1.025692,0.413081,1.686893,-0.523740,0.148858,0.868805,0.000000,0.000000,0.508935,-1.267743,14,2,1,1,1,0,1,0,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
403,"F",-0.688159,2005,2005,0.672607,0.698052,-1.065221,-0.517207,1.681668,1.681668,0.486514,0.486514,,-0.078655,-0.288511,-0.541920,-0.503863,-0.229787,-0.081603,-0.168867,0.625030,-1.031811,-0.605404,-0.523740,0.148858,1.572914,-0.108233,0.174606,1.548630,0.732108,12,3,1,1,1,0,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
261,"F",-0.688159,2005,2005,0.672607,0.698052,-1.531617,-1.484965,1.766429,1.766429,0.486514,0.486514,,-0.078655,-0.248452,1.332180,1.322197,-0.189574,1.682683,1.670026,0.625030,0.141961,1.658824,1.806328,0.148858,1.641601,-1.054689,-2.238304,1.624087,0.732108,12,3,0,1,1,1,1,0,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
5073,"F",-0.688159,2005,2006,1.098661,-1.210860,1.616560,-0.880116,-0.098320,-0.098320,0.486514,0.486514,,-0.078655,-0.278111,-0.541920,-0.503863,-0.219347,-0.081603,-0.168867,0.625030,-0.400780,-0.605404,-0.523740,0.148858,-0.033243,1.074836,1.213789,0.000000,0.732108,12,3,1,1,1,1,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
6914,"F",-0.688159,2006,2006,-1.244638,-0.998759,1.499960,-1.363996,-0.734030,-0.734030,0.486514,0.486514,,-0.078655,-0.283889,1.027943,-0.503863,-0.225147,-0.081603,1.371504,0.625030,-0.651525,1.579859,-0.523740,0.148858,-0.699625,0.364994,0.679053,0.000000,0.732108,12,3,1,1,1,0,1,0,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
4119,"F",-0.688159,2005,2005,1.098661,1.122255,-0.132427,-0.154297,0.219535,0.219535,0.486514,0.486514,,-0.078655,-0.249993,-0.541920,1.322197,-0.191121,1.682683,-0.168867,0.625030,0.124734,-0.605404,1.806328,0.148858,0.279395,0.000000,0.000000,-1.608889,0.732108,12,3,0,1,1,1,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
1332,"F",-0.688159,2005,2005,0.672607,0.910153,1.849758,-1.001086,1.151909,1.151909,0.486514,0.486514,,-0.078655,-0.288897,-0.541920,-0.503863,-0.230174,-0.081603,-0.168867,0.625030,-1.082628,-0.605404,-0.523740,0.148858,1.129073,0.364994,0.679053,0.967401,0.732108,12,3,1,1,1,1,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,"1_Training"
9891,"F",-0.688159,2006,2006,-0.818583,-0.786657,-0.015828,-0.033327,-1.708786,-1.708786,-0.802310,-0.802310,,-0.078655,-0.199533,0.906248,1.322197,-0.165126,1.387269,0.708808,-1.025692,0.503023,1.543924,1.806328,0.148858,-1.849316,0.000000,0.000000,0.000000,-1.267743,14,3,0,1,1,1,1,1,1,0,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
7484,"F",-0.688159,2006,2006,-1.031611,-0.998759,-1.298419,-1.363996,-0.882363,-0.882363,-0.802310,-0.802310,,-0.078655,-0.220333,1.441705,1.322197,-0.186006,1.387269,1.234206,-1.025692,0.380665,1.684163,1.806328,0.148858,-0.863827,0.000000,0.000000,0.000000,-1.267743,14,3,0,1,1,0,1,1,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
7474,"F",-0.688159,2006,2006,-1.031611,-0.998759,-1.298419,-0.517207,-0.882363,-0.882363,-0.802310,-0.802310,,-0.078655,-0.180274,-0.541920,-0.503863,-0.145793,-0.377018,-0.712155,-1.025692,0.593952,-0.605404,-0.523740,0.148858,-0.863827,0.364994,0.679053,0.000000,-1.267743,14,3,1,1,1,0,1,1,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
12685,"F",-0.688159,2005,2005,1.098661,1.122255,-1.065221,-1.122056,0.389057,0.389057,0.671728,0.671728,,-0.078655,-0.236511,-0.541920,1.322197,-0.280054,1.083938,-0.542239,-0.101459,0.257976,-0.605404,1.806328,0.148858,0.441059,0.000000,0.000000,-0.710935,0.970616,13,3,0,1,1,0,1,1,1,1,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
1622,"F",-0.687082,2005,2005,0.885634,0.910153,-0.832022,-0.517207,0.982387,0.982387,0.486514,0.486514,,-0.078655,-0.063562,-0.541920,-0.503863,-0.003976,-0.081603,-0.168867,0.625030,0.938112,-0.605404,-0.523740,0.148858,0.981433,-0.581461,-0.591237,0.722447,0.732108,12,3,1,1,1,0,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7118,"F",-0.686437,2006,2006,-1.244638,-0.998759,1.849758,-1.001086,-0.797601,-0.797601,0.486514,0.486514,,-0.078655,-0.256541,-0.541920,-0.503863,-0.197694,-0.081603,-0.168867,0.625030,0.043762,-0.605404,-0.523740,0.148858,-0.769566,0.364994,0.679053,0.000000,0.732108,12,3,1,1,1,0,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
8193,"F",-0.686006,2006,2006,-1.031611,-0.998759,0.100771,0.692492,-1.136647,-1.136647,-0.802310,-0.802310,,-0.078655,0.658664,-0.541920,-0.503863,0.696360,-0.377018,-0.712155,-1.025692,1.625264,-0.605404,-0.523740,0.148858,-1.153775,-0.108233,0.174606,0.000000,-1.267743,14,3,1,1,1,0,1,1,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
9530,"F",-0.676105,2006,2006,-0.818583,-0.786657,-0.715423,-0.396237,-1.581644,-1.581644,-3.519576,-3.519576,2.000000,-0.078655,-0.143681,-0.541920,-0.503863,-0.229947,-0.115243,-0.204037,1.321516,0.730214,-0.605404,-0.523740,0.148858,-1.689200,-0.581461,-0.591237,0.000000,-1.508421,7,3,1,1,1,0,1,1,1,1,1,7.000000,0,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"1_Training"
5513,"F",-0.674167,2006,2006,-1.244638,-1.210860,-1.065221,-0.759146,-0.267843,-0.267843,0.447976,0.447976,4.000000,-0.078655,-0.263859,0.042215,1.923461,-0.257536,1.213436,-0.141156,-0.092887,-0.066464,1.141815,1.935531,0.148858,-0.205353,-0.581461,-0.591237,0.000000,1.295835,9,3,0,1,1,0,1,1,0,1,0,9.000000,2,1,6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
15443,"F",-0.670293,2006,2006,-1.031611,-0.786657,1.150163,-1.363996,-1.327360,-1.327360,0.671728,0.671728,,-0.078655,-0.289282,0.650689,-0.503863,-0.333027,-0.680349,0.627965,-0.101459,-1.139437,1.457559,-0.523740,0.148858,-1.378676,0.364994,0.679053,0.000000,0.970616,13,3,1,0,1,1,1,0,1,1,0,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7863,"F",-0.669216,2006,2006,-1.031611,-0.998759,-0.598824,-0.033327,-1.009505,-1.009505,-0.802310,-0.802310,,-0.078655,-0.281193,-0.541920,1.433542,-0.247099,1.494848,-0.712155,-1.025692,-0.518283,-0.605404,1.833180,0.148858,-1.007429,-0.108233,0.174606,0.000000,-1.267743,14,3,0,1,1,0,1,1,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
2024,"F",-0.668355,2005,2005,0.885634,0.910153,-0.015828,0.087643,0.834054,0.834054,0.486514,0.486514,,-0.078655,-0.281193,-0.541920,-0.503863,-0.222441,-0.081603,-0.168867,0.625030,-0.518283,-0.605404,-0.523740,0.148858,0.849872,-1.054689,-2.238304,0.470257,0.732108,12,3,1,1,1,1,1,0,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"1_Training"
8714,"F",-0.666849,2006,2006,-1.031611,-0.786657,1.033564,-1.726905,-1.306169,-1.306169,-3.519576,-3.519576,2.000000,-0.078655,-0.148303,-0.541920,1.478081,-0.234587,1.799654,-0.204037,1.321516,0.714981,-0.605404,1.843493,0.148858,-1.353358,-0.108233,0.174606,0.000000,-1.508421,7,3,0,1,1,1,1,0,1,1,1,7.000000,0,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1187,"F",-0.666633,2005,2005,0.672607,0.910153,1.383361,-1.726905,1.236671,1.236671,0.486514,0.486514,,-0.078655,-0.291978,0.541164,-0.503863,-0.233267,-0.081603,0.893870,0.625030,-2.142387,1.414770,-0.523740,0.148858,1.201839,-0.108233,0.174606,1.076568,0.732108,12,3,1,1,1,0,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"1_Training"
7376,"F",-0.666633,2006,2006,-1.031611,-0.998759,-1.415018,-0.275267,-0.861172,-0.861172,-0.802310,-0.802310,,-0.078655,0.585478,-0.541920,-0.503863,0.622894,-0.377018,-0.712155,-1.025692,1.586642,-0.605404,-0.523740,0.148858,-0.840153,1.074836,1.213789,0.000000,-1.267743,14,3,1,1,1,0,1,1,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
8259,"F",-0.666633,2006,2006,-1.031611,-0.998759,0.333969,1.176371,-1.179027,-1.179027,-0.802310,-0.802310,,-0.078655,-0.267711,-0.541920,-0.503863,-0.233566,-0.377018,-0.712155,-1.025692,-0.136488,-0.605404,-0.523740,0.148858,-1.203186,0.364994,0.679053,0.000000,-1.267743,14,3,1,1,1,1,1,1,1,0,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
3679,"F",-0.666633,2005,2005,1.098661,1.122255,-0.482225,0.329582,0.283106,0.283106,0.527403,0.527403,9.000000,-0.078655,-0.291978,-0.541920,-0.503863,-0.649208,-0.169843,-0.281195,0.000000,-2.142387,-0.605404,-0.523740,0.148858,0.340419,0.364994,0.679053,-1.208078,0.401621,5,3,1,1,1,0,1,1,1,0,0,5.000000,6,2,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
10692,"F",-0.666633,2005,2005,0.672607,0.698052,0.217370,1.055401,1.448574,1.448574,0.671728,0.671728,,-0.078655,-0.187592,-0.541920,-0.503863,-0.230948,-0.680349,-0.542239,-0.101459,0.561386,-0.605404,-0.523740,0.148858,1.380785,0.364994,0.679053,1.319569,0.970616,13,3,1,0,1,1,1,1,1,1,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
15517,"F",-0.666633,2006,2006,-1.031611,-0.998759,1.499960,1.539281,-1.390931,-1.390931,0.671728,0.671728,,-0.078655,-0.277726,-0.541920,1.333332,-0.321427,1.094696,-0.542239,-0.101459,-0.387918,-0.605404,1.809086,0.148858,-1.455135,0.000000,0.000000,0.000000,0.970616,13,3,0,1,1,1,1,1,1,1,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
15046,"F",-0.666633,2006,2006,-1.031611,-0.998759,-0.365626,0.450552,-1.051885,-1.051885,0.671728,0.671728,,-0.078655,-0.124422,-0.541920,-0.503863,-0.167535,-0.680349,-0.542239,-0.101459,0.788962,-0.605404,-0.523740,0.148858,-1.055901,0.364994,0.679053,0.000000,0.970616,13,3,1,1,1,1,1,0,1,0,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
10642,"F",-0.666633,2005,2005,0.672607,0.698052,0.217370,1.055401,1.448574,1.448574,0.671728,0.671728,,-0.078655,-0.223415,-0.541920,-0.503863,-0.266908,-0.680349,-0.542239,-0.101459,0.359577,-0.605404,-0.523740,0.148858,1.380785,0.364994,0.679053,1.319569,0.970616,13,3,1,1,1,0,1,1,1,0,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
13568,"F",-0.666633,2005,2006,1.098661,-1.210860,1.849758,-0.638176,-0.140701,-0.140701,0.671728,0.671728,,-0.078655,2.442466,-0.541920,2.045941,2.409192,1.783198,-0.542239,-0.101459,2.134726,-0.605404,1.957896,0.148858,-0.075909,1.074836,1.213789,0.000000,0.970616,13,3,0,1,1,1,1,0,1,0,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
