auct_id	item_leaf_category_name	listing_title	listing_subtitle	listing_start_date	listing_end_date	listing_durtn_days	listing_type_code	feedback_score_at_listing_time	start_price	buy_it_now_price	buy_it_now_listed_flag	bold_fee_flag	featured_fee_flag	category_featured_fee_flag	gallery_fee_flag	gallery_featured_fee_flag	ipix_featured_fee_flag	reserve_fee_flag	highlight_fee_flag	schedule_fee_flag	border_fee_flag	qty_available_per_listing	category_avg_gms
04205	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod mini 4GB Super Weihnachtsgeschenkt	mit neuster Software!! mit Rechnung	12/15/2005	12/15/2005	0	1	10	100.00	210.00	Y	N	N	N	N	N	Y	N	N	N	N	1	161.512
04206	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPOD NANO 4 GB WIE NEU		12/15/2005	12/20/2005	5	1	229	1.00	0.00	N	Y	N	N	Y	N	N	N	Y	N	N	1	197.862
04207	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 40 GB, 3. Generation		12/15/2005	12/18/2005	3	1	16	1.00	0.00	N	Y	N	N	N	N	N	N	Y	N	N	1	221.153
04208	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano weiß, 4 GB		12/15/2005	12/18/2005	3	1	0	200.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04210	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	IPod Nano weiß neu mit Tasche		12/15/2005	12/20/2005	5	1	2	10.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04211	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple IPod Nano 4 GB white Neu und OVP		12/16/2005	12/26/2005	10	1	259	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	197.862
04212	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold	Apple IPOD Gold NEU		12/15/2005	12/15/2005	0	9	380	150.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	158.578
04213	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 2GB weiß OVP verschweißt Rechnung Neu!		12/15/2005	12/16/2005	1	1	56	1.00	191.00	Y	N	N	N	Y	N	N	N	N	N	N	1	197.862
04215	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 2 GB weiss NEU		12/15/2005	12/16/2005	1	9	339	189.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	197.862
04216	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple IPod Mini 4GB *silber* *WIE NEU*	LASTMINUTE WEIHNACHTSGESCHENK	12/15/2005	12/18/2005	3	1	137	122.22	0.00	N	Y	N	N	N	N	N	N	N	N	N	1	167.977
04218	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod Mini mit 4GB in Silber		12/15/2005	12/15/2005	0	1	16	1.00	160.00	Y	N	N	N	N	N	N	N	N	N	N	1	167.977
04224	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4GB Silber *** Gerät NEU***		12/15/2005	12/18/2005	3	1	77	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	167.977
04226	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold	Apple iPod Mini 4 GB Gold mit Dockingstation und Tasche		12/15/2005	12/15/2005	0	1	104	1.00	133.00	Y	Y	N	N	N	N	Y	N	N	N	N	1	158.578
04230	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod ( i-Pod ) Nano 2 GB De NEU/OVP in black		12/15/2005	12/16/2005	1	9	142	190.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	197.862
04233	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	APPLE IPOD MINI 4GB PINK TOP I POD MP3 Player	+ orig Verpackung + orig Zubehör + Rechnung vom 23.6.05	12/15/2005	12/18/2005	3	1	107	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	173.45
04235	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod Mini blau mit OVP+++  zu X-Mas		12/15/2005	12/22/2005	7	1	4	1.00	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	161.512
04238	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple I-Pod mini (Silber) + Sennheiser MX500 white	I-Pod kaum genutzt + nagelneue high end Kopfhörer	12/16/2005	12/19/2005	3	1	1	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	167.977
04241	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Ipod Mini 4 GB in blau, wie neu, Weihnachtsgeschenk!	kaum gebraucht und sehr guter Zustand! Ansehen!	12/16/2005	12/17/2005	1	1	112	160.00	180.00	Y	N	N	N	N	N	Y	N	N	Y	N	1	161.512
04243	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silber		12/16/2005	12/21/2005	5	1	81	100.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	167.977
04244	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod Mini 4GB Silber - Garantie bis August 06 -		12/16/2005	12/19/2005	3	1	2	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
04248	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod NANO 2GB @schwarz@ NEU/OVP/Rechnung 24M Ga	Schutzhülle gratis Lieferbar Garantiert  vor dem Fest!	12/16/2005	12/17/2005	1	1	139	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	197.862
04249	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini silber 4GB - neu & mit Garantie - OVP		12/16/2005	12/19/2005	3	1	17	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
04252	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini 4GB mit 23 Monate Garantie		12/16/2005	12/21/2005	5	1	447	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	167.977
04253	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4GB weiss *Neu & OVP* *Nur 1 Tag*	Das ideale Weihnachtsgeschenk!!!!!!!!!!	12/16/2005	12/17/2005	1	1	16	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04254	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod mini 4 GB blau inkl. Remote & Netzteil		12/16/2005	12/19/2005	3	1	69	1.00	180.00	Y	N	N	N	Y	N	N	N	N	Y	N	1	161.512
04256	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	APPLE IPOD 40GB +GRIFFIN itrip mit restgarantie		12/16/2005	12/21/2005	5	1	91	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	221.153
04257	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	ipod mini 4gb grün		12/16/2005	12/19/2005	3	1	8	90.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	164.757
04258	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPOD NANO 4 GB SCHWARZ  jungfräulich! 		12/16/2005	12/19/2005	3	1	26	1.00	0.00	N	Y	N	N	N	N	N	N	N	N	N	1	197.862
04259	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano schwarz 4GB + Tasche		12/16/2005	12/21/2005	5	1	48	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
04260	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple IPOT MINI 4GB + Zubehör (fast neu)		12/16/2005	12/23/2005	7	1	13	1.00	170.00	Y	N	N	N	N	N	N	N	N	N	N	1	167.977
04262	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	"NEU" APPLE iPOD MINI 4 GB Blau MP 3 Player "NEU" OVP		12/18/2005	12/25/2005	7	1	21	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	161.512
04265	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple i Pod nano weiss 4 GB NEU		12/16/2005	12/26/2005	10	1	29	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04267	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/16/2005	12/16/2005	0	9	1125	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04269	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/16/2005	12/16/2005	0	9	1125	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04271	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/16/2005	12/16/2005	0	9	1125	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04272	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/16/2005	12/16/2005	0	9	1125	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04280	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4 GB (weiß)		12/16/2005	12/19/2005	3	1	22	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04281	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 2GB -- NEU !!!		12/16/2005	12/21/2005	5	1	109	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	197.862
04282	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4GB silber neu!! + i-Pod Kultbuch		12/16/2005	12/19/2005	3	1	135	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04284	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	IPod 40GB		12/16/2005	12/23/2005	7	1	15	1.00	0.00	N	Y	N	N	N	N	N	N	N	N	N	1	221.153
04285	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 4GB schwarz NEU OVP Garantie TOP!!!		12/16/2005	12/16/2005	0	1	454	1.00	266.00	Y	N	N	N	N	N	N	N	N	N	N	1	197.862
04289	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silver / silber 4GB - MP3 Audio Player		12/16/2005	12/19/2005	3	1	19369	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04290	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silver / silber 4GB - MP3 Audio Player		12/16/2005	12/19/2005	3	1	19369	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04291	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod Mini blue / blau 4GB - MP3 Audio Player		12/16/2005	12/19/2005	3	1	19369	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	161.512
04294	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod Mini 4GB, silber, 2te.Generation, neuwertig!		12/16/2005	12/19/2005	3	1	68	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
04295	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	+++Apple - iPod Nano Schwarz 2 GB - NEUW. - Garantie+++	bei Sofort-Kaufen inkl. Silikonhülle & Schutzfolie!!!	12/16/2005	12/16/2005	0	1	466	159.95	180.00	Y	N	N	N	N	N	N	N	N	N	N	1	197.862
04296	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple Ipod Mini Blau 4 GB wie neu!!!		12/16/2005	12/19/2005	3	1	25	1.99	189.00	Y	Y	N	N	N	N	N	N	N	N	N	1	161.512
04299	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	apple i-pod 4 gb silber incl. dvd mit 61 mp3 cd‚s	so was hat noch keiner	12/16/2005	12/19/2005	3	1	87	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04300	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	!!!!!!!!!!!!!!neuer ipod mini in silber 4 gb!!!!!!!!!!!		12/16/2005	12/21/2005	5	1	40	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04301	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4 GB silver		12/16/2005	12/21/2005	5	1	78	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
04302	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	i Pod mini 4 GB silber		12/16/2005	12/19/2005	3	1	12	99.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
04304	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPOD nano ULTRAFLACH 4GB!!!Black!!!ANSEHEN!!!		12/16/2005	12/16/2005	0	9	110	225.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04305	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod mini silber + i-Stationsounddock wie neu+Garantie		12/16/2005	12/21/2005	5	1	0	120.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04309	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	IPod Mini 4 GB mit Restgarantie		12/16/2005	12/16/2005	0	1	79	1.00	180.00	Y	N	N	N	Y	N	N	N	N	N	N	1	161.512
04310	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Ipod Nano 4GB Weiss, Garantie! Incl. Expressversand!	Bei Apple direkt derzeit nicht lieferbar...	12/16/2005	12/17/2005	1	1	456	249.00	265.00	Y	N	N	N	Y	N	N	N	N	N	N	1	197.862
04311	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple IPOD 3rd Gen. 40 GB		12/16/2005	12/23/2005	7	1	121	1.00	215.00	Y	N	N	N	N	N	N	N	N	N	N	1	221.153
04312	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod NANO 2 GB  NEU!! OVP!!   Anschauen!		12/16/2005	12/17/2005	1	9	67	195.00	0.00	N	N	N	N	Y	N	N	N	N	N	Y	2	197.862
04313	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano --neu & originalverpackt!--		12/16/2005	12/23/2005	7	1	40	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04316	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Apple iPod mini MP3 Player Musicplayer 4GB pink USB		12/16/2005	12/18/2005	2	9	15152	179.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	173.45
04317	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 4 GB *NEU* SCHWARZ originalverpackt		12/17/2005	12/18/2005	1	9	199	274.90	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
04318	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4GB, 2. Generation, viel orig. Zubehör		12/17/2005	12/19/2005	2	1	87	199.00	219.00	Y	N	N	N	N	N	Y	N	N	N	N	1	167.977
04319	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod mini silber neuwertig 4 GB inkl. AirPlay		12/17/2005	12/22/2005	5	1	49	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04320	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Appel iPod Nano 2GB *fast neu*		12/17/2005	12/24/2005	7	1	34	1.00	160.00	Y	Y	N	N	N	N	N	N	Y	N	Y	1	197.862
04325	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04327	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Ipod Mini 4Gb grün gebraucht Top Preis! nur 3 Tage	garantierter Versand für Heiligabend	12/17/2005	12/17/2005	0	1	16	1.00	150.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	164.757
04330	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	iPod 40GB für Bastler - defekt! plus Zubehör		12/17/2005	12/27/2005	10	1	1	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	221.153
04331	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple IPOD Nano 2GB	Weiß	12/17/2005	12/20/2005	3	1	3	1.00	209.00	Y	Y	N	N	Y	N	Y	N	Y	N	N	1	197.862
04332	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/17/2005	12/17/2005	0	9	1127	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04334	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/17/2005	12/17/2005	0	9	1127	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04337	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/17/2005	12/18/2005	1	9	1127	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04338	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/17/2005	12/18/2005	1	9	1127	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04339	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/17/2005	12/18/2005	1	9	1127	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04341	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Neu !		12/17/2005	12/18/2005	1	9	1127	239.90	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	197.862
04343	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple IPod Nano 2 GB weiß, neu und eingeschweißt! 3Tage		12/17/2005	12/18/2005	1	1	49	1.00	190.00	Y	N	N	N	N	N	N	N	N	N	N	1	197.862
04345	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano (4GB) Mousse T. Special Edition	Limitierte Auflage, NEUWERTIG	12/17/2005	12/18/2005	1	9	42	279.00	0.00	N	Y	N	N	N	N	N	N	Y	N	Y	1	197.862
04350	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	1	13	1.00	209.00	Y	N	N	N	N	N	N	N	N	N	N	1	197.862
04351	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	IPOD NANO schwarz 4 GB + Rechnung vom 12.12.05		12/17/2005	12/18/2005	1	1	12	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
04352	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04353	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	APPLE IPOD MINI 4GB PINK I-POD MP3 PLAYER I POD		12/17/2005	12/24/2005	7	1	65	1.00	235.00	Y	N	N	N	Y	N	N	N	N	N	N	1	173.45
04354	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Aplle IPod Mini,Neu, in Grün		12/17/2005	12/24/2005	7	1	60	1.00	0.00	N	Y	N	N	N	N	N	N	N	Y	N	1	164.757
04356	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	APPLE IPOD NANO - 2GB - 2 Wo alt -  OVP - TOP - Tasche		12/19/2005	12/20/2005	1	1	137	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	197.862
04357	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 4 GB *NEU* WEISS originalverpackt		12/17/2005	12/18/2005	1	1	201	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
04358	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4GB, OVP, nagelneu, mit Extra, i pod		12/17/2005	12/17/2005	0	1	58	1.00	150.00	Y	N	N	N	N	N	N	N	N	N	N	1	167.977
04360	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04361	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04362	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04363	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04364	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04365	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	++++ IPOD MINI (4GB)  NEU  OVP ++++++++++++		12/17/2005	12/19/2005	2	9	745	210.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
04367	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano black 2GB Neu!!		12/17/2005	12/20/2005	3	1	9	50.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04368	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04370	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB schwarz, NEU!!		12/17/2005	12/18/2005	1	9	13	189.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04372	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Ipod Nano 4 GB schwarz top Zustand (Garantie)		12/17/2005	12/20/2005	3	1	12	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	197.862
04373	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano von Apple		12/17/2005	12/17/2005	0	1	39	10.00	180.00	Y	N	N	N	Y	N	N	N	N	N	N	1	197.862
04374	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB  ** weiß ** NEU/OVP ! Rechnung !		12/17/2005	12/20/2005	3	1	1898	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04376	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2 GB - Black Neu&OVP " Anschauen "	von McDonald‚s Monopoly Gewinnspiel gewonnen 09.12.05	12/17/2005	12/17/2005	0	9	228	180.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	197.862
04377	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod Photo 40 - GB Foto		12/17/2005	12/20/2005	3	1	65	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	221.153
04379	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini Silber+Remotefernbedienung+Ledertasche		12/17/2005	12/20/2005	3	1	15	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	167.977
04380	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple IPOD MINI Silber incl. Logitec Zubehör		12/17/2005	12/18/2005	1	1	33	120.00	0.00	N	N	N	N	Y	N	Y	N	Y	N	N	1	167.977
04381	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Neuer iPod mini blau inkl. Dock		12/17/2005	12/24/2005	7	1	76	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	161.512
04382	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple IPOD Nano 2GB	Weiß	12/17/2005	12/20/2005	3	1	3	1.00	209.00	Y	Y	N	N	Y	N	Y	N	Y	N	N	1	197.862
04387	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPOD nano ULTRAFLACH 4GB!!!Black!!!ANSEHEN!!!		12/17/2005	12/17/2005	0	9	110	225.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
04390	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 2 GB - white		12/17/2005	12/18/2005	1	1	252	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
04392	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 2GB, schwarz, OVP + Rechnung		12/17/2005	12/18/2005	1	1	127	1.00	199.00	Y	N	N	N	N	N	N	N	N	N	N	1	197.862
04393	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	NEU!apple iPODmini 4GB!NEU!OVP! Model 2005! 2generation		12/17/2005	12/20/2005	3	1	52	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	167.977
04394	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Appel IPOD Nano 4GB schwarz NEU		12/17/2005	12/18/2005	1	1	68	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	197.862
04395	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung		12/17/2005	12/24/2005	7	1	1900	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
