auct_id,gms_greater_avg,listing_start_date_year_transformed,listing_end_date_year_transformed,item_leaf_category_name_color_category_transformed,item_leaf_category_gigabytes_transformed,start_price_LogN_transformed,qty_available_per_listing_Invers_transformed,listing_start_date_month_transformed,listing_start_date_day_transformed,listing_end_date_month_transformed,listing_end_date_day_transformed,feedback_score_at_listing_time_Log10_transformed,dasy_between_weihnachten_2006_Log10_transformed,buy_it_now_price_LogN_transformed,listing_durtn_days_LogN_transformed,days_between_weihnachten_2005_Log10_transformed,start_prive > avg_transformed,start_price_is_default_transformed,start_price > gms_avg_transformed,schedule_fee_flag_transformed,qty_available_per_listing_is_default_transformed,qty > avg_transformed,listing_type_code_9_transformed,listing_type_code_7_transformed,listing_type_code_2_transformed,listing_type_code_1_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_new_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_bag_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_alt_transformed,_contains_gen_transformed,_contains_5gen_transformed,_contains_4gen_transformed,_contains_3gen_transformed,_contains_2gen_transformed,_contains_1gen_transformed,listing_subtitle_lowercase_contains_ovp_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_durtn_days_is_default_transformed,item_leaf_category_name_article_category_meta_category_nano_transformed,item_leaf_category_name_article_category_meta_category_mini_transformed,item_leaf_category_name_article_category_meta_category_classic_transformed,is_24_days_before_weihnachten_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,feedback_score_at_listing_time_is_default_transformed,feedback > avg_transformed,category_featured_fee_flag_transformed,buy_prive > avg_transformed,buy_it_now_listed_flag_transformed,buy_it_now > gms_avg_transformed,border_fee_flag_transformed,bold_fee_flag_transformed
7245,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.526046,-0.992997,-1.480727,-2.140854,-0.812631,-0.506275,-2.250540,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7248,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.526046,-0.992997,-1.359782,-2.140854,-0.812631,-0.506275,-1.210742,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7406,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.409661,-0.992997,-1.480727,-2.140854,-0.836166,-0.506275,0.000000,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7409,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.409661,-0.992997,-1.238836,-2.140854,-0.836166,-0.506275,-1.210742,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7451,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.293277,-0.992997,-1.117891,-1.806540,-0.859774,-0.506275,-1.210742,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7597,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.060508,-0.992997,-1.117891,-1.806540,-0.907209,-0.506275,0.000000,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7632,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-1.060508,-0.992997,-0.996945,-1.806540,-0.907209,-0.506275,-2.250540,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7672,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-0.944123,-0.992997,-0.875999,-1.806540,-0.931037,-0.506275,-2.250540,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7722,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-0.827739,-0.992997,-0.875999,-1.806540,-0.954940,-0.506275,0.000000,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7737,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-0.827739,-0.992997,-0.755054,-1.806540,-0.954940,-0.506275,-2.250540,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7797,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-0.711354,-0.992997,-0.634108,-1.610979,-0.978918,-0.506275,-2.250540,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
7953,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,-0.362201,-0.992997,-0.392217,-1.610979,-1.051308,-0.506275,0.000000,0.000000,"0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
3083,"W",2005,2005,-0.995902,-0.696476,-0.589519,0.150366,1.104415,-1.526046,1.128988,-0.392217,0.214186,0.520788,-0.506275,1.203594,-0.426034,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
11207,"W",2005,2005,1.366717,-0.525924,-0.589519,0.150366,0.678138,1.732719,0.916790,-1.117891,0.644289,1.145725,2.005880,0.668542,0.984671,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","1","0"
13299,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,1.104415,0.568875,1.128988,0.938184,-1.610979,0.157052,-0.506275,-0.602499,-3.050633,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
11867,"W",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.891276,0.336106,0.916790,0.696293,0.147690,0.792183,2.084080,-0.602499,0.332174,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","1","0","0","0","1","1"
10295,"F",2005,2005,-0.208363,0.667938,1.805540,0.150366,0.678138,-0.944123,0.704591,-0.875999,-0.208064,1.552893,2.026694,-2.250540,1.522563,"0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","0","0","0","1","1"
3829,"W",2005,2005,1.366717,-0.696476,-0.589519,0.150366,1.104415,-0.478585,1.128988,-0.392217,0.399904,0.341085,-0.506275,-2.250540,-1.235997,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
6186,"W",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.240108,0.103337,-1.205195,1.301021,-1.610979,-0.423254,-0.506275,1.203594,0.000000,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
7634,"W",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.026969,-0.944123,-0.992997,-0.634108,-0.903745,-0.931037,-0.506275,-0.602499,0.000000,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1"
15956,"F",2006,2006,-0.208363,-0.867028,-0.589519,0.150366,-0.813831,0.219721,-0.780798,0.575348,-0.803598,-1.896463,-0.506275,-0.602499,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0"
1885,"F",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,0.891276,-0.245817,0.916790,0.575348,-0.142565,0.886819,-0.506275,0.668542,0.532401,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1"
15112,"F",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.026969,-0.245817,-0.992997,0.938184,0.075433,-1.075591,2.224443,1.203594,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","1"
2234,"F",2005,2005,-2.570982,-0.696476,-0.589519,0.150366,0.891276,0.452490,0.916790,0.817239,-2.140854,0.773114,-0.506275,-0.602499,0.288803,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","1","1","1"
14440,"W",2006,2006,-0.208363,1.520696,1.910271,0.150366,-1.240108,1.267182,-0.992997,-1.601673,-0.235117,-0.649888,-0.506275,0.668542,0.000000,"0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0"
7008,"F",2006,2006,-0.208363,2.373455,1.381244,0.150366,-1.240108,1.616335,-0.992997,-1.480727,0.748909,-0.719211,1.961237,0.163796,0.000000,"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1"
10419,"F",2005,2005,-0.208363,1.520696,-0.589519,0.150366,0.678138,-0.362201,0.704591,-0.029380,-0.903745,1.466207,-0.506275,-0.602499,1.420567,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1"
3402,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,-0.944123,1.128988,-0.634108,0.999847,0.421476,2.076825,-0.602499,-0.822983,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
266,"F",2005,2005,-2.570982,-0.696476,-0.589519,0.150366,0.678138,-1.526046,0.704591,-0.755054,-0.235117,1.638607,-0.506275,0.668542,1.618220,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1"
43,"F",2005,2005,0.579177,-0.696476,-0.589519,0.150366,0.464999,1.034413,0.704591,-1.722618,-0.216914,1.773779,-0.506275,0.668542,1.759891,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1"
13965,"F",2006,2006,1.366717,-0.525924,-0.589519,0.150366,-1.240108,-0.478585,-1.205195,0.091565,-0.361658,-0.312410,-0.506275,0.163796,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1"
994,"W",2005,2005,1.366717,-0.696476,-0.589519,0.150366,0.678138,0.918028,0.704591,1.784804,-0.746789,1.271960,-0.506275,0.668542,1.169114,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1"
5876,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.240108,-0.478585,-1.205195,0.333457,-0.009588,-0.312410,1.922164,0.668542,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0"
7259,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,-1.526046,-0.992997,-1.238836,0.347427,-0.812631,-0.506275,-0.602499,0.000000,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
8494,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,0.568875,-0.992997,1.421967,0.249407,-1.247769,-0.506275,0.668542,0.000000,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
6127,"W",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,-0.013048,-1.205195,0.091565,0.180127,-0.400956,2.067594,-2.250540,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
3833,"F",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,1.104415,-0.478585,1.128988,0.091565,-0.569431,0.341085,-0.506275,0.163796,-1.235997,"1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1"
14337,"W",2006,2006,1.366717,-0.525924,-0.589519,0.150366,-1.240108,0.918028,-1.205195,1.542912,0.582020,-0.581189,-0.506275,0.163796,0.000000,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0"
4307,"W",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,1.104415,0.103337,1.128988,0.454402,0.387310,0.239392,-0.506275,-0.602499,-1.983476,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
6500,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.240108,0.801644,-0.992997,-1.722618,0.379593,-0.558426,1.951772,1.203594,0.000000,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1"
8545,"F",2006,2006,-0.208363,-0.867028,-0.589519,0.150366,-1.026969,0.685259,-0.780798,-1.480727,0.399904,-1.272686,1.951772,1.203594,0.000000,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","1"
770,"W",2005,2005,1.366717,-0.696476,0.461064,0.150366,0.678138,0.103337,0.704591,0.938184,0.603682,1.396142,1.887814,0.668542,1.333807,"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","1"
2741,"W",2005,2005,-2.570982,-0.696476,-0.589519,0.150366,0.891276,1.383566,1.128988,-1.359782,-2.140854,0.618826,-0.506275,0.668542,-0.110736,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1"
11281,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.678138,1.849104,0.916790,-1.480727,-0.903745,1.127520,2.008003,-0.602499,0.956421,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","0","0","1","1"
4795,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,0.918028,1.128988,1.301021,-0.834725,0.094708,-0.506275,-0.602499,-5.184946,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","0"
1045,"W",2005,2005,-2.570982,-0.696476,-0.589519,0.150366,0.678138,0.918028,0.704591,1.542912,-0.628563,1.271960,1.937203,0.163796,1.169114,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","0","1","1"
12336,"W",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.891276,1.616335,1.128988,-1.359782,-0.500411,0.579761,2.098261,0.163796,-0.229224,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0","1"
10244,"W",2005,2005,-0.208363,0.667938,1.754770,0.150366,0.678138,-1.176892,0.704591,-1.238836,-0.628563,1.587294,2.008003,0.000000,1.561542,"0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","1"
3640,"W",2005,2005,-2.570982,-0.696476,-0.589519,0.150366,1.104415,-0.594970,1.128988,-0.029380,-0.244482,0.361262,-0.506275,0.163796,-1.121902,"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1"
1718,"W",2005,2005,1.366717,-0.696476,-0.589519,0.150366,0.891276,-0.594970,0.916790,-0.271271,0.050438,0.943042,1.927231,-0.602499,0.641123,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1"
553,"W",2005,2005,1.366717,-0.696476,-0.589519,0.150366,0.678138,-0.478585,0.704591,0.091565,0.034794,1.483623,-0.506275,0.163796,1.441514,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1"
3067,"W",2005,2005,0.579177,-0.696476,-0.589519,0.150366,1.104415,-1.526046,1.128988,-0.755054,-0.774357,0.520788,-0.506275,0.668542,-0.426034,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
10673,"F",2005,2005,1.366717,-0.525924,1.632318,0.150366,0.678138,0.103337,0.704591,0.938184,-0.608036,1.396142,1.986318,0.668542,1.333807,"1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","0","0","0","1","1"
9975,"W",2006,2006,-0.208363,-0.867028,-0.589519,0.150366,-0.813831,0.103337,-0.780798,0.696293,0.651721,-1.869429,-0.506275,0.163796,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1"
8688,"F",2006,2006,-0.208363,-0.867028,1.632318,0.150366,-1.026969,0.918028,-0.992997,1.542912,-1.364601,-1.322765,-0.506275,0.163796,0.000000,"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
2313,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,0.568875,0.916790,1.421967,-0.064946,0.753998,-0.506275,0.668542,0.244174,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0"
5556,"F",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.240108,-0.944123,-1.205195,-0.875999,-0.150282,-0.224879,-0.506275,-2.250540,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
13788,"W",2006,2006,1.366717,-0.525924,-0.589519,0.150366,-1.240108,-0.944123,-1.205195,-0.150326,-1.610979,-0.224879,-0.506275,0.668542,0.000000,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
8025,"W",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,-0.362201,-0.992997,0.454402,0.366450,-1.051308,-0.506275,0.668542,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1"
6663,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.240108,1.034413,-1.205195,1.905749,-0.015435,-0.604020,-0.506275,0.668542,0.000000,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
14742,"W",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.026969,-1.409661,-0.992997,-0.875999,-0.650003,-0.836166,2.136781,0.163796,0.000000,"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","0","0","1","1"
14165,"F",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.240108,0.336106,-1.205195,0.938184,-0.903745,-0.468046,-0.506275,0.163796,0.000000,"1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1"
14767,"F",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.026969,-1.293277,-0.992997,-0.513163,-0.903745,-0.859774,-0.506275,0.668542,0.000000,"1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1"
