auct_id,gms_greater_avg,listing_start_date_year_transformed,listing_end_date_year_transformed,item_leaf_category_name_color_category_transformed,item_leaf_category_gigabytes_transformed,start_price_LogN_transformed,qty_available_per_listing_Invers_transformed,listing_start_date_month_transformed,listing_start_date_day_transformed,listing_end_date_month_transformed,listing_end_date_day_transformed,feedback_score_at_listing_time_Log10_transformed,dasy_between_weihnachten_2006_Log10_transformed,buy_it_now_price_LogN_transformed,listing_durtn_days_LogN_transformed,days_between_weihnachten_2005_Log10_transformed,start_prive > avg_transformed,start_price_is_default_transformed,start_price > gms_avg_transformed,schedule_fee_flag_transformed,qty_available_per_listing_is_default_transformed,qty > avg_transformed,listing_type_code_9_transformed,listing_type_code_7_transformed,listing_type_code_2_transformed,listing_type_code_1_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_new_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_bag_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_alt_transformed,_contains_gen_transformed,_contains_5gen_transformed,_contains_4gen_transformed,_contains_3gen_transformed,_contains_2gen_transformed,_contains_1gen_transformed,listing_subtitle_lowercase_contains_ovp_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_durtn_days_is_default_transformed,item_leaf_category_name_article_category_meta_category_nano_transformed,item_leaf_category_name_article_category_meta_category_mini_transformed,item_leaf_category_name_article_category_meta_category_classic_transformed,is_24_days_before_weihnachten_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,feedback_score_at_listing_time_is_default_transformed,feedback > avg_transformed,category_featured_fee_flag_transformed,buy_prive > avg_transformed,buy_it_now_listed_flag_transformed,buy_it_now > gms_avg_transformed,border_fee_flag_transformed,bold_fee_flag_transformed,Partition
9260,"W",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-0.813831,-1.293277,-0.780798,-0.513163,0.685881,-1.552275,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
15735,"W",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-0.813831,-0.594970,-0.780798,0.212511,0.419394,-1.709206,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
3890,"W",2005,2005,1.366717,-0.696476,-0.589519,0.150366,1.104415,-0.362201,1.128988,-0.392217,-0.440043,0.320855,1.927231,0.000000,-1.359229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,"1_Training"
13958,"W",2006,2006,-0.208363,0.667938,1.872459,0.150366,-1.240108,-0.478585,-1.205195,-0.513163,-0.868002,-0.312410,2.026694,0.000000,0.000000,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,"1_Training"
3979,"F",2005,2005,-0.208363,-0.696476,1.805516,0.150366,1.104415,-0.245817,1.128988,-0.271271,0.681741,0.300570,-0.506275,0.000000,-1.493191,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7517,"W",2006,2006,-0.208363,2.373455,1.948625,0.150366,-1.026969,-1.176892,-0.992997,-1.238836,0.147690,-0.883454,-0.506275,0.000000,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
13972,"W",2006,2006,-0.208363,0.667938,1.912176,0.150366,-1.240108,-0.362201,-1.205195,-0.271271,0.832809,-0.334450,-0.506275,-2.250540,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
15035,"W",2006,2006,-0.208363,0.667938,1.849046,0.150366,-1.026969,-0.478585,-0.992997,-0.150326,0.641284,-1.027102,-0.506275,-0.602499,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13987,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,-0.362201,-1.205195,0.817239,0.901626,-0.334450,2.008003,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,"1_Training"
2963,"F",2005,2005,-0.208363,2.373455,1.826666,0.150366,0.891276,1.732719,1.128988,-1.480727,0.716493,0.560154,-0.506275,-0.602499,-0.292073,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1303,"W",2005,2005,-0.208363,2.373455,1.890761,0.150366,0.678138,1.732719,0.704591,1.905749,0.702095,1.145725,-0.506275,-2.250540,0.984671,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
2910,"F",2005,2005,-0.208363,2.373455,1.870380,0.150366,0.891276,1.616335,0.916790,1.784804,0.715202,0.579761,-0.506275,-2.250540,-0.229224,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7888,"W",2006,2006,-0.208363,2.373455,1.996981,0.150366,-1.026969,-0.594970,-0.992997,-0.392217,0.737933,-1.002972,-0.506275,-1.210742,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
8026,"W",2006,2006,-0.208363,2.373455,1.996981,0.150366,-1.026969,-0.362201,-0.992997,-0.029380,0.737933,-1.051308,-0.506275,-0.602499,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
4670,"W",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,1.104415,0.685259,1.128988,0.817239,0.912055,0.136327,2.084080,-2.250540,-3.493543,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,"1_Training"
13034,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,1.104415,-0.129432,1.128988,-0.150326,-0.142565,0.280232,1.961237,0.000000,-1.639928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,"1_Training"
14637,"W",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.240108,1.849104,-0.992997,-1.722618,0.245999,-0.765778,-0.506275,-2.250540,0.000000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
5338,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,-1.293277,-1.205195,-0.513163,0.172220,-0.159882,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7387,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,-1.409661,-0.992997,-1.359782,-0.903745,-0.836166,-0.506275,-2.250540,0.000000,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
8037,"F",2006,2006,-0.208363,-0.696476,1.775761,0.150366,-1.026969,-0.245817,-0.992997,-0.150326,0.417001,-1.075591,-0.506275,-2.250540,0.000000,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
9268,"W",2006,2006,-0.208363,-0.867028,1.775761,-4.080868,-0.813831,-1.176892,-0.780798,-0.513163,0.426505,-1.578207,-0.506275,0.437299,0.000000,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
10028,"W",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.464999,1.150797,0.704591,-1.601673,-1.202316,1.757013,-0.506275,0.668542,1.742879,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,"1_Training"
15207,"W",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.026969,0.103337,-0.992997,0.696293,-0.033411,-1.148907,2.058176,0.163796,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,"1_Training"
14961,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.026969,-0.711354,-0.992997,0.454402,0.473542,-0.978918,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
5945,"W",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.240108,-0.362201,-1.205195,0.817239,0.147690,-0.334450,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
6781,"F",2006,2006,-2.570982,-0.696476,1.507972,0.150366,-1.240108,1.267182,-1.205195,1.905749,-0.942350,-0.649888,-0.506275,0.163796,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
13450,"W",2005,2006,-0.208363,0.667938,1.512560,0.150366,1.104415,1.383566,-1.205195,-1.480727,-0.500411,0.010784,-0.506275,0.668542,0.000000,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,"1_Training"
13027,"F",2005,2005,1.366717,-0.525924,-0.589519,0.150366,1.104415,-0.129432,1.128988,0.454402,-0.942350,0.280232,-0.506275,0.163796,-1.639928,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
14409,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,1.150797,-0.992997,-1.722618,-2.140854,-0.626920,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,"1_Training"
10671,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.678138,0.103337,0.704591,0.938184,-0.774357,1.396142,-0.506275,0.668542,1.333807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
13709,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,-1.176892,-1.205195,-0.029380,0.065590,-0.181486,-0.506275,1.203594,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
14017,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,-0.245817,-1.205195,-0.150326,-0.190837,-0.356555,1.963574,-2.250540,0.000000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,"1_Training"
12226,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.891276,1.383566,1.128988,-1.359782,0.735460,0.618826,-0.506275,0.668542,-0.110736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
10369,"W",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.678138,-0.594970,0.704591,-0.271271,-0.361658,1.501000,-0.506275,-0.602499,1.462180,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
14312,"F",2006,2006,-0.208363,0.667938,1.697638,0.150366,-1.240108,0.801644,-1.205195,1.421967,0.172220,-0.558426,1.961237,0.163796,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,"1_Training"
10920,"W",2005,2005,-0.208363,0.667938,1.805540,0.150366,0.678138,0.685259,0.704591,0.817239,-0.294249,1.307647,1.997287,-2.250540,1.217994,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,"1_Training"
13897,"W",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.240108,-0.594970,-1.205195,-0.029380,-1.137912,-0.290433,-0.506275,0.163796,0.000000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
12703,"W",2005,2005,-0.208363,1.520696,-0.589519,0.150366,1.104415,-0.944123,1.128988,-0.634108,-0.984317,0.421476,-0.506275,-0.602499,-0.822983,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
13404,"W",2005,2006,-0.208363,1.520696,-0.589519,0.150366,1.104415,1.034413,-1.205195,-1.480727,-0.263777,0.073814,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13887,"W",2006,2006,-0.208363,1.520696,0.461520,0.150366,-1.240108,-0.711354,-1.205195,0.091565,-1.202316,-0.268519,-0.506275,0.668542,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,"1_Training"
6592,"W",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,0.801644,-1.205195,1.663858,-0.834725,-0.558426,2.103470,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,"1_Training"
13514,"W",2005,2006,-0.208363,0.667938,-0.589519,0.150366,1.104415,1.616335,-1.205195,-0.875999,-0.021353,-0.031526,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
9500,"W",2006,2006,-0.208363,2.373455,1.965940,0.150366,-0.813831,-0.827739,-0.780798,-0.513163,0.363778,-1.656536,-0.506275,-0.602499,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1697,"F",2005,2005,0.579177,-0.696476,-0.589519,0.150366,0.891276,-0.594970,0.916790,-0.271271,-1.202316,0.943042,-0.506275,-0.602499,0.641123,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
8449,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,0.452490,-0.992997,0.817239,-0.746789,-1.222933,1.963574,-0.602499,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"1_Training"
10185,"W",2005,2005,2.154257,-0.696476,-0.589519,-6.196485,0.678138,-1.526046,0.704591,-1.238836,0.228585,1.638607,-0.506275,-0.602499,1.618220,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,"1_Training"
6358,"W",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.240108,0.452490,-1.205195,0.817239,0.112914,-0.490541,-0.506275,-0.602499,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
2216,"F",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,0.891276,0.336106,0.916790,1.542912,-0.216914,0.792183,-0.506275,1.203594,0.332174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
3404,"W",2005,2005,1.366717,-0.696476,1.697638,0.150366,1.104415,-0.944123,1.128988,-0.996945,-0.058472,0.421476,1.951772,0.000000,-0.822983,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1_Training"
8312,"F",2006,2006,-0.995902,-0.696476,-0.589519,0.150366,-1.026969,0.219721,-0.992997,1.059130,0.815268,-1.173503,1.829469,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,"1_Training"
9445,"F",2006,2006,-0.208363,-0.696476,0.879771,0.150366,-0.813831,-0.944123,-0.780798,0.212511,-0.903745,-1.630337,2.028725,1.203594,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,"1_Training"
6762,"F",2006,2006,-2.570982,-0.696476,-0.589519,0.150366,-1.240108,1.267182,-0.992997,-1.601673,-2.140854,-0.649888,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,"1_Training"
8136,"F",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.026969,-0.129432,-0.992997,0.696293,-0.338126,-1.099951,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13556,"W",2005,2006,-0.208363,1.520696,-0.589519,0.150366,1.104415,1.849104,-1.205195,-0.634108,-0.294249,-0.074072,2.182669,1.203594,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,"1_Training"
15562,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-0.813831,-1.526046,-0.780798,-0.392217,-0.774357,-1.500674,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13689,"W",2006,2006,1.366717,-0.525924,-0.589519,0.150366,-1.240108,-1.176892,-1.205195,-0.029380,1.090404,-0.181486,-0.506275,1.203594,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
6636,"F",2006,2006,-2.570982,-0.696476,-0.589519,0.150366,-1.240108,0.918028,-1.205195,1.301021,-0.216914,-0.581189,-0.506275,-0.602499,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
11337,"F",2005,2005,-0.208363,0.667938,1.196074,0.150366,0.891276,-1.526046,0.916790,-0.392217,-0.426062,1.090979,-0.506275,1.203594,0.898316,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
5847,"F",2006,2006,-2.570982,-0.696476,1.697638,0.150366,-1.240108,-0.478585,-1.205195,-0.513163,-0.569431,-0.312410,-0.506275,0.000000,0.000000,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
12713,"F",2005,2005,-0.208363,0.667938,1.712606,0.150366,1.104415,-0.944123,1.128988,-0.875999,-0.027344,0.421476,-0.506275,-2.250540,-0.822983,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,"1_Training"
13809,"W",2006,2006,-0.208363,0.667938,1.930792,0.150366,-1.240108,-0.944123,-1.205195,-0.875999,-0.244482,-0.224879,-0.506275,-2.250540,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
