auct_id;item_leaf_category_name;listing_title;listing_subtitle;listing_start_date;listing_end_date;listing_durtn_days;listing_type_code;feedback_score_at_listing_time;start_price;buy_it_now_price;buy_it_now_listed_flag;bold_fee_flag;category_featured_fee_flag;gallery_fee_flag;gallery_featured_fee_flag;ipix_featured_fee_flag;highlight_fee_flag;schedule_fee_flag;border_fee_flag;qty_available_per_listing;gms;category_avg_gms;gms_greater_avg;listing_start_date_in_weeks;listing_start_date_month;listing_start_date_day;listing_start_date_year;item_leaf_category_name_article_category;item_leaf_category_name_color_category;_article_meta_mini;_article_meta_nano;_article_meta_classic;_article_40;_article_30;_article_20;_article_4;_article_2;item_leaf_category_name_color_category_Blau_flag;item_leaf_category_name_color_category_Gold_flag;item_leaf_category_name_color_category_Grün_flag;item_leaf_category_name_color_category_Pink_flag;item_leaf_category_name_color_category_Silber_flag;item_leaf_category_name_color_category_Sonsti_flag;listing_type_code_1;listing_type_code_2;listing_type_code_7;listing_type_code_9;listing_title_lowercase_contains_new;listing_subtitle_lowercase_contains_new;listing_title_lowercase_contains_ovp;listing_title_lowercase_contains_black;listing_title_lowercase_contains_silver;listing_title_lowercase_contains_white;listing_title_lowercase_contains_green;listing_title_lowercase_contains_pink;listing_title_lowercase_contains_blue;listing_title_lowercase_contains_photo;listing_title_lowercase_contains_bussword;listing_title_lowercase_contains_invoice;listing_title_lowercase_contains_video;listing_title_lowercase_contains_warrenty;listing_title_lowercase_contains_colordisplay;listing_title_lowercase_contains_original;listing_title_lowercase_contains_verschweißt;listing_title_lowercase_contains_dock;listing_title_lowercase_contains_alt;listing_title_lowercase_contains_songs;listing_title_lowercase_contains_verpackt;listing_title_lowercase_contains_bag
9398;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 4. Generation! Mit diversem Zubehör!';'';2006-03-10;2006-03-17;7;1;9;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;201.000000;221.153000;0;5540.571429;3;10;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
6695;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 4.Gen (ABSOLUT NEU, noch in Folie)';'';2006-01-25;2006-02-04;10;1;66;1.000000;319.000000;'Y';'N';'N';'Y';'N';'Y';'N';'Y';'N';1;279.660000;221.153000;1;5534.285714;1;25;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
881;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 4.Gen + Zubehör OVP';'';2005-10-20;2005-10-30;10;1;23;1.000000;0.000000;'N';'Y';'N';'Y';'N';'Y';'Y';'Y';'N';1;231.000000;221.153000;1;5520.428571;10;20;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
5420;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple IPod 40 GB 4.GEN click wheel';'';2006-01-05;2006-01-12;7;1;1064;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;202.990000;221.153000;0;5531.428571;1;5;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
3272;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 4.Gen mit Zubehör! Alles OVP !';'';2005-12-05;2005-12-12;7;1;38;1.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'N';'N';1;256.000000;221.153000;1;5527.000000;12;5;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
6902;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 4.Generation 100% i.O. inkl. Rechnung';'';2006-01-27;2006-02-06;10;1;0;1.900000;0.000000;'N';'N';'N';'N';'N';'Y';'N';'N';'N';1;212.000000;221.153000;0;5534.571429;1;27;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
4776;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple Ipod 40 GB 4.Generation, ClickWheel Neu';'';2005-12-22;2005-12-29;7;1;58;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;252.000000;221.153000;1;5529.428571;12;22;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
917;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 40gb Top Zustand 3rd generation';'';2005-10-20;2005-10-23;3;1;49;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;186.000000;221.153000;0;5520.428571;10;20;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
5009;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'APPLE IPOD 40 GB 40GB WIE NEU- ABHOLUNG MOEGLICH';'';2005-12-28;2006-01-04;7;1;1;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;231.000000;221.153000;1;5530.285714;12;28;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
5543;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 Gb 4G mit Dock';'';2006-01-07;2006-01-14;7;1;73;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;264.000000;221.153000;1;5531.714286;1;7;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
5217;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 Gb 4G mit Dock';'Der MP3-Player in der 4. Generation - Clickwheel';2006-01-01;2006-01-08;7;1;87;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'Y';'N';'N';1;201.000000;221.153000;0;5530.857143;1;1;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
5360;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 Gb 4Gmit Dock,Silicon Case,FMTransmitter';'';2006-01-04;2006-01-14;10;1;133;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'Y';'N';1;251.010000;221.153000;1;5531.285714;1;4;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
8428;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB 4th Gen Click Wheel';'';2006-02-23;2006-03-05;10;1;204;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'Y';'N';1;192.910000;221.153000;0;5538.428571;2;23;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
2417;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'APPLE IPOD 40 GB der 3.Generation inkl. Dock in OVP';'';2005-11-22;2005-11-27;5;1;571;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'Y';'N';1;190.000000;221.153000;0;5525.142857;11;22;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
9153;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple ipod 40 GB Design Klassiker 40GB';'';2006-03-02;2006-03-12;10;1;75;1.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'N';'N';1;101.000000;221.153000;0;5539.428571;3;2;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
525;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB in OVP mit Restgarantie u. Zubehör';'';2005-10-10;2005-10-17;7;1;103;1.000000;0.000000;'N';'Y';'N';'Y';'N';'N';'N';'N';'N';1;242.010000;221.153000;1;5519.000000;10;10;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
658;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB in OVP und Zubehör';'';2005-10-13;2005-10-20;7;1;0;1.000000;0.000000;'N';'Y';'N';'Y';'N';'Y';'N';'N';'N';1;202.930000;221.153000;0;5519.428571;10;13;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
4428;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB incl. Docking Station';'';2005-12-18;2005-12-25;7;1;79;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'Y';'N';1;156.550000;221.153000;0;5528.857143;12;18;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
4978;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB mit 18 Monat Garantie,Viel zubehör,OVP';'';2005-12-27;2005-12-30;3;1;236;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;262.500000;221.153000;1;5530.142857;12;27;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
6319;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'APPLE iPOD 40 GB mit Clickwheel';'';2006-01-18;2006-01-28;10;1;207;1.000000;0.000000;'N';'N';'N';'N';'N';'Y';'N';'N';'N';1;212.550000;221.153000;0;5533.285714;1;18;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
3883;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB mit Mulberry England Cover';'';2005-12-12;2005-12-15;3;1;572;200.000000;0.000000;'N';'N';'N';'N';'N';'Y';'N';'N';'N';1;200.000000;221.153000;0;5528.000000;12;12;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
7442;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple Ipod 40 GB mit viel Zubehör';'';2006-02-04;2006-02-11;7;1;34;100.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'N';'N';1;207.000000;221.153000;0;5535.714286;2;4;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
478;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB MP3 Player';'Bis 10.000 Musik-Interpreten';2005-10-09;2005-10-16;7;1;14;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;238.990000;221.153000;1;5518.857143;10;9;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
7530;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB Neu';'';2006-02-05;2006-02-08;3;1;6;1.000000;0.000000;'N';'Y';'N';'Y';'N';'N';'Y';'N';'N';1;210.950000;221.153000;0;5535.857143;2;5;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
9312;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple ipod 40 GB neu! mit Garantie und Umtauschrecht';'';2006-03-05;2006-03-06;1;1;136;189.000000;229.000000;'Y';'N';'N';'N';'N';'N';'N';'N';'N';1;229.000000;221.153000;1;5539.857143;3;5;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
1507;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB neuwertig mit sehr viel Zubehör';'';2005-11-06;2005-11-16;10;1;45;1.000000;0.000000;'N';'Y';'N';'Y';'N';'N';'N';'Y';'N';1;266.000000;221.153000;1;5522.857143;11;6;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
1058;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple Ipod 40 GB OVP';'';2005-10-23;2005-10-30;7;1;141;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;223.990000;221.153000;1;5520.857143;10;23;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
3910;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB Photo , wie NEU';'';2005-12-12;2005-12-14;2;1;245;210.000000;270.000000;'Y';'N';'N';'Y';'N';'N';'N';'N';'N';1;270.000000;221.153000;1;5528.000000;12;12;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
5684;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB Photo, viel Zubehör + Restgarantie';'';2006-01-09;2006-01-14;5;1;272;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'Y';'N';1;289.000000;221.153000;1;5532.000000;1;9;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
7944;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB Top + Zubehör';'org. Rechnung vom 17.01.05';2006-02-12;2006-02-22;10;1;88;1.000000;0.000000;'N';'Y';'Y';'Y';'N';'Y';'Y';'N';'Y';1;234.000000;221.153000;1;5536.857143;2;12;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
7039;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB, 3. Gen. mit kompl. Zubehör, wie neu';'';2006-01-29;2006-02-05;7;1;46;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;211.000000;221.153000;0;5534.857143;1;29;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
2778;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB, 3. Generation';'1a Zustand';2005-11-27;2005-12-04;7;1;57;1.000000;0.000000;'N';'Y';'N';'Y';'N';'Y';'N';'N';'N';1;273.000000;221.153000;1;5525.857143;11;27;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
4612;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'APPLE Ipod 40 GB, 3. Generation, KULT + GRIFFIN iTrip!!';'';2005-12-20;2005-12-23;3;1;194;1.000000;199.000000;'Y';'N';'N';'Y';'N';'Y';'N';'N';'N';1;196.000000;221.153000;0;5529.142857;12;20;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
557;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 Gb, 4. Generation mit Zubehör';'';2005-10-11;2005-10-11;0;1;34;1.000000;240.000000;'Y';'N';'N';'Y';'N';'Y';'N';'N';'N';1;240.000000;221.153000;1;5519.142857;10;11;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
5548;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB, 4. Generation, OVP, TOP!';'';2006-01-07;2006-01-12;5;1;161;150.000000;225.000000;'Y';'N';'N';'Y';'N';'N';'N';'N';'N';1;251.000000;221.153000;1;5531.714286;1;7;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
2276;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB, eigentlich neu, mit Zubehör und OVP';'';2005-11-20;2005-11-27;7;1;91;80.000000;0.000000;'N';'N';'N';'N';'N';'Y';'N';'Y';'N';1;216.000000;221.153000;0;5524.857143;11;20;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
3639;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 GB, neuwertig';'';2005-12-10;2005-12-13;3;1;655;1.000000;290.000000;'Y';'Y';'N';'N';'N';'N';'Y';'Y';'Y';1;231.000000;221.153000;1;5527.714286;12;10;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
2028;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40 Gigabyte 3rd Generation + Zubehör';'';2005-11-15;2005-11-22;7;1;258;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;176.000000;221.153000;0;5524.142857;11;15;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
7393;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple Ipod 40. gb click weel (4. Generation) !NEU!';'';2006-02-03;2006-02-10;7;1;7;1.000000;0.000000;'N';'Y';'N';'Y';'N';'Y';'Y';'Y';'Y';1;221.990000;221.153000;1;5535.571429;2;3;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
2898;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'APPLE IPOD 40G,4.GEN. mit CLICKWHEEL,NEU & OVP in FOLIE';'';2005-11-29;2005-12-04;5;1;41;1.000000;300.000000;'Y';'N';'N';'Y';'N';'Y';'N';'Y';'N';1;234.330000;221.153000;1;5526.142857;11;29;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
4752;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40GB';'';2005-12-22;2005-12-27;5;9;0;329.990000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;329.990000;221.153000;1;5529.428571;12;22;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
6391;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40GB';'';2006-01-20;2006-01-25;5;9;2;299.900000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;299.900000;221.153000;1;5533.571429;1;20;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
6540;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40GB';'';2006-01-22;2006-01-29;7;1;2;1.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'Y';'N';1;202.010000;221.153000;0;5533.857143;1;22;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
7948;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40GB';'';2006-02-12;2006-02-19;7;1;118;1.000000;0.000000;'N';'N';'N';'N';'N';'Y';'Y';'N';'N';1;159.000000;221.153000;0;5536.857143;2;12;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
8544;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple Ipod 40GB  4.Generation  OVP  DEFEKT';'viel Zubehör; orig. Ladegerät und orig. Dockingstation';2006-02-21;2006-02-24;3;1;43;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;112.120000;221.153000;0;5538.142857;2;21;2006;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
4247;'Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB';'Apple iPod 40GB - 4G - wie neu - inkl. Garantie & OVP';'';2005-12-16;2005-12-19;3;1;85;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;221.550000;221.153000;1;5528.571429;12;16;2005;'40 GB';;'F';'F';'W';'W';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
