auct_id,gms_greater_avg,listing_title,listing_subtitle,listing_start_date_year,listing_end_date_year,listing_start_date_month,listing_end_date_month,feedback_score_at_listing_time_Log10_transformed,start_price_LogN_transformed,buy_it_now_price_LogN_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_months,listing_end_date_months,listing_start_date_day_transformed,listing_end_date_day_transformed,listing_durtn_days_LogN_transformed,qty_available_per_listing_Mean__avg_transformed,category_avg_gms_transformed,start_price_Mean__avg_transformed,buy_it_now_price_Mean__avg_transformed,feedback_score_at_listing_time_Mean__avg_transformed,item_leaf_category_name_article_category_transformed,item_leaf_category_name_article_category_meta_category_transformed,item_leaf_category_name_color_category_transformed,is_24_days_before_weihnachten_transformed,qty_available_per_listing_is_default_transformed,feedback > avg_transformed,buy_prive > avg_transformed,buy_it_now > gms_avg_transformed,start_prive > avg_transformed,start_price > gms_avg_transformed,qty > avg_transformed,listing_subtitle_lowercase_contains_ovp_transformed,start_price_is_default_transformed,buy_it_now_listed_flag_transformed,feedback_score_at_listing_time_is_default_transformed,listing_durtn_days_is_default_transformed,bold_fee_flag_transformed,category_featured_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,schedule_fee_flag_transformed,border_fee_flag_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Grün_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB_transformed,listing_type_code_1_transformed,listing_type_code_2_transformed,listing_type_code_7_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_alt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_bag_transformed
12703,"W","30GB Apple iPod Video 30 GB  neu  5.Generation","schwarz oder weiß",2005,2005,12,12,-0.985854,-0.596090,-0.512916,0.360993,0.360993,-0.360993,-0.407734,-0.948191,-0.637837,-0.626589,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1"
13404,"W","30GB Apple iPod Video 30 GB NEU, Originalverpackt","",2005,2006,12,1,-0.253580,-0.596090,-0.512916,0.001436,0.001436,-0.001436,0.102421,1.033158,-1.485260,1.195743,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1"
13887,"W","30GB iPod Photo + Dock + Fernbedienung + Viele Extras","",2006,2006,1,1,-1.207403,0.449136,-0.512916,-0.336972,-0.336972,0.336972,0.378755,-0.715091,0.088526,0.655880,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1"
10660,"W","3x iPod nano 4GB  weiss NEU!!! - nur 1Tag - sofort!","",2005,2005,10,10,0.294827,-0.596090,-0.512916,1.460816,1.460816,-1.460816,-1.555582,0.100758,0.209587,-2.289448,0.690697,4.000000,4.000000,4.000000,4.000000,"6","2","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
9983,"F","4 GB iPOD mini BLAU +ZUBEHÖR , HÜLLE, RESTGARANTIE OVP","",2006,2006,3,3,0.795999,-0.596090,-0.512916,-1.732901,-1.732901,1.732901,1.696654,0.100758,0.451708,-0.626589,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1"
6592,"W","40Gigabyte APPLE IPOD NEU","",2006,2006,1,1,-0.833827,-0.596090,2.077103,-0.611927,-0.611927,0.611927,0.655088,0.800058,1.662312,0.655880,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
13514,"W","4G iPod 20 GB in absolut einwandfreiem Zustand","",2005,2006,12,1,-0.007208,-0.596090,-0.512916,-0.104317,-0.104317,0.104317,0.208703,1.615907,-0.879958,1.195743,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
9500,"W","4G iPod 40 GB NEU, OVP!","",2006,2006,3,3,0.384195,1.945235,-0.512916,-1.563697,-1.563697,1.563697,1.526603,-0.831641,-0.516776,-0.626589,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
1697,"F","4GB Apple Ipod Rosa/Pink mit Rechnung +400 Lieder","Hip Hop,R`n`b,Soul,Reggae,House,Party Mixe *Mo Black*",2005,2005,11,11,-1.207403,-0.596090,-0.512916,0.932055,0.932055,-0.932055,-0.981658,-0.598541,-0.274655,-0.626589,0.000000,5.000000,5.000000,5.000000,5.000000,"6","2","2","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1"
8449,"F","4GB iPod Nano in schwarz","siehe Auktionsnummer: 5865513558",2006,2006,2,2,-0.744459,-0.596090,1.938264,-1.204140,-1.204140,1.204140,1.165243,0.450408,0.814889,-0.626589,1.296926,14.000000,14.000000,14.000000,14.000000,"5","0","6","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
8552,"W","4GB MP3-Player - Apple iPod NANO weiß NEU & OVP","",2006,2006,2,2,0.586559,-0.596090,-0.512916,-1.246441,-1.246441,1.246441,1.292782,0.683508,1.541252,0.655880,1.296926,14.000000,14.000000,14.000000,14.000000,"5","0","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
10185,"W","4x SOFORT LIEFERBAR iPod nano 4GB schwarz weiss NEU!!!","",2005,2005,10,10,0.246800,-0.596090,-0.512916,1.756923,1.756923,-1.756923,-1.810660,-1.530940,-1.243139,-0.626589,0.690697,4.000000,4.000000,4.000000,4.000000,"6","2","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
11035,"W","6 GB Apple ipod mini 6GB - NEU & OVP - kein Versand","",2005,2005,10,10,0.133805,1.841835,-0.512916,1.291613,1.291613,-1.291613,-1.406787,1.033158,1.057010,0.000000,1.310239,8.000000,8.000000,8.000000,8.000000,"1","2","5","0","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
13610,"W","6 GB iPod mini, Farbe grün","",2006,2006,1,1,-0.007208,1.761180,-0.512916,-0.188918,-0.188918,0.188918,0.229959,-1.530940,-0.758897,0.655880,1.310239,8.000000,8.000000,8.000000,8.000000,"1","2","5","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
5571,"W","ABSOLUT NEU - iPOD MINI - 4GB SILVER ORIGINALVERPACKUNG","",2006,2006,1,1,0.459754,-0.596090,-0.512916,-0.294671,-0.294671,0.294671,0.336242,-0.948191,-0.153595,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1"
6358,"W","Absolut neuwertiger iPod Nano 4GB! mit Hülle","",2006,2006,1,1,0.129245,-0.596090,-0.512916,-0.548476,-0.548476,0.548476,0.506293,0.450408,0.814889,-0.626589,1.296926,14.000000,14.000000,14.000000,14.000000,"5","0","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
8530,"W","Achtung!!!  APPLE iPod nano 2GB, neu, OVP, mit Garantie","",2006,2006,2,2,0.091155,-0.596090,1.860348,-1.246441,-1.246441,1.246441,1.165243,0.683508,0.814889,-2.289448,-1.787470,7.000000,7.000000,7.000000,7.000000,"0","0","6","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1"
782,"F","Alpple I-Pod mini Silber","",2005,2005,10,10,-0.867645,-0.596090,-0.512916,1.439666,1.439666,-1.439666,-1.449300,0.217308,0.814889,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
13222,"F","Altec Lansing inMotion Mini für iPOD - NEU!!","",2005,2005,12,12,0.105787,1.609954,-0.512916,0.128338,0.128338,-0.128338,-0.195170,0.333858,0.572768,-1.240302,0.690697,4.000000,4.000000,4.000000,4.000000,"6","2","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1"
2216,"F","Ansehen! iPod nano 2GB Schwarz Apple, NEU mit Rechnung","",2005,2005,11,11,-0.205954,-0.596090,-0.512916,0.762852,0.762852,-0.762852,-0.662811,0.333858,1.541252,1.195743,1.296926,14.000000,14.000000,14.000000,14.000000,"5","0","6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1"
3404,"W","Apel iPod mini 4 GB silber! neu und originalverpackt","",2005,2005,12,12,-0.044932,1.678417,1.926551,0.360993,0.360993,-0.360993,-0.471503,-0.948191,-1.001018,0.000000,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","0","0","0","1","1","1","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1"
8312,"F","Aple I-Pod -Mini 4GB Grün Metalic","",2006,2006,2,2,0.843038,-0.596090,1.805173,-1.161839,-1.161839,1.161839,1.207756,0.217308,1.057010,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9445,"F","Aple Ipod weiß 4GB","",2006,2006,3,3,-0.903970,0.865073,2.002923,-1.542547,-1.542547,1.542547,1.654142,-0.948191,0.209587,1.195743,1.296926,14.000000,14.000000,14.000000,14.000000,"5","0","6","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
6762,"F","APLLE I-POD MINI 4GB fast NEU, in Originalverpackung","",2006,2006,1,2,-2.161226,-0.596090,-0.512916,-0.696529,-0.696529,0.696529,0.740114,1.266257,-1.606321,0.655880,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1"
14259,"W","Aplle iPod 20GB","",2006,2006,1,1,-0.833827,1.809007,-0.512916,-0.590777,-0.590777,0.590777,0.591319,0.683508,1.299131,0.146596,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
8136,"F","Aplle iPod 4 GByte Silber","",2006,2006,2,2,-0.329140,-0.596090,-0.512916,-1.098388,-1.098388,1.098388,1.143987,-0.132341,0.693828,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
7577,"F","Aplle iPod 40 GB 4.Generation Design Klassiker","",2006,2006,2,2,-0.051512,-0.596090,-0.512916,-0.908034,-0.908034,0.908034,0.952679,-1.181290,-0.395716,0.655880,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
2657,"W","Aplle Ipod Mini 4 GB Silber mit ITRIP und Autolader","",2005,2005,11,12,-0.744459,-0.596090,-0.512916,0.593648,0.593648,-0.593648,-0.556529,1.266257,-1.485260,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
207,"F","Aplle IPOD Mini 4GB grün TOP+TOP+TOP","unbedingt reinschauen !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2005,2005,9,10,-0.317607,-0.596090,-0.512916,1.799224,1.799224,-1.799224,-1.768147,1.732457,-1.001018,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1"
3743,"F","Aplle IPod Mini, wie neu, in Grün","",2005,2005,12,12,-0.353055,-0.596090,-0.512916,0.276391,0.276391,-0.276391,-0.237682,-0.481991,0.330647,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
13556,"W","Aplle Ipod Video 30GB Festplatte *neu mit Rechnung*","",2005,2006,12,1,-0.284549,-0.596090,2.155703,-0.146618,-0.146618,0.146618,0.251216,1.849007,-0.637837,1.195743,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1"
8448,"F","Appe I-Pod Nano 2 GB","Orginalverpackt Neu+Tasche Musikhören bis zum abwinken",2006,2006,2,2,-0.078750,-0.596090,-0.512916,-1.225290,-1.225290,1.225290,1.186500,0.566958,0.935949,-0.626589,-1.787470,7.000000,7.000000,7.000000,7.000000,"0","0","6","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
15562,"F","Appe iPod 20GB weiß 1. Generation","",2006,2006,3,3,-0.772475,-0.596090,-0.512916,-1.436795,-1.436795,1.436795,1.547859,-1.530940,-0.395716,1.195743,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
10328,"W","Appel I pod im u2 Design","",2005,2005,10,10,-1.084217,-0.596090,-0.512916,1.630020,1.630020,-1.630020,-1.598095,-0.831641,-0.032534,0.655880,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
13689,"W","APPEL I POD MINI 6 GB","",2006,2006,1,1,1.122654,-0.596090,-0.512916,-0.252370,-0.252370,0.252370,0.357498,-1.181290,-0.032534,1.195743,1.310239,8.000000,8.000000,8.000000,8.000000,"1","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
2706,"F","Appel I-Pod","",2005,2005,11,12,-2.161226,-0.596090,-0.512916,0.572498,0.572498,-0.572498,-0.535273,1.382807,-1.364200,0.655880,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
6636,"F","Appel I-Pod mini Türkis 4 GB MP3 und als Datenträger","",2006,2006,1,1,-0.205954,-0.596090,-0.512916,-0.633078,-0.633078,0.633078,0.591319,0.916608,1.299131,-0.626589,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
4948,"F","appel I-Pot Nano 2 GB  LCD- Foto","",2005,2006,12,1,0.350377,-0.596090,1.926551,-0.062016,-0.062016,0.062016,0.166190,1.382807,-1.122079,1.195743,1.296926,14.000000,14.000000,14.000000,14.000000,"5","0","6","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
11337,"F","Appel iPod","",2005,2005,11,11,-0.418509,1.179627,-0.512916,1.101259,1.101259,-1.101259,-1.002915,-1.530940,-0.395716,1.195743,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
5847,"F","Appel ipod  !!! Blau !!!","!!!!!!!!!!!!! Guter Zustand !!!!!!!!!!!!!!",2006,2006,1,1,-0.564212,1.678417,-0.512916,-0.379272,-0.379272,0.379272,0.272472,-0.481991,-0.516776,0.000000,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
6272,"F","Appel iPod  4. Generation 40 GB Neuwertig (Kult)","",2006,2006,1,1,-1.282963,-0.596090,-0.512916,-0.527326,-0.527326,0.527326,0.570063,0.333858,1.178070,0.655880,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
12352,"F","Appel iPod 20 GB (3. Generation)","",2005,2005,11,12,-1.282963,1.545807,-0.512916,0.509046,0.509046,-0.509046,-0.471503,1.732457,-1.001018,0.655880,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
12713,"F","Appel iPod 20 GB (3. Generation)","",2005,2005,12,12,-0.013297,1.693302,-0.512916,0.360993,0.360993,-0.360993,-0.450247,-0.948191,-0.879958,-2.289448,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
13809,"W","Appel iPod 20GB, 5. GENERATION, BRANDNEU!! UVP 329ÿ","",2006,2006,1,1,-0.233971,1.910282,-0.512916,-0.294671,-0.294671,0.294671,0.208703,-0.948191,-0.879958,-2.289448,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
227,"W","APPEL IPOD FOTO 40GB WIE NEU","",2005,2005,10,10,-0.122675,-0.596090,-0.512916,1.778073,1.778073,-1.778073,-1.789403,-1.647490,-1.122079,0.146596,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
