auct_id	item_leaf_category_name	listing_title	listing_subtitle	listing_start_date	listing_end_date	listing_durtn_days	listing_type_code	feedback_score_at_listing_time	start_price	buy_it_now_price	buy_it_now_listed_flag	bold_fee_flag	featured_fee_flag	category_featured_fee_flag	gallery_fee_flag	gallery_featured_fee_flag	ipix_featured_fee_flag	reserve_fee_flag	highlight_fee_flag	schedule_fee_flag	border_fee_flag	qty_available_per_listing	gms	category_avg_gms	gms_greater_avg
01742	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 40GB !!! NEU !!!		11/10/2005	11/17/2005	7	1	22	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	246.00	221.153	1
01743	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	! NEU ! Apple Ipod Mini 4 GB//Blue//Blau//OVP//Garantie		11/10/2005	11/13/2005	3	1	68	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	185.60	161.512	1
01744	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano (schwarz) OVP		11/10/2005	11/10/2005	0	9	95	149.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	149.00	197.862	0
01750	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 2GB, schwarz NEU, OVP eingeschweißt, Garantie		11/10/2005	11/15/2005	5	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	180.00	197.862	0
01751	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod mini, blau 4 GB originalverpackt, neu OVP Garantie		11/13/2005	11/20/2005	7	1	115	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	178.99	161.512	1
01752	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano 4 GB White / Weiß	Originalverpackt und unbenutzt !	11/10/2005	11/13/2005	3	9	21	221.00	0.00	N	N	N	N	Y	N	N	N	Y	N	N	1	221.00	197.862	1
01753	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini, 4GB, 2. Gen., silber, bester Zustand		11/12/2005	11/12/2005	0	1	84	1.00	155.00	Y	N	N	N	Y	N	Y	N	N	Y	N	1	155.00	167.977	0
01754	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	I-Pod mini 4 gb in silber		11/11/2005	11/11/2005	0	9	925	189.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	189.00	167.977	1
01755	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	APPLE IPOD MINI 4GB		11/14/2005	11/21/2005	7	1	1	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	146.00	161.512	0
01758	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	#### Mini I Pod Pink 4 GB wie neu anschauen ####		11/11/2005	11/21/2005	10	1	136	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	171.00	173.45	0
01759	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod NANO schwarz   4GB   OVP   NEU   GARANTIE		11/27/2005	12/04/2005	7	1	389	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	232.90	197.862	1
01762	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	ipod nano Black Edition   NEU!!!		11/11/2005	11/12/2005	1	1	678	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	189.00	197.862	0
01764	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	iPod 40GB "eigentlich NEU"		11/11/2005	11/21/2005	10	1	184	100.00	325.00	Y	Y	N	N	Y	N	N	N	N	N	N	1	250.58	221.153	1
01765	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Appel ipod mini 4 GB silber --- NEU & OVP		11/11/2005	11/18/2005	7	1	49	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	186.00	167.977	1
01768	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	I Pod nano weiß 2 GB, so gut wie NEU, alles vorhanden	Zubehörteile verschweißt , 1A Zustand	11/11/2005	11/14/2005	3	1	20	1.00	177.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	178.03	197.862	0
01769	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Apple - iPod mini - pink - 4 GB - fast neu		11/11/2005	11/21/2005	10	1	1120	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	156.75	173.45	0
01770	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Apple ipod i pod mini 4gb 4 gb rosa pink lila rot		11/11/2005	11/14/2005	3	1	44	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	192.00	173.45	1
01771	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod Mini 4 GB über 1000 Songs PC + Mac		11/11/2005	11/14/2005	3	1	13	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	151.00	161.512	0
01772	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	ipod mini 4 GB pink in Originalverpackung		11/11/2005	11/14/2005	3	1	53	130.00	160.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	167.20	173.45	0
01774	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Apple iPod Mini pink / rosa 4GB - MP3 Audio Player		11/11/2005	11/16/2005	5	1	17816	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	166.30	173.45	0
01775	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silver / silber 4GB - MP3 Audio Player		11/11/2005	11/16/2005	5	1	17816	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	176.02	167.977	1
01779	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 40GB in weiß mit Zubehör - MP3 Audio Player		11/11/2005	11/16/2005	5	1	17816	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	211.00	221.153	0
01781	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silver / silber 4GB - MP3 Audio Player		11/11/2005	11/14/2005	3	9	17816	179.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	179.00	167.977	1
01783	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod Mini blue / blau 4GB - MP3 Audio Player		11/11/2005	11/16/2005	5	1	17816	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	154.00	161.512	0
01784	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silver / silber 4GB - MP3 Audio Player		11/11/2005	11/14/2005	3	1	17816	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	171.00	167.977	1
01786	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	ipod 4 GB silber, mit i-trip, car-kit und garantie!		11/11/2005	11/18/2005	7	1	34	1.00	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	181.00	167.977	1
01787	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB Weiß   Neu !!		11/11/2005	11/14/2005	3	1	984	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	171.00	197.862	0
01791	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPOD MINI 4GB 4 Monate alt		11/11/2005	11/18/2005	7	1	9	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	116.00	167.977	0
01793	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Verkaufe iPod nano schwarz 2 GB		11/14/2005	11/19/2005	5	1	50	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	135.99	197.862	0
01795	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	APPLE IPOD -mini 4GB		11/12/2005	11/17/2005	5	1	1	140.00	0.00	N	Y	N	N	N	N	N	N	N	N	N	1	161.00	167.977	0
01796	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	*NEU* APPLE IPOD MINI MUSIKPLAYER ~ SILVER 4 GB		11/12/2005	11/19/2005	7	1	500	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	181.00	167.977	1
01797	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	neuwertiger Apple ipod mini in silber, top Zustand		11/12/2005	11/19/2005	7	1	33	50.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	151.99	167.977	0
01798	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 4 GB weiß orginalverpackt und neu		11/12/2005	11/15/2005	3	1	9	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	221.00	197.862	1
01799	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	183.00	197.862	0
01800	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	173.00	197.862	0
01802	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	180.00	197.862	0
01803	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	176.00	197.862	0
01806	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	171.00	197.862	0
01808	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	193.00	197.862	0
01809	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Super I- pod Nanao 4 GB NEU und Auf Lager		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	186.00	197.862	0
01811	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Photo 30GB		11/12/2005	11/15/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	232.51	197.862	1
01812	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4GB silber mit Zubehör		11/12/2005	11/13/2005	1	1	751	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	155.77	167.977	0
01815	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Nagelneuer Apple iPod mini 4 GB in pink		11/12/2005	11/22/2005	10	1	169	1.99	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	190.99	173.45	1
01816	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 40GB 3.Generation + Zubehör		11/12/2005	11/17/2005	5	1	75	1.00	199.00	Y	N	N	N	N	N	N	N	N	Y	N	1	170.41	221.153	0
01817	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini  --==-- 4GB --==-- Silber --==-- NEU		11/12/2005	11/19/2005	7	1	57	1.00	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	180.89	167.977	1
01818	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano	schwarz mit I Skin und Armband	11/12/2005	11/17/2005	5	1	4	135.00	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	161.78	197.862	0
01824	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4 GB Silber wie neu		11/13/2005	11/20/2005	7	1	70	1.00	0.00	N	Y	N	N	N	N	N	N	N	Y	N	1	157.51	167.977	0
01826	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4GB Silber + Belkin Sportarmband NEU!!!		11/12/2005	11/19/2005	7	1	292	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	Y	N	1	161.00	167.977	0
01828	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPOD mini  4 GB silber 9 Monate alt mit OVP neuwertig		11/13/2005	11/20/2005	7	1	115	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	150.51	167.977	0
01830	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini 4 GB - MP3 Player -Silber -NEU-Garantie		11/13/2005	11/20/2005	7	1	149	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	186.00	167.977	1
01833	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 2GB weiß NEU TOP Video w800i N91 8800		11/12/2005	11/12/2005	0	1	572	99.00	169.00	Y	N	N	N	N	N	N	N	N	N	N	1	169.00	197.862	0
01834	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod Mini 4 GB silber		11/12/2005	11/19/2005	7	1	5	5.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	168.50	167.977	1
01835	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4GB, silver, OVP		11/12/2005	11/17/2005	5	1	6	10.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	170.00	167.977	1
01838	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Ipod Mini 4 GB silber		11/13/2005	11/20/2005	7	1	73	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	146.00	167.977	0
01840	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod Mini 4 GB blau 1 Jahr alt		11/12/2005	11/22/2005	10	1	197	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	146.56	161.512	0
01841	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple Ipod Mini 4 GB 2 nd Generation		11/13/2005	11/20/2005	7	1	30	49.90	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	126.00	167.977	0
01845	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	NEU!apple iPODmini 4GB!NEU!OVP! Model 2005! 2generation		11/12/2005	11/15/2005	3	1	29	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	165.00	167.977	0
01848	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	ipod 40 GB Modell 4 mit Belkin Packet, Autostecker usw		11/12/2005	11/22/2005	10	1	80	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	160.00	221.153	0
01850	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Top iPod 2GB OVP schwarz		11/12/2005	11/17/2005	5	1	139	1.00	0.00	N	N	N	N	N	N	N	N	N	N	Y	1	151.00	197.862	0
01853	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	== iPod 3 Generation (beste) == 40GB == TOP und OVP		11/12/2005	11/19/2005	7	9	366	199.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	199.00	221.153	0
01854	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple IPOD 40GB (USA) 4. Generation TOP Zustand m. OVP		11/12/2005	11/13/2005	1	1	131	1.00	220.00	Y	N	N	N	N	N	N	N	N	N	N	1	220.00	221.153	0
01855	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple i pod mini 4 GB mp3 Neu ink. 4 gb musik TOP		11/12/2005	11/14/2005	2	9	31	175.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	175.00	167.977	1
01857	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 4GB white		11/13/2005	11/13/2005	0	1	76	160.00	200.00	Y	N	N	N	N	N	N	N	N	N	N	1	200.00	197.862	1
01858	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4GB silber - nagelneu OVP		11/13/2005	11/13/2005	0	9	313	155.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	155.00	167.977	0
01859	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	iPod mini 4GB grün 2.Gen.! neuwertig!!! OVP! Rechnung!		11/13/2005	11/20/2005	7	1	33	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	156.90	164.757	0
01862	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	 - Apple ipod / i pod mini Silber 4GB wie neu  -		11/13/2005	11/20/2005	7	1	339	1.00	0.00	N	Y	N	N	N	N	N	N	N	N	N	1	166.00	167.977	0
01863	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4GB weiss - OVP	Neu und original verpackter iPod Nano 4GB in weiss	11/13/2005	11/20/2005	7	1	1	179.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	210.99	197.862	1
01864	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	apple ipod mini 4gb grün mit schutzhülle zum umhängen		11/13/2005	11/20/2005	7	1	17	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	169.00	164.757	1
01866	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Apple iPod mini 4 GB Grün, Neu!! 2. Generation! Nano	Dazu ORIGINAL APPLE Zubehör! Lanyard + iPod socks	11/13/2005	11/23/2005	10	1	133	1.00	215.00	Y	N	N	N	Y	N	N	N	N	Y	N	1	195.00	164.757	1
01872	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod mini 4 GB - blau - neuwertig - OVP - Zubehör		11/13/2005	11/20/2005	7	1	4	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	165.00	161.512	1
01874	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Apple iPod Mini 4GB Grün - 2. Generation - NEU mit OVP		11/13/2005	11/13/2005	0	1	25	164.99	173.00	Y	Y	N	N	N	N	N	N	N	N	N	1	172.99	164.757	1
01875	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Gebrauchter iPod MINI,viel Zubehör, unbedingt ansehen!		11/13/2005	11/20/2005	7	1	92	1.00	0.00	N	Y	N	N	N	N	Y	N	Y	N	N	1	156.00	167.977	0
01876	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	i-Pod nano 4GB weiß		11/13/2005	11/16/2005	3	1	1	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	216.00	197.862	1
01877	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple IPOD 40GB (USA) 4. Generation TOP Zustand m. OVP		11/13/2005	11/14/2005	1	1	131	1.00	220.00	Y	N	N	N	N	N	N	N	N	N	N	1	220.00	221.153	0
01880	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple IPod mini silber 1 Jahr alt Gut erhalten		11/13/2005	11/20/2005	7	1	78	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	158.00	167.977	0
01883	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano in weiss 4GB neu, orginal verpackt		11/13/2005	11/13/2005	0	1	55	1.00	210.00	Y	N	N	N	N	N	N	N	N	N	N	1	210.00	197.862	1
01884	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 2GB, weiss, NEU, OVP		11/13/2005	11/20/2005	7	1	84	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	176.00	197.862	0
01885	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	*** Apple iPOD NANO, 2 GB, NEU & OVP, weiss***		11/13/2005	11/20/2005	7	1	63	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	174.73	197.862	0
01889	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4 GB weiß * Originalverpackt, neu*		11/13/2005	11/14/2005	1	1	119	99.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	220.00	197.862	1
01890	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple ipod mini 4 GB, Blau Top Zustand		11/13/2005	11/20/2005	7	1	0	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	138.78	161.512	0
01892	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 4 GB in weiss (NEU)		11/13/2005	11/16/2005	3	1	5	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	206.01	197.862	1
01894	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple ipod Nano 2 GB schwarz  !!		11/13/2005	11/14/2005	1	1	385	1.00	150.00	Y	N	N	N	Y	N	N	N	N	Y	N	1	181.00	197.862	0
01896	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	iPod 4. Generation 40GB + viel Zubehör		11/13/2005	11/13/2005	0	1	68	1.00	180.00	Y	N	N	N	Y	N	Y	N	N	Y	N	1	180.00	221.153	0
01897	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold	Apple iPod mini 4GB 2.G. in Gold wie NEU		11/13/2005	11/18/2005	5	1	16	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	181.72	158.578	1
01898	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple Ipod 40GB,3.Gen.,mit allem Zubehör, gut erhalten		11/13/2005	11/20/2005	7	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	150.27	221.153	0
01902	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Apple iPod mini 4GB, grün		11/13/2005	11/20/2005	7	1	79	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	142.60	164.757	0
01908	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 3G 40 GB inkl. kompl. Zubehör Dock, Remote		11/13/2005	11/20/2005	7	1	25	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	178.00	221.153	0
01910	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4 GB, neu, silber		11/13/2005	11/20/2005	7	1	187	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	145.51	167.977	0
01913	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	original iPod nano in schwarz, 2 GB	original verpackt, nie benutzt	11/13/2005	11/18/2005	5	1	70	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	186.00	197.862	0
01915	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod mini 4 GB blau mit sehr viel Zubehör ! ! !		11/13/2005	11/14/2005	1	1	49	1.00	0.00	N	N	N	N	Y	N	Y	N	Y	N	Y	1	160.00	161.512	0
01918	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano mp3-Player 4 GB weiss neu und OVP		11/13/2005	11/13/2005	0	1	15	1.00	210.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	210.00	197.862	1
01919	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	IPod Mini 4 GB PINK		11/13/2005	11/23/2005	10	1	295	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	160.00	173.45	0
01921	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4GB weiß noch original verschweißt		11/13/2005	11/18/2005	5	1	277	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	216.00	197.862	1
01922	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4GB Silber OVP mit 10 Monaten Garantie		11/13/2005	11/18/2005	5	1	6	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	161.00	167.977	0
01923	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	+++ Apple iPod Mini, 4GB, silber, OVP, neuwertig +++	Restgarantie bis 29.12.2006	11/13/2005	11/18/2005	5	1	70	1.00	160.00	Y	N	N	N	Y	N	N	N	N	N	N	1	146.00	167.977	0
01927	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini 4GB silber, viel Zubehör!!!		11/13/2005	11/20/2005	7	1	131	1.00	200.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	132.00	167.977	0
01930	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano / 4 GB / Weiss / mp3 Player ***NEU***		11/13/2005	11/20/2005	7	1	178	1.00	220.00	Y	N	N	N	N	N	N	N	N	N	N	1	222.00	197.862	1
01931	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Apple iPod mini Tragbarer MP3-Player 4GB Green /RE+GA	Unbenutze Händlerware( OVP+ RE+GA)  / Sofort Versand	11/13/2005	11/21/2005	8	9	921	219.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	219.00	164.757	1
01932	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple IPod/ I Pod Mini Silber 4GB		11/13/2005	11/14/2005	1	1	121	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	N	N	1	176.00	167.977	1
01933	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod mini 4GB, Silber OVP		11/14/2005	11/21/2005	7	1	351	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	143.00	167.977	0
01940	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple ipod Mini 4GB erst zwei Monate ALT TOP		11/14/2005	11/17/2005	3	1	55	1.00	0.00	N	N	N	N	Y	N	Y	N	Y	N	Y	1	211.00	161.512	1
01943	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Appel iPod mini 4 GB 1000 songs		11/14/2005	11/21/2005	7	1	20	149.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	186.52	167.977	1
01946	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini 4GB - Silber - (neu OVP)		11/14/2005	11/21/2005	7	1	36	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	176.00	167.977	1
