auct_id,listing_title_lowercase,listing_subtitle_lowercase,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag
4593,"ipod nano 4gb schwarz neu","","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4594,"ipod nano ultraflach 4gb!!!black!!!ansehen!!!","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4598,"apple ipod nano 4gb weiß","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4599,"apple ipod nano 4gb weiß","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4600,"ipod nano 4 gb neu !","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4603,"ipod nano 4 gb neu !","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4604,"ipod nano 4 gb neu !","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4606,"ipod nano 4 gb neu !","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4607,"ipod mini 4gb grün  neu, ovp eingeschweißt, garantie","","W","F","W","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4612,"apple ipod 40 gb, 3. generation, kult + griffin itrip!!","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4620,"apple ipod nano 2 gb black neuware","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4625,"apple ipod nano 2gb","schwarz","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4627,"ipod nano 4gb - nagelneu ovp und eingeschweisst","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4630,"ipod mini silber mit schutzhülle und ladegerät(neu)","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4631,"apple ipod nano weiß 4gb, neu, ovp (noch eingeschweißt)","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4632,"apple ipod mini 4gb","neu - ohne versandkosten","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4633,"ipod nano 4 gb neu !","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4634,"ipod mini *****blau****","mit ladestation","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
4635,"ipod nano weiß mit zubehör und tasche","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W"
4636,"neu apple ipod nano 4gb","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4637,"ipod mini  4 gb  silber      neu & ovp !!!","","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4639,"apple-ipod nano 2gb *weiss* neu/ovp noch eingeschweisst","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4640,"ipod mini 4gb grün neu ovp","","W","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4643,"ipod mini silber 4gb","incl. itrip, armband, dock, monster-splitter u. 6socken","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4644,"ipod nano ultraflach 4gb!!!black!!!ansehen!!!","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4646,"ipod nano 4 gb ovp und eingeschweisst, weiss","","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4654,"neu apple ipod nano 4gb","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4655,"nagelneu,apple, i pod ,mini 4gb,silver, i-pod, nagelneu","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4656,"ipod mini - 4gb - silber - 10 monate alt mit  rechnung","top - mit airplay fm - transmitter -> ipod an das radio","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F"
4659,"apple ipod nano 2gb topzustand 2monate alt kaum benutzt","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F"
4665,"apple ipod nano 2gb","schwarz","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4666,"apple ipod nano 2gb","schwarz","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4668,"apple ipod nano 2gb","schwarz","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4669,"apple ipod nano 2gb weiß 1 tag alt!wie neu!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F"
4670,"========> apple ipod nano  4gb weiß  neu / ovp <=======","***** achtung  ***** lieferung bis---24.12.---möglich","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4671,"ipod nano schwarz black 2 gb wie neu garantie","","W","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4672,"ipod mini 4 gb grünn green 2. gen. 18h akku ovp","","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4674,"* * * ipod mini 4gb inkl. itrip - top zustand * * *","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
4675,"apple ipod mini 4 gb silber neu, ovp und verschweisst","","W","F","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4677,"ipod nano 4gb, signiert von giovanni trapattoni, neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4682,"apple ipod nano - 2 gb - weiß unbenützt","geschenk nicht benützt, überhaupt keine gebrauchsspuren","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4683,"apple ipod 4gb silber/ovp/+viel zubehör/anschauen!!!!!!","","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4684,"apple ipod nano black/schwarz","2 jahre garantie gut erhalten 4gb","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4686,"apple ipod nano 2gb","schwarz","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4689,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4691,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4692,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4693,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4695,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4698,"apple ipod mini 4gb grün mit zubehör","coole musical overdose gravur auf der rückseite!","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4702,"apple ipod nano weiß 2gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4703,"apple ipod nano 2gb mini mp3 player extrem klein black","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4705,"apple ipod mini mp3 player musicplayer 4gb grün usb","sofort lieferbar,bei nachnahmeversand sogar noch heute*","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
4707,"apple ipod mp3 player 40gb mit netzteil usb + firewirek","sofort lieferbar,bei nachnahmeversand sogar noch heute*","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4708,"apple ipod mp3 player 40gb mit netzteil und firewirekab","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4709,"apple ipod 40gb neu (40 gb 4g 4. generation clickwheel)","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4710,"apple ipod nano 4gb mini mp3 player extrem klein weiß","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4712,"#### ipod nano schwarz 4 gb - wie neu #####","## mit riesen zubehör packet - anschauen - lesen !! ###","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4715,"apple ipod mini mp3 player musicplayer 4gb silber usb","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
4718,"i pod nano, 2 gb, neu, garantie,rechnung black","","W","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
4719,"i pod nano, 2 gb, neu, garantie,rechnung black","","W","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
4724,"apple ipod 40 gb (4.generation in gutem zustand in ovp)","","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
4725,"neu apple ipod nano 4gb","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4726,"ipod mini 4gb grün ovp","","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4730,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4731,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4732,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4734,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4735,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4736,"apple ipod nano 2gb","schwarz oder weiß","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4737,"ipod nano, 2gb, neu, ovp,mp3-player, weihnachtsgeschenk","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4738,"ipod 40gb 4. generation","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4740,"apple ipod nano  4 gb  neu  garantie  schwarz","","W","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4741,"ipod nano schwarz 4gb *neu*","","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4742,"ipod nano 4gb, weiß, signiert von gaby köster, ovp, neu","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4744,"apple ipod nano 4gb-weiss- wahnsinn nemo66 einmalig","","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4746,"ipod nano 2gb - nagelneu ovp und eingeschweisst","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4747,"apple ipod nano 2gb in weiss ovp","","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4750,"ipod nano 2gb *weiß* neu ovp!!!","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4752,"apple ipod 40gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4753,"ipod nano 2gb schwarz neu & originalverpackt","","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
4758,"apple ipod  40gb, 40 gb,4. generation, ovp, top zustand","","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
4759,"apple ipod nano 2gb","schwarz oder weiß beide vorhanden","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4760,"apple ipod nano 2gb","schwarz oder weiß beide vorhanden","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4761,"apple ipod nano 2gb","schwarz oder weiß beide vorhanden","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4763,"ipod nano in weiss 2 gb neu und ovp","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4764,"ipod nano 2 gb, weiß, 3 wochen jung!","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4767,"apple ipod mini mp3-player 4gb green.","","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4768,"apple i pod ipod mini silber 4 gb top angebot","","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
4770,"apple ipod nano 2 gb schwarz black neu & ovp","","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4773,"apple ipod mini 4gb (pink)","","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4774,"apple ipod nano 2 gb black schwarz neu  ovp","","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4776,"apple ipod 40 gb 4.generation, clickwheel neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4778,"apple ipod nano - 4gb - weiß - ovp - neu - garantie!!!","plus apple ipod nano kopfhörer trageband *** neu ***","W","W","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4781,"apple ipod mini 4gb silber wie neu garantie !!","","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4783," apple ipod nano schwarz, neu,  2 gb, open but not used","170,00","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4786,"apple ipod photo 40 gb inkl. itrip fm transmitter","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
4788,"ipod nano 4 gb in schwarz!! neu + ovp (verschweisst)","","W","F","W","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4790,"i pod mini 4gb blue incl dock/armband/etc. ovp-garantie","zubehör für über 100 euro dabei/top zustand!!!!!!!!!!!!","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","W","F","F","F","F"
4792,"apple ipod nano 4 gb schwarz - neu * ovp * händler *","","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4794,"ipod mini 4gb neuwertig + zubehör + rechnung +garantie","","W","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
4795,"*****apple  ipod photo 40 gb , neuw. austauschgerät****","","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
4798,"apple ipod nano neu mit garantie, 2gb, ovp","","W","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4802,"ipod mini 4gb 2te gen. mit podcast ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4804,"ipod mini silber 4 gb (wie neu)","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4805,"apple ipod 4 gb in grün ovp","","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4809,"apple ipod nano 4gb mini mp3 player extrem klein liefer","sofort lieferbar","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4810,"ipod 40gb, 4. generation, vom 04.07.05","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4812,"ipod nano 2gb white nagelneu und ovp","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4813,"ipod mini silber 4gb us-version!!!","wie neu nur 3 monate alt!","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4814,"ipod mini 4gb silber/schwarz >>>22 garantie!!!","","F","F","F","W","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
4815,"ipod nano, 2gb, neu, ovp in weiss","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4817,"neuer ipod nano inkl. zubehör 4gb, schwarz mit chrom","","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4819,"apple ipod photo 40gb","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
4821,"apple - ipod mini 4gb  ** silber** neu/ovp ! rechnung","","W","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
4824,"apple ipod nano black schwarz 4 gb neu ovp","","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4825,"apple - ipod  nano 4gb** schwarz **neu/ovp ! rechnung !","","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
4827,"apple - ipod  nano 4gb** schwarz **neu/ovp ! rechnung !","","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
4828,"ipod mini - 4gb - silber","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4829,"ipod mini 4gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4832,"** ipod nano neu/ovp   4gb **","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4833,"** ipod nano neu/ovp   4gb **","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4835,"** ipod nano neu/ovp   4gb **","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4836,"** ipod nano neu/ovp   4gb **","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4838,"ipod mini 4gb silber, neu & ovp, keine versandkosten!!!","","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4839,"apple ipod","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4840,"ipod nano 4gb apple i-pod weiß wie neu 2mo. alt + garan","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F"
4841,"apple ipod 4 gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4843,"ipod mini blau 4 gb","","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
4844,"ipod mini 4gb pink - ovp, garantie extra zubehör - top","","F","F","W","F","F","F","F","W","F","F","W","F","F","W","F","F","F","F","F","F","F","F"
4846,"apple ipod nano 2gb schwarz, neu und original verpackt","","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
4848,"ipod nano 2gb neu in originalverpackung weiß","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
4849,"apple - ipod mini 4gb  ** silber** neu/ovp ! rechnung","","W","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
4851,"apple ipod mini neu/ovp","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4852,"ipod mini 40gb mac+pc","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4853,"sealed new apple ipod nano 4 gb mp3 white color lcd 4gb","","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4854,"+++apple ipod mini 4 gb silber+neu+original verpackt+++","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
4855,"ipod nano 4gb in schwarz","","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4856,"apple ipod mini 4gb silber ovp neu nie benutzt rechnung","","W","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
4859,"*apple i-pod ipod mini 4gb wie neu rechunung/zubehör*","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4860,"ipod mini  4 gb in silber   ---- neu ---","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4863,"ipod mini silber 4gb defekt - mit zubehör!","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4864,"ipod mini 4gb blau m. ovp u. rechnung","","F","F","W","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F"
4871,"apple ipod 40gb - weiß neu mit ledertasche","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W"
4872,"ipod nano, weiß, 4 gb, ovp eingeschweißt (i-pod)","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4874,"apple ipod nano 4 gb schwarz mit schutzhülle und dock","","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F"
4875,"ipod mini 4gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4876,"verk ipod mini/blau --2 monate alt-wie neu--mit zubehör","","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F"
4884,"apple ipod 40gb (4. generation) (ovp)","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4885,"apple ipod i pod nano weiss 4 gb-neu+original verpackt","","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
4886,"apple * ipod photo 40gb * tasche* dock* kabel* wie neu!","","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W"
4887,"apple ipod nano 2 gb black / schwarz neu new","","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4888,"ipod mini 4 gb - ovp - blau - ice blue - mit gürtelclip","","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
4889,"apple ipod mini 4gb silver","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4895,"apple ipod mini mp3 player musicplayer 4gb grün","","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
4897,"apple ipod mini 4 gb grün neues austauschgerät","","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4899,"ipod nano 2gb (neu), ovp","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4900,"ipod mini in silber","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4901," ipod mini 4gb 2te gen ovp neu","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4905,"apple ipod mini silber 4gb ovp eingeschweißt neu","","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4907,"ipod mini inkl. fernbed . + netzteil ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4909,"apple ipod nano, weiss, 4gb","","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4910,"i pod mini 4 gb pink in ovp mit allem zubehör","","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4911,"ipod nano 2gb, neu und orginalverpackt","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F"
4914,"apple ipod mini, 4gb, 2nd gen. (silber) - wie neu, ovp","inkl. apple ipod dock, apple ipod remote u.v.m. << neu","W","W","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4915,"gut erhaltener ipod mini 4gb *blau*","","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F"
4916,"apple ipod mini, 4 gb, pink","","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4918,"ipod mini 4gb green inkl. itrip","","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4919,"ipod nano neu orginalverpackt(eingeschweißt) 4 gb","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F"
4920,"ipod nano + zubehör 4gb in schwarz","","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4922,"ipod nano 4gb white apple noch eingeschweisst","","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4924,"apple ipod nano 4 gb *neu* schwarz oder weiß ovp","auch günstiger sofortverkauf ohne ebay möglich :o)","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4925,"apple i pod nano 4gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4928,"apple ipod nano 4 gb!!! 3 monate alt - guter zustand!","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F"
4930,"apple ipod nano 2 gb mp3 player black ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4932,"ipod photo - 40 gb inkl. zubehör","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
4933,"#### ipod nano 4gb   #### neuwertig mit orig.nano dock!","!!! ohne lautstärkebegrenzung !!! nur 1 tag !!!!!!!!!!","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F"
4935,"apple ipod mini pink 4gb ovp neu","","W","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4936,"i pod   40 gb komplett in original verpackung","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
4940,"apple ipod mini 4gb silver / silber","mp3 player   neu mit kompletten originalzubehör","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
4942,"ipod mini 4 gb plus zubehör","guter zustand","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
