auct_id,gms_greater_avg,listing_start_date_year_transformed,listing_end_date_year_transformed,item_leaf_category_name_color_category_transformed,item_leaf_category_gigabytes_transformed,start_price_LogN_transformed,qty_available_per_listing_Invers_transformed,listing_start_date_month_transformed,listing_start_date_day_transformed,listing_end_date_month_transformed,listing_end_date_day_transformed,feedback_score_at_listing_time_Log10_transformed,dasy_between_weihnachten_2006_Log10_transformed,buy_it_now_price_LogN_transformed,listing_durtn_days_LogN_transformed,days_between_weihnachten_2005_Log10_transformed,start_prive > avg_transformed,start_price_is_default_transformed,start_price > gms_avg_transformed,schedule_fee_flag_transformed,qty_available_per_listing_is_default_transformed,qty > avg_transformed,listing_type_code_9_transformed,listing_type_code_7_transformed,listing_type_code_2_transformed,listing_type_code_1_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_new_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_bag_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_alt_transformed,_contains_gen_transformed,_contains_5gen_transformed,_contains_4gen_transformed,_contains_3gen_transformed,_contains_2gen_transformed,_contains_1gen_transformed,listing_subtitle_lowercase_contains_ovp_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_durtn_days_is_default_transformed,item_leaf_category_name_article_category_meta_category_nano_transformed,item_leaf_category_name_article_category_meta_category_mini_transformed,item_leaf_category_name_article_category_meta_category_classic_transformed,is_24_days_before_weihnachten_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,feedback_score_at_listing_time_is_default_transformed,feedback > avg_transformed,category_featured_fee_flag_transformed,buy_prive > avg_transformed,buy_it_now_listed_flag_transformed,buy_it_now > gms_avg_transformed,border_fee_flag_transformed,bold_fee_flag_transformed,Partition
11393,"F",2005,2005,-0.208363,0.667938,1.196165,0.150366,0.891276,-1.293277,0.916790,-0.513163,-0.868002,1.054261,-0.506275,0.668542,0.837933,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,"1_Training"
13840,"F",2006,2006,-0.208363,0.667938,1.196165,0.150366,-1.240108,-0.827739,-1.205195,-0.029380,0.704745,-0.246668,1.963574,0.668542,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,"1_Training"
3677,"F",2005,2005,-0.208363,2.373455,1.800710,0.150366,1.104415,-0.594970,1.128988,-0.634108,0.642789,0.361259,-0.506275,0.000000,-1.121902,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
12058,"F",2005,2005,-0.208363,0.667938,1.239670,0.150366,0.891276,0.801644,0.916790,1.421967,-0.326778,0.715629,2.012222,0.163796,0.150837,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"1_Training"
3237,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,-1.293277,1.128988,-0.513163,-0.720711,0.481223,-0.506275,0.668542,-0.572772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,"1_Training"
12287,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.891276,1.499951,1.128988,-1.480727,-0.672441,0.599323,2.005880,0.163796,-0.168842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,"1_Training"
13908,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,-0.594970,-1.205195,0.212511,-1.610979,-0.290437,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
15681,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-0.813831,-0.944123,-0.780798,-0.392217,0.252792,-1.630335,-0.506275,0.163796,0.000000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13130,"W",2005,2005,-0.208363,0.667938,0.461064,0.150366,1.104415,-0.013048,1.128988,0.333457,0.355672,0.259847,2.067594,-0.602500,-1.802138,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,"1_Training"
9194,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-0.813831,-1.409661,-0.780798,-0.634108,-0.774357,-1.526426,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
9308,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-0.813831,-1.176892,-0.780798,-0.392217,0.279047,-1.578213,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13761,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,-1.060508,-1.205195,-0.755054,0.134941,-0.203146,-0.506275,-0.602500,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
14368,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,1.034413,-1.205195,1.059130,0.303946,-0.604028,1.914459,0.000000,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
13722,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.240108,-1.176892,-1.205195,-0.875999,0.262806,-0.181481,-0.506275,-0.602500,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
12423,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,1.104415,-1.642430,1.128988,-0.513163,-1.081103,0.540501,-0.506275,1.203594,-0.357596,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,"1_Training"
15313,"F",2006,2006,-0.208363,0.667938,-0.589519,0.150366,-1.026969,0.568875,-0.992997,1.421967,-0.695972,-1.247776,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
4239,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,-0.013048,1.128988,0.575348,0.007536,0.259847,-0.506275,0.163796,-1.802138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
13011,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,1.104415,-0.245817,1.128988,0.333457,-0.386397,0.300573,-0.506275,0.163796,-1.493189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,"1_Training"
12512,"W",2005,2005,-0.208363,0.667938,1.754770,0.150366,1.104415,-1.409661,1.128988,-1.117891,0.734218,0.501023,1.984092,-0.602500,-0.497656,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,"1_Training"
9792,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-0.813831,-0.245817,-0.780798,0.575348,1.039059,-1.788898,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
9143,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-0.813831,-1.526046,-0.780798,-0.392217,-1.610979,-1.500681,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
5204,"F",2006,2006,-0.208363,2.373455,1.697638,0.150366,-1.240108,-1.642430,-1.205195,-0.875999,-0.588347,-0.095438,-0.506275,0.668542,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
2904,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,1.616335,1.128988,-1.117891,-0.064946,0.579768,-0.506275,0.668542,-0.229224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
635,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,-0.245817,0.704591,0.575348,0.382180,1.448743,2.065725,0.668542,1.399329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,"1_Training"
6804,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,1.383566,-0.992997,-1.722618,-0.015434,-0.672926,-0.506275,0.163796,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1048,"F",2005,2005,-0.208363,2.373455,1.694585,0.150366,0.678138,0.918028,0.704591,1.784804,1.320718,1.271962,2.065725,0.668542,1.169116,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,"1_Training"
4724,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,0.685259,1.128988,1.542912,0.392387,0.136330,1.984092,0.668542,-3.493544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
1248,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,1.732719,0.916790,-1.117891,-0.174203,1.145720,-0.506275,0.668542,0.984672,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
2238,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,0.452490,0.916790,1.301021,-0.021353,0.773114,-0.506275,0.668542,0.288802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,"1_Training"
285,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,-1.409661,0.704591,-0.875999,0.060592,1.621550,-0.506275,0.163796,1.599559,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
3225,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,-1.293277,1.128988,-0.513163,0.055542,0.481223,-0.506275,0.668542,-0.572772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
663,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,-0.129432,0.704591,1.059130,-0.338127,1.431246,2.046618,1.203594,1.377797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,"1_Training"
3923,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,-0.362201,1.128988,0.212511,0.902504,0.320849,-0.506275,0.163796,-1.359230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
3668,"W",2005,2005,-0.208363,2.373455,1.890761,0.150366,1.104415,-0.594970,1.128988,-0.029380,0.878226,0.361259,2.084080,0.163796,-1.121902,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,"1_Training"
6927,"W",2006,2006,-0.208363,2.373455,1.870380,0.150366,-1.240108,1.499951,-0.992997,-1.359782,0.892760,-0.696032,-0.506275,0.668542,0.000000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
3558,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,-0.711354,1.128988,-0.392217,0.324726,0.381393,-0.506275,-0.602500,-1.015683,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
5420,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,-1.176892,-1.205195,-0.392217,1.220769,-0.181481,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"1_Training"
4776,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,0.801644,1.128988,1.663858,-0.182448,0.115545,-0.506275,0.668542,-4.117790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
917,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,0.568875,0.704591,0.938184,-0.263777,1.325420,-0.506275,-0.602500,1.241863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
5009,"W",2005,2006,-0.208363,2.373455,-0.589519,0.150366,1.104415,1.499951,-1.205195,-1.359782,-2.140854,-0.010345,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
5543,"W",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,-0.944123,-1.205195,-0.150326,-0.071508,-0.224881,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
5217,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,-1.642430,-1.205195,-0.875999,0.013113,-0.095438,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,"1_Training"
525,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,-0.594970,0.704591,0.212511,0.094537,1.501005,-0.506275,0.668542,1.462179,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
6319,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,0.336106,-1.205195,1.542912,0.431187,-0.468044,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
7530,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.026969,-1.176892,-0.992997,-0.875999,-1.276665,-0.883452,-0.506275,-0.602500,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,"1_Training"
3910,"W",2005,2005,-0.208363,2.373455,1.851225,0.150366,1.104415,-0.362201,1.128988,-0.150326,0.512476,0.320849,2.103470,-1.210742,-1.359230,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,"1_Training"
5684,"W",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,-0.711354,-1.205195,-0.150326,0.562899,-0.268526,-0.506275,0.163796,0.000000,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
7944,"W",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.026969,-0.362201,-0.992997,0.817239,0.018625,-1.051300,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,"1_Training"
4612,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,0.568875,1.128988,0.938184,0.399904,0.157045,1.961237,-0.602500,-3.050633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
557,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.678138,-0.478585,0.704591,-0.513163,-0.440043,1.483631,2.048564,0.000000,1.441515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"1_Training"
5548,"W",2006,2006,-0.208363,2.373455,1.697638,0.150366,-1.240108,-0.944123,-1.205195,-0.392217,0.309975,-0.224881,2.018479,0.163796,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,"1_Training"
2028,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,-0.013048,0.916790,0.817239,0.537413,0.849098,-0.506275,0.668542,0.455408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7393,"W",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.026969,-1.409661,-0.992997,-0.634108,-1.202316,-0.836166,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,"1_Training"
2898,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,1.616335,1.128988,-1.359782,-0.349749,0.579768,2.152584,0.163796,-0.229224,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"1_Training"
4752,"W",2005,2005,-0.208363,2.373455,2.057524,0.150366,1.104415,0.801644,1.128988,1.421967,-2.140854,0.115545,-0.506275,0.163796,-4.117790,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,"1_Training"
6540,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.240108,0.801644,-1.205195,1.663858,-1.806540,-0.558431,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
8544,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-1.026969,0.685259,-0.992997,1.059130,-0.326778,-1.272693,-0.506275,-0.602500,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
4871,"W",2005,2006,-0.208363,2.373455,1.828954,0.150366,1.104415,1.150797,-1.205195,-1.722618,-0.361658,0.052855,2.103470,0.668542,0.000000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,"1_Training"
1742,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,-0.594970,0.916790,0.212511,-0.650003,0.943037,-0.506275,0.668542,0.641124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
8034,"F",2006,2006,-0.208363,2.373455,1.512559,0.150366,-1.026969,-0.245817,-0.992997,0.938184,-1.806540,-1.075585,-0.506275,1.203594,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
4884,"F",2005,2006,-0.208363,2.373455,-0.589519,0.150366,1.104415,1.150797,-1.205195,-1.722618,0.055542,0.052855,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
