auct_id,gms_greater_avg,item_leaf_category_name_color_category,item_leaf_category_gigabytes,start_prive > avg,start_price_is_default,schedule_fee_flag,listing_type_code_9,listing_type_code_1,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_new,listing_title_lowercase_contains_black,listing_title_lowercase_contains_apple,_contains_gen,item_leaf_category_name_article_category_meta_category_nano,item_leaf_category_name_article_category_meta_category_mini,item_leaf_category_name_article_category_meta_category_classic,is_24_days_before_weihnachten,ipix_featured_fee_flag,gallery_fee_flag,feedback > avg,buy_it_now_listed_flag,buy_it_now > gms_avg,bold_fee_flag,start_price_LogN,qty_available_per_listing_Invers,listing_start_date_month,listing_start_date_day,listing_end_date_month,listing_end_date_day,listing_durtn_days_LogN,feedback_score_at_listing_time_Log10,days_between_weihnachten_2005_Log10,buy_it_now_price_LogN
12190,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,29,12,4,1.609438,2.378398,1.397940,0.000000
12653,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,12,6,12,11,1.609438,2.378398,1.255273,0.000000
10405,"F",5,20,"F","W","N","F","W","F","F","W","F","W","F","F","F","W","F","N","Y","F","N","F","N",0.000000,1.000000,10,13,10,23,2.302585,2.550228,1.857332,0.000000
13747,"W",5,20,"F","W","N","F","W","F","W","F","F","W","F","F","F","W","W","N","Y","F","N","F","Y",0.000000,1.000000,1,5,1,12,1.945910,1.863323,,0.000000
11499,"F",5,20,"F","F","N","F","W","F","F","F","F","W","F","F","F","W","F","N","Y","F","N","F","N",1.386294,1.000000,11,7,11,10,1.098612,0.301030,1.672098,0.000000
10510,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","Y","Y","F","N","F","Y",0.000000,1.000000,10,13,10,16,1.098612,2.385606,1.857332,0.000000
11340,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","N","F","Y",0.000000,1.000000,11,2,11,5,1.098612,1.913814,1.716003,0.000000
13063,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","Y","F","Y",0.000000,1.000000,12,14,12,21,1.945910,1.924279,1.000000,5.293305
13595,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,1,1,1,8,1.945910,1.000000,,0.000000
14821,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,2,5,2,8,1.098612,0.000000,,0.000000
14320,"F",5,20,"F","W","N","F","W","F","W","W","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,1,22,1,27,1.609438,2.686636,,0.000000
13199,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,17,12,20,1.098612,0.000000,0.845098,0.000000
15873,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,3,17,3,20,1.098612,2.352183,,0.000000
10332,"W",5,20,"F","W","Y","F","W","F","F","W","F","W","W","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,10,9,10,16,1.945910,2.064458,1.880814,0.000000
14154,"F",5,20,"F","F","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","N",4.605170,1.000000,1,17,1,18,0.000000,2.198657,,0.000000
12899,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,11,12,18,1.945910,1.785330,1.113943,0.000000
13241,"W",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","W","Y","Y","F","Y","F","N",0.000000,1.000000,12,18,12,28,2.302585,2.352183,0.778151,5.298317
12539,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","Y",0.000000,1.000000,12,4,12,11,1.945910,1.897627,1.301030,0.000000
10692,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","N","F","Y",0.000000,1.000000,10,17,10,24,1.945910,2.434569,1.832509,0.000000
13993,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,1,12,1,17,1.609438,2.389166,,0.000000
14260,"F",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","W","N","Y","W","N","F","N",0.000000,1.000000,1,21,1,28,1.945910,3.033021,,0.000000
14713,"F",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","W","N","Y","W","N","F","N",0.000000,1.000000,2,2,2,9,1.945910,3.037426,,0.000000
15795,"F",5,20,"F","F","Y","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","Y","F","N",4.595120,1.000000,3,13,3,14,0.000000,2.000000,,5.010635
11377,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","N","F","N",0.000000,1.000000,11,3,11,8,1.609438,2.821514,1.707570,0.000000
12525,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,4,12,11,1.945910,1.857332,1.301030,0.000000
13844,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,1,8,1,13,1.609438,1.963788,,0.000000
14923,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,2,8,2,18,2.302585,2.021189,,0.000000
14921,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,2,8,2,18,2.302585,2.445604,,0.000000
13335,"W",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","W","Y","Y","F","Y","W","Y",0.000000,1.000000,12,21,12,31,2.302585,2.113943,0.477121,5.517453
10912,"W",5,20,"F","F","N","F","W","F","F","F","F","W","W","F","F","W","F","Y","Y","F","N","F","Y",1.609438,1.000000,10,21,10,26,1.609438,0.000000,1.806180,0.000000
11228,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,10,30,11,6,1.945910,1.643453,1.740363,0.000000
14476,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,1,27,1,30,1.098612,2.178977,,0.000000
13086,"W",5,20,"F","F","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","Y","W","N",5.010635,1.000000,12,15,12,21,1.791759,2.247973,0.954243,5.438079
13425,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,12,25,12,28,1.098612,1.838849,,0.000000
13483,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,28,1,4,1.945910,2.060698,,0.000000
14899,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","Y",0.000000,1.000000,2,7,2,14,1.945910,0.477121,,0.000000
15517,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","Y","F","N",0.000000,1.000000,2,28,2,28,,1.579784,,5.111988
14309,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,1,22,1,25,1.098612,2.089905,,0.000000
10782,"F",5,20,"F","F","N","F","W","F","F","F","F","W","W","F","F","W","F","Y","Y","F","N","F","N",5.010635,1.000000,10,18,10,23,1.609438,2.220108,1.826075,0.000000
15845,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","N","F","Y","F","N",0.000000,1.000000,3,15,3,18,1.098612,2.429752,,5.192957
12427,"W",5,20,"F","W","N","F","W","F","W","W","F","W","W","F","F","W","W","N","Y","W","N","F","N",0.000000,1.000000,12,1,12,8,1.945910,3.600973,1.361728,0.000000
11961,"W",5,20,"F","F","Y","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",5.068904,1.000000,11,20,11,27,1.945910,1.414973,1.531479,0.000000
11221,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","Y","W","N",0.000000,1.000000,10,30,11,6,1.945910,2.440909,1.740363,5.347108
15294,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,2,19,2,26,1.945910,2.117271,,0.000000
12731,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","Y","W","N",0.000000,1.000000,12,8,12,8,,1.832509,1.204120,5.393628
10706,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","N","F","Y",0.000000,1.000000,10,17,10,22,1.609438,0.477121,1.832509,0.000000
12218,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,26,12,3,1.945910,0.477121,1.447158,0.000000
11935,"F",5,20,"F","W","Y","F","W","F","W","F","F","W","W","F","F","W","F","Y","N","F","N","F","N",0.000000,1.000000,11,21,11,28,1.945910,1.869232,1.518514,0.000000
12304,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,28,12,8,2.302585,1.875061,1.414973,0.000000
10126,"F",5,20,"F","W","N","F","W","F","W","W","F","W","W","F","F","W","F","Y","N","F","Y","W","N",0.000000,1.000000,9,30,10,7,1.945910,1.643453,1.929419,5.389072
11384,"W",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","F","N","N","W","N","F","N",0.000000,1.000000,11,3,11,4,0.000000,3.072985,1.707570,0.000000
11379,"W",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","F","N","N","W","N","F","N",0.000000,1.000000,11,3,11,4,0.000000,3.072985,1.707570,0.000000
14325,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,1,22,1,29,1.945910,1.361728,,0.000000
12265,"F",5,20,"F","W","N","F","W","F","W","W","F","W","W","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,11,27,12,4,1.945910,1.491362,1.431364,0.000000
13696,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","Y",0.000000,1.000000,1,8,1,15,1.945910,1.447158,,0.000000
14087,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,1,15,1,22,1.945910,1.792392,,0.000000
10357,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,10,9,10,19,2.302585,2.107210,1.880814,0.000000
14100,"F",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,1,15,1,25,2.302585,1.716003,,0.000000
12296,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","F","Y","N","F","N","F","Y",0.000000,1.000000,11,28,12,5,1.945910,2.754348,1.414973,0.000000
12166,"W",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,11,25,12,2,1.945910,1.973128,1.462398,0.000000
12393,"F",5,20,"F","W","Y","F","W","F","W","F","F","W","W","F","F","W","W","Y","Y","F","Y","F","N",0.000000,1.000000,12,1,12,1,,2.170262,1.361728,5.010635
12229,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,30,12,10,2.302585,2.607455,1.380211,0.000000
13292,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","Y",0.000000,1.000000,12,20,12,27,1.945910,1.041393,0.602060,0.000000
10490,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","Y","Y","F","Y","F","N",0.000000,1.000000,10,13,10,14,0.000000,2.526339,1.857332,5.241747
12241,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","N","F","N",0.000000,1.000000,11,27,12,4,1.945910,1.929419,1.431364,0.000000
12507,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","Y","W","N",0.000000,1.000000,12,3,12,4,0.000000,1.079181,1.322219,5.393628
12547,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,12,4,12,11,1.945910,1.230449,1.301030,0.000000
12885,"W",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","W","Y","Y","F","N","F","Y",0.000000,1.000000,12,11,12,18,1.945910,2.161368,1.113943,0.000000
13207,"W",5,20,"W","F","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","Y","W","N",5.389072,1.000000,12,17,12,18,0.000000,2.193125,0.845098,5.476464
10826,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,10,19,10,24,1.609438,2.173186,1.819544,0.000000
13952,"W",5,20,"F","W","N","F","W","F","W","W","F","W","W","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,1,11,1,18,1.945910,2.033424,,0.000000
15377,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,2,22,3,1,1.945910,2.338456,,0.000000
10264,"W",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","F","Y","Y","W","N","F","N",0.000000,1.000000,10,6,10,9,1.098612,3.120574,1.897627,0.000000
10252,"W",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,10,5,10,8,1.098612,2.683947,1.903090,0.000000
10318,"F",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","F","N","Y","F","N","F","N",0.000000,1.000000,10,8,10,18,2.302585,1.897627,1.886491,0.000000
812,"W",5,20,"F","W","Y","F","W","F","W","F","F","W","W","F","F","W","F","N","Y","F","Y","W","N",0.000000,1.000000,10,18,10,25,1.945910,1.690196,1.826075,5.501258
11446,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","N","F","N",0.000000,1.000000,11,6,11,13,1.945910,1.643453,1.681241,0.000000
11682,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","Y","F","N",0.000000,1.000000,11,13,11,14,0.000000,1.643453,1.612784,5.298317
13931,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,1,10,1,15,1.609438,1.924279,,0.000000
15345,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","Y",0.000000,1.000000,2,21,2,28,1.945910,1.414973,,0.000000
14561,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,1,29,2,5,1.945910,1.531479,,0.000000
12568,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","Y","F","N",0.000000,1.000000,12,4,12,11,1.945910,1.568202,1.301030,4.499810
12168,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","Y","Y","F","Y","F","N",0.000000,1.000000,11,25,11,26,0.000000,1.431364,1.462398,5.298317
12751,"W",5,20,"F","W","N","F","W","F","F","W","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,8,12,11,1.098612,1.612784,1.204120,0.000000
11367,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,11,3,11,10,1.945910,1.447158,1.707570,0.000000
15347,"W",5,20,"W","F","N","W","F","F","W","W","F","W","F","F","F","W","W","N","Y","F","N","F","Y",5.437644,1.000000,2,21,2,22,0.000000,1.973128,,0.000000
15349,"F",5,20,"F","W","N","F","W","F","W","F","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,2,21,2,28,1.945910,2.701568,,0.000000
10761,"F",5,20,"F","F","N","F","W","F","F","F","F","W","F","F","F","W","F","N","Y","F","N","F","Y",5.010635,1.000000,10,18,10,21,1.098612,0.000000,1.826075,0.000000
12120,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","Y","N","F","N","F","N",0.000000,1.000000,11,24,12,4,2.302585,1.908485,1.477121,0.000000
10233,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,10,4,10,9,1.609438,2.596597,1.908485,0.000000
12433,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,1,12,11,2.302585,2.071882,1.361728,0.000000
13899,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","Y","F","N","F","Y",0.000000,1.000000,1,10,1,17,1.945910,1.913814,,0.000000
12998,"W",5,20,"F","W","N","F","W","F","F","W","F","W","F","F","F","W","W","Y","N","F","N","F","N",0.000000,1.000000,12,13,12,18,1.609438,1.986772,1.041393,0.000000
10810,"F",5,20,"F","F","N","F","W","F","W","F","F","W","F","F","F","W","F","Y","Y","F","N","F","N",4.605170,1.000000,10,19,10,24,1.609438,0.903090,1.819544,0.000000
14435,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","Y",0.000000,1.000000,2,1,2,11,2.302585,1.690196,,0.000000
10442,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","Y","F","Y","F","N",0.000000,1.000000,10,12,10,15,1.098612,2.695482,1.863323,5.293305
14478,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","Y","W","N",0.000000,1.000000,1,27,2,3,1.945910,1.342423,,5.521461
11294,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","Y","N","F","Y","W","N",0.000000,1.000000,11,1,11,8,1.945910,1.698970,1.724276,5.634790
15121,"W",5,20,"W","F","N","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","Y","W","N",5.416100,1.000000,2,13,2,16,1.098612,2.457882,,5.541264
11452,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","Y","Y","F","Y","W","N",0.000000,1.000000,11,6,11,13,1.945910,2.041393,1.681241,5.521461
11572,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","Y","Y","F","Y","W","N",0.000000,1.000000,11,9,11,12,1.098612,1.707570,1.653213,5.521461
14479,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","W","F","F","W","W","Y","Y","F","N","F","Y",0.000000,1.000000,1,28,2,4,1.945910,0.778151,,0.000000
12822,"W",5,20,"W","F","N","W","F","F","F","F","F","W","F","F","F","W","W","N","N","F","N","F","N",5.438079,1.000000,12,10,12,12,0.693147,1.361728,1.146128,0.000000
10585,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","N","F","Y",0.000000,1.000000,10,15,10,25,2.302585,2.068186,1.845098,0.000000
14600,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","N","F","Y",0.000000,1.000000,1,30,2,4,1.609438,1.146128,,0.000000
14708,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,2,2,2,12,2.302585,2.198657,,0.000000
14413,"F",5,20,"F","F","N","F","W","F","F","F","F","W","F","F","F","W","W","N","N","F","N","F","N",5.010635,1.000000,1,25,1,30,1.609438,1.255273,,0.000000
12693,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","Y","N","F","Y","F","N",0.000000,1.000000,12,7,12,10,1.098612,1.643453,1.230449,5.247024
11016,"W",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","Y","N","F","Y","W","Y",0.000000,1.000000,10,23,10,30,1.945910,2.796574,1.792392,5.501258
12219,"F",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","F","N","Y","F","N","F","Y",0.000000,1.000000,11,26,11,27,0.000000,1.799341,1.447158,0.000000
13705,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,1,4,1,7,1.098612,2.330414,,0.000000
13690,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,1,4,1,11,1.945910,1.892095,,0.000000
15063,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,2,12,2,19,1.945910,2.117271,,0.000000
14236,"F",5,20,"F","W","Y","F","W","F","W","F","F","W","F","F","F","W","W","N","N","F","Y","W","N",0.000000,1.000000,1,22,1,29,1.945910,2.356026,,5.517453
13439,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","N","N","F","N","F","N",0.000000,1.000000,12,27,1,6,2.302585,1.361728,,0.000000
10175,"W",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","N","F","N",5.003946,1.000000,10,2,10,3,0.000000,2.149219,1.919078,0.000000
10176,"W",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","N","F","N",5.003946,1.000000,10,2,10,3,0.000000,2.149219,1.919078,0.000000
10174,"W",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","Y","W","N",5.003946,1.000000,10,2,10,3,0.000000,2.149219,1.919078,5.703782
10366,"W",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","Y","W","N",5.003946,1.000000,10,9,10,10,0.000000,2.243038,1.880814,5.703782
10363,"W",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","Y","W","N",5.003946,1.000000,10,9,10,10,0.000000,2.243038,1.880814,5.703782
10364,"W",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","Y","W","N",5.003946,1.000000,10,9,10,10,0.000000,2.243038,1.880814,5.703782
11085,"F",5,20,"F","F","N","F","W","F","W","W","F","W","F","F","F","W","F","N","Y","F","N","F","N",4.605070,1.000000,10,26,10,27,0.000000,1.763428,1.770852,0.000000
12072,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,22,12,2,2.302585,1.924279,1.505150,0.000000
13530,"F",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,12,29,1,8,2.302585,1.875061,,0.000000
11737,"F",5,20,"F","W","N","F","W","F","F","F","F","W","W","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,14,11,24,2.302585,2.881385,1.602060,0.000000
10881,"F",5,20,"F","F","N","F","W","F","F","W","F","W","F","F","F","W","F","N","Y","F","N","F","N",4.604670,1.000000,10,20,10,30,2.302585,1.869232,1.812913,0.000000
10240,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,10,5,10,6,0.000000,2.178977,1.903090,0.000000
12405,"W",5,20,"W","F","N","W","F","F","F","F","F","W","F","F","F","W","W","Y","Y","F","N","F","N",5.476464,1.000000,12,1,12,4,1.098612,2.252853,1.361728,0.000000
13932,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,1,10,1,15,1.609438,1.732394,,0.000000
11192,"W",5,20,"W","F","N","W","F","F","F","W","F","W","W","F","F","W","F","N","N","F","N","F","N",5.594711,1.000000,10,29,10,31,0.693147,2.053078,1.748188,0.000000
11491,"W",5,20,"F","W","Y","F","W","F","W","F","F","W","F","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,7,11,10,1.098612,2.363612,1.672098,0.000000
11203,"W",5,20,"F","W","Y","F","W","F","W","W","F","W","F","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,10,30,11,6,1.945910,1.579784,1.740363,0.000000
11596,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","Y","W","N",0.000000,1.000000,11,11,11,14,1.098612,2.212188,1.633468,5.433722
12448,"W",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","W","N","N","F","Y","W","Y",0.000000,1.000000,12,1,12,8,1.945910,1.908485,1.361728,5.517453
14822,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","Y","W","N",0.000000,1.000000,2,5,2,6,0.000000,1.838849,,5.521461
12711,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","Y","W","N",0.000000,1.000000,12,7,12,12,1.609438,2.576341,1.230449,5.476464
14532,"W",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","N","N","F","Y","W","N",0.000000,1.000000,1,29,1,29,,2.558709,,5.521461
13311,"W",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,12,22,12,29,1.945910,1.838849,0.301030,0.000000
11444,"F",5,20,"F","W","Y","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,6,11,13,1.945910,1.949390,1.681241,0.000000
11916,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","F","N","N","F","N","F","N",0.000000,1.000000,11,19,11,26,1.945910,1.949390,1.544068,0.000000
12982,"F",5,20,"F","W","N","F","W","F","F","F","F","W","F","F","F","W","W","N","Y","W","N","F","N",0.000000,1.000000,12,13,12,20,1.945910,4.283527,1.041393,0.000000
15061,"F",5,20,"F","W","N","F","W","F","W","F","F","W","W","F","F","W","W","N","N","F","Y","F","N",0.000000,1.000000,2,12,2,22,2.302585,2.541579,,5.298317
15341,"W",5,20,"F","W","Y","F","W","F","W","F","F","W","W","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,2,21,2,26,1.609438,1.491362,,0.000000
10258,"W",5,20,"W","F","N","F","W","F","F","W","F","W","W","F","F","W","F","N","Y","F","Y","W","N",5.594711,1.000000,10,5,10,8,1.098612,1.819544,1.903090,5.666427
12360,"W",5,20,"F","W","N","F","W","F","W","W","F","W","F","F","F","W","F","Y","Y","F","N","F","N",0.000000,1.000000,11,30,12,1,0.000000,2.587711,1.380211,0.000000
13342,"W",5,20,"F","W","N","F","W","F","W","W","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,12,21,12,26,1.609438,2.588832,0.477121,0.000000
14019,"W",5,20,"F","W","N","F","W","F","W","W","F","W","F","F","F","W","W","Y","Y","F","N","F","N",0.000000,1.000000,1,13,1,16,1.098612,2.591065,,0.000000
15428,"F",5,20,"F","W","N","F","W","F","F","W","F","W","F","F","F","W","W","N","Y","F","N","F","N",0.000000,1.000000,2,24,3,3,1.945910,1.113943,,0.000000
