auct_id,gms_greater_avg,listing_title,listing_subtitle,listing_start_date,listing_end_date,category_avg_gms,start_price_Mean__avg,buy_it_now_price_Mean__avg,feedback_score_at_listing_time_Mean__avg,listing_durtn_days_LogN,feedback_score_at_listing_time_Log10,start_price_LogN,buy_it_now_price_LogN,qty_available_per_listing_Mean__avg,item_leaf_category_name_article_category,item_leaf_category_name_article_category_meta_category,item_leaf_category_name_color_category,dasy_between_weihnachten_2006,days_between_weihnachten_2005,is_24_days_before_weihnachten,qty_available_per_listing_is_default,feedback > avg,buy_prive > avg,buy_it_now > gms_avg,start_prive > avg,start_price > gms_avg,qty > avg,listing_subtitle_lowercase_contains_ovp,listing_start_date_year,listing_end_date_year,listing_start_date_month,listing_end_date_month,listing_start_date_day,listing_end_date_day,start_price_is_default,buy_it_now_listed_flag,feedback_score_at_listing_time_is_default,listing_durtn_days_is_default,bold_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Grün,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_apple,listing_title_lowercase_contains_ipod,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag
3337,"F","Apple  iPod 4GB mp3 Player silber musik super","",2005-12-07,2005-12-14,167.977000,131.317479,171.047619,628.901677,0.650967,-1.366128,1.462071,-0.523740,6.708333,"iPod Mini 4 GB","mini","Silber",382,17,"W","W","F","F","F","F","F","F","F",2005,2005,12,12,7,14,"F","N","F","F","N","N","N","N","Y","N","Y","N","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","W","F","F"
1187,"F","Apple  iPod mini - 4GB - SILBER - 4Monate alt + Adapter","",2005-10-27,2005-11-01,167.977000,131.317479,171.047619,628.901677,0.167384,-2.142387,1.414770,-0.523740,6.708333,"iPod Mini 4 GB","mini","Silber",423,58,"F","W","F","F","F","F","F","F","F",2005,2005,10,11,27,1,"F","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","W","F","F"
7410,"W","Apple  iPod mini 4 GB blau","",2006-02-03,2006-02-07,161.512000,125.064167,168.787879,986.390963,-0.153322,-0.570952,1.747836,-0.523740,3.888889,"iPod Mini 4 GB","mini","Blau",324,-41,"W","W","F","F","F","W","W","F","F",2006,2006,2,2,3,7,"F","N","F","F","N","N","N","N","N","N","N","N","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
3586,"W","Apple  iPod mini 4 GB silber - NEU !!!","",2005-12-09,2005-12-16,167.977000,131.317479,171.047619,628.901677,0.650967,-0.183967,-0.605404,-0.523740,6.708333,"iPod Mini 4 GB","mini","Silber",380,15,"W","W","F","F","F","F","F","F","F",2005,2005,12,12,9,16,"W","N","F","F","N","N","Y","N","Y","N","N","N","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
1601,"W","Apple  iPod Mini grün 4GB NEU + OVP green garantie","",2005-11-09,2005-11-14,164.757000,124.607742,175.808219,732.555133,0.167384,-0.413995,-0.605404,-0.523740,6.000000,"iPod Mini 4 GB","mini","Grün",410,45,"F","W","F","F","F","F","F","F","F",2005,2005,11,11,9,14,"W","N","F","F","N","N","Y","N","N","N","Y","N","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F"
3843,"F","Apple  iPod mini silber","",2005-12-11,2005-12-18,167.977000,131.317479,171.047619,628.901677,0.650967,-1.278191,1.150885,-0.523740,6.708333,"iPod Mini 4 GB","mini","Silber",378,13,"W","W","F","F","F","F","F","F","F",2005,2005,12,12,11,18,"F","N","F","F","N","N","Y","N","Y","N","N","N","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
6062,"F","APPLE  iPod Nano 2 GB, weiß, neu und OVP!!!!!","",2006-01-15,2006-01-22,197.862000,176.815699,198.507979,692.674216,0.650967,-0.136488,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",343,-22,"W","W","F","F","F","F","F","F","F",2006,2006,1,1,15,22,"W","N","F","F","N","N","Y","N","N","N","Y","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
3332,"W","APPLE  iPod nano 4 GB, SCHWARZ, NEU und OVP","",2005-12-06,2005-12-09,197.862000,176.815699,198.507979,692.674216,-0.566783,0.550627,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",383,18,"W","W","F","F","F","F","F","F","F",2005,2005,12,12,6,9,"W","N","F","F","Y","N","Y","N","Y","N","Y","Y","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
14783,"W","APPLE  iPod Video MusikFotos30GB 5.Gen. MP3.NEU Zubehör","",2006-02-04,2006-02-09,263.459000,219.590736,282.979798,538.511002,0.167384,0.933216,-0.605404,-0.523740,9.592593,"30 GB","classic","",323,-42,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,4,9,"W","N","F","F","N","N","Y","N","N","N","N","N","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","W","W","W","F","F"
14832,"F","APPLE  iPod Video MusikFotos30GB 5.Gen. MP3.NEU Zubehör","",2006-02-05,2006-02-10,263.459000,219.590736,282.979798,538.511002,0.167384,0.059075,-0.605404,-0.523740,9.592593,"30 GB","classic","",322,-43,"W","W","F","F","F","F","F","F","F",2006,2006,2,2,5,10,"W","N","F","F","N","N","Y","N","N","N","N","N","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","W","W","W","F","F"
14398,"W","APPLE  iPod Video, Musik, Fotos 30 GB 5. Gener.NEU","",2006-01-24,2006-01-29,263.459000,219.590736,282.979798,538.511002,0.167384,-1.082628,-0.605404,-0.523740,9.592593,"30 GB","classic","",334,-31,"W","W","F","F","F","F","F","F","F",2006,2006,1,1,24,29,"W","N","F","F","N","N","Y","N","N","N","N","N","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","W","W","W","F","F"
14869,"W","APPLE  iPod Video, Musik, Fotos 30 GB 5. Gener.NEU","",2006-02-06,2006-02-11,263.459000,219.590736,282.979798,538.511002,0.167384,-0.836249,-0.605404,-0.523740,9.592593,"30 GB","classic","",321,-44,"W","W","F","F","F","F","F","F","F",2006,2006,2,2,6,11,"W","N","F","F","N","N","Y","N","N","N","N","N","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","W","W","W","F","F"
15951,"W","Apple - iPod  NANO 2GB  (2 GB) **schwarz** NEU/OVP","",2006-03-17,2006-03-22,166.481000,134.262857,174.174603,1005.315942,0.167384,1.692614,-0.605404,-0.523740,4.000000,"iPod Nano 2 GB","nano","",282,-83,"W","W","W","F","F","F","F","F","F",2006,2006,3,3,17,22,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
4435,"W","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2005-12-18,2005-12-19,197.862000,176.815699,198.507979,692.674216,-2.145727,1.499424,1.771007,-0.523740,13.127273,"iPod Nano 4 GB","nano","",371,6,"W","F","W","F","F","W","W","W","F",2005,2005,12,12,18,19,"F","N","F","F","Y","N","Y","N","N","N","N","Y","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
5979,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-13,2006-01-23,197.862000,176.815699,198.507979,692.674216,1.163586,1.545808,1.761891,-0.523740,13.127273,"iPod Nano 4 GB","nano","",345,-20,"W","F","W","F","F","W","F","W","F",2006,2006,1,1,13,23,"F","N","F","F","Y","N","Y","N","N","N","N","Y","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6224,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-17,2006-01-20,197.862000,176.815699,198.507979,692.674216,-0.566783,1.552669,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",341,-24,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,17,20,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6223,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-17,2006-01-22,197.862000,176.815699,198.507979,692.674216,0.167384,1.552669,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",341,-24,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,17,22,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6221,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-17,2006-01-27,197.862000,176.815699,198.507979,692.674216,1.163586,1.552669,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",341,-24,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,17,27,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6277,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-18,2006-01-19,197.862000,176.815699,198.507979,692.674216,-2.145727,1.553350,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",340,-25,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,18,19,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6276,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-18,2006-01-21,197.862000,176.815699,198.507979,692.674216,-0.566783,1.553350,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",340,-25,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,18,21,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6278,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-18,2006-01-23,197.862000,176.815699,198.507979,692.674216,0.167384,1.553350,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",340,-25,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,18,23,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6355,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-19,2006-01-26,197.862000,176.815699,198.507979,692.674216,0.650967,1.554483,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",339,-26,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,19,26,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6356,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-19,2006-01-29,197.862000,176.815699,198.507979,692.674216,1.163586,1.554483,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",339,-26,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,19,29,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6602,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-23,2006-01-26,197.862000,176.815699,198.507979,692.674216,-0.566783,1.558762,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",335,-30,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,23,26,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6653,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-24,2006-01-25,197.862000,176.815699,198.507979,692.674216,-2.145727,1.562114,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",334,-31,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,24,25,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6652,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-24,2006-01-27,197.862000,176.815699,198.507979,692.674216,-0.566783,1.562114,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",334,-31,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,24,27,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6651,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-24,2006-01-29,197.862000,176.815699,198.507979,692.674216,0.167384,1.562114,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",334,-31,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,24,29,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6939,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-28,2006-01-29,197.862000,176.815699,198.507979,692.674216,-2.145727,1.571813,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",330,-35,"W","W","W","F","F","F","F","F","F",2006,2006,1,1,28,29,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
6937,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-28,2006-02-02,197.862000,176.815699,198.507979,692.674216,0.167384,1.571813,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",330,-35,"W","W","W","F","F","F","F","F","F",2006,2006,1,2,28,2,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
7759,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-08,2006-02-09,197.862000,176.815699,198.507979,692.674216,-2.145727,1.602259,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",319,-46,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,8,9,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
7758,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-08,2006-02-11,197.862000,176.815699,198.507979,692.674216,-0.566783,1.602259,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",319,-46,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,8,11,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
7757,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-08,2006-02-13,197.862000,176.815699,198.507979,692.674216,0.167384,1.602259,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",319,-46,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,8,13,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
7755,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-08,2006-02-15,197.862000,176.815699,198.507979,692.674216,0.650967,1.602259,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",319,-46,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,8,15,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
7756,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-08,2006-02-18,197.862000,176.815699,198.507979,692.674216,1.163586,1.602259,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",319,-46,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,8,18,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
8067,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-13,2006-02-16,197.862000,176.815699,198.507979,692.674216,-0.566783,1.612998,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",314,-51,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,13,16,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
8199,"F","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-16,2006-02-23,197.862000,176.815699,198.507979,692.674216,0.650967,1.625264,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",311,-54,"W","W","W","F","F","F","F","F","F",2006,2006,2,2,16,23,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
8910,"W","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-27,2006-03-04,166.481000,134.262857,174.174603,1005.315942,0.167384,1.653342,-0.605404,-0.523740,4.000000,"iPod Nano 2 GB","nano","",300,-65,"W","W","W","F","F","F","F","F","F",2006,2006,2,3,27,4,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
8906,"W","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-27,2006-03-06,166.481000,134.262857,174.174603,1005.315942,0.650967,1.653342,-0.605404,-0.523740,4.000000,"iPod Nano 2 GB","nano","",300,-65,"W","W","W","F","F","F","F","F","F",2006,2006,2,3,27,6,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
8908,"W","Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-02-27,2006-03-09,166.481000,134.262857,174.174603,1005.315942,1.163586,1.653342,-0.605404,-0.523740,4.000000,"iPod Nano 2 GB","nano","",300,-65,"W","W","W","F","F","F","F","F","F",2006,2006,2,3,27,9,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
2431,"F","Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2005-11-22,2005-11-23,197.862000,176.815699,198.507979,692.674216,-2.145727,1.451752,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",397,32,"F","W","W","F","F","F","F","F","F",2005,2005,11,11,22,23,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
2457,"F","Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2005-11-22,2005-11-25,197.862000,176.815699,198.507979,692.674216,-0.566783,1.453150,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",397,32,"F","W","W","F","F","F","F","F","F",2005,2005,11,11,22,25,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
2460,"F","Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2005-11-22,2005-12-02,197.862000,176.815699,198.507979,692.674216,1.163586,1.453150,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",397,32,"F","W","W","F","F","F","F","F","F",2005,2005,11,12,22,2,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
2521,"F","Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2005-11-23,2005-11-24,197.862000,176.815699,198.507979,692.674216,-2.145727,1.455100,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",396,31,"F","W","W","F","F","F","F","F","F",2005,2005,11,11,23,24,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
2522,"F","Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2005-11-23,2005-11-26,197.862000,176.815699,198.507979,692.674216,-0.566783,1.455100,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",396,31,"F","W","W","F","F","F","F","F","F",2005,2005,11,11,23,26,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
2524,"F","Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2005-11-23,2005-11-30,197.862000,176.815699,198.507979,692.674216,0.650967,1.455100,-0.605404,-0.523740,13.127273,"iPod Nano 4 GB","nano","",396,31,"F","W","W","F","F","F","F","F","F",2005,2005,11,11,23,30,"W","N","F","F","N","N","N","N","N","N","N","N","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
