auct_id,gms_greater_avg,listing_title,listing_subtitle,listing_start_date,listing_end_date,item_leaf_category_name,listing_type_code,category_avg_gms,start_price_Mean__avg,buy_it_now_price_Mean__avg,feedback_score_at_listing_time_Mean__avg,gms,listing_durtn_days_LogN,feedback_score_at_listing_time_Log10,start_price_LogN,buy_it_now_price_LogN,qty_available_per_listing_LogN,qty_available_per_listing_Mean__avg,listing_start_date_year,listing_end_date_year,listing_start_date_month,listing_end_date_month,listing_start_date_day,listing_end_date_day,start_price_is_default,buy_it_now_listed_flag,feedback_score_at_listing_time_is_default,listing_durtn_days_is_default,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Grün,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_apple,listing_title_lowercase_contains_ipod,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag
15153,"W","Neuer Apple i pod  20 GB OVP","",2006-02-14,2006-02-19,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,291.000000,0.167384,-0.014098,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,14,19,"W","N","F","F","N","N","N","N","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F"
11208,"W","Apple iPod Tragbarer MP3-Player 20 GB (4. Gener.) weiss","",2005-10-30,2005-10-31,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",9,207.358000,162.585936,226.704225,893.903859,229.990000,-2.145727,2.184549,0.674333,0.418214,-1.193353,9.533333,2005,2005,10,10,30,31,"F","N","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
13137,"F","Apple iPod 20GB NEU UNBENUTZT MAKELLOS","",2005-12-22,2005-12-23,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,180.000000,-2.145727,-0.095435,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,22,23,"W","N","F","F","N","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
13136,"W","Apple iPod 20GB NEU UNBENUTZT MAKELLOS","",2005-12-21,2005-12-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,219.000000,-2.145727,-0.095435,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,21,22,"W","N","F","F","N","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
13135,"W","Apple iPod 20GB NEU UNBENUTZT MAKELLOS","",2005-12-20,2005-12-21,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,210.000000,-2.145727,-0.095435,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,20,21,"W","N","F","F","N","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
11210,"W","Apple iPod Tragbarer MP3-Player 20 GB mit Farbdisplay","",2005-10-30,2005-11-06,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,216.000000,0.650967,-0.089180,0.243856,0.418214,0.534506,9.533333,2005,2005,10,11,30,6,"W","N","F","F","Y","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
15141,"W","Apple iPod 20GB Farbdisplay 4G;durch Umtausch Neugerät","Neugerät (eingeschweißt); +Zubehör (gebraucht); OVP",2006-02-13,2006-02-13,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",9,207.358000,162.585936,226.704225,893.903859,289.000000,,-1.131994,0.957807,0.418214,0.534506,9.533333,2006,2006,2,2,13,13,"F","N","F","W","N","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
13134,"F","Apple iPod 20GB NEU UNBENUTZT MAKELLOS","",2005-12-19,2005-12-20,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,191.000000,-2.145727,-0.095435,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,19,20,"W","N","F","F","N","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
13131,"F","Apple iPod 20GB NEU UNBENUTZT MAKELLOS","",2005-12-17,2005-12-18,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,201.000000,-2.145727,-0.095435,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,17,18,"W","N","F","F","N","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
11212,"W","iPod 20GB, 5. Generation, Farbdisplay, Photo, NEU, OVP","",2005-10-30,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,239.000000,,0.027204,0.243856,0.630348,0.534506,9.533333,2005,2005,10,10,30,30,"W","Y","F","W","N","N","N","N","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","W","F","F"
15129,"F","Apple iPod 20GB 4.Generation Guter Zustand","",2006-02-13,2006-02-14,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,161.000000,-2.145727,0.041878,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,13,14,"W","N","F","F","N","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F"
13130,"W","Apple iPod 4. Generation 20 GB mit Restgarantie","2 Docks,  iTrip, 3 iPod Socks und Originalverpackung",2005-12-15,2005-12-18,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,221.000000,-0.566783,0.301594,-3.218568,0.811074,0.534506,9.533333,2005,2005,12,12,15,18,"F","Y","F","F","N","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F"
15121,"W","Apple Ipod 20 GB Farbdisplay - Super Zustand mit Tasche","erst 3 Monate- Gewährleistung bis Nov. 07, Coveranzeige",2006-02-13,2006-02-16,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,255.000000,-0.566783,0.550995,0.647107,0.890609,0.534506,9.533333,2006,2006,2,2,13,16,"F","Y","F","F","N","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","W","W","F","W"
15118,"F","I Pod 20 GB in Weiß mit Rechnung vom17.03.05","",2006-02-13,2006-02-20,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,166.990000,0.650967,0.354208,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,13,20,"W","N","F","F","N","N","N","N","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
11729,"F","iPod 20GB (4. Generation - Photo iPod)","",2005-11-15,2005-11-20,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,174.000000,0.167384,-0.849976,-0.359403,0.418214,0.534506,9.533333,2005,2005,11,11,15,20,"F","N","F","F","N","N","N","N","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
12341,"W","iPod 20GB (5. Generation) mit Farbdisplay + OVP","",2005-11-29,2005-12-04,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,212.000000,0.167384,0.157985,0.243856,0.418214,0.534506,9.533333,2005,2005,11,12,29,4,"W","N","F","F","Y","N","N","Y","N","Y","N","Y","Y","Y","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F"
13125,"F","Apple iPod 20GB 4.Generation Farbdisplay MP3","",2005-12-15,2005-12-18,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,195.000000,-0.566783,0.372315,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,15,18,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
15110,"W","Apple-ipod-i-pod-20GB-20-GB-4TE-4-4-Generation","",2006-02-13,2006-02-23,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,229.130000,1.163586,-0.668654,0.619214,0.811074,0.534506,9.533333,2006,2006,2,2,13,23,"F","Y","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
13123,"W","Ipod 20GB Photo","",2005-12-15,2005-12-17,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,250.000000,-1.149525,-0.907369,0.619214,0.811074,0.534506,9.533333,2005,2005,12,12,15,17,"F","Y","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
15104,"F","IPOD Photo 20 GB","ohne Video",2006-02-12,2006-02-19,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,191.000000,0.650967,0.742537,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,19,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
11214,"W","Apple Ipod Photo 20 GB mit Farbdisplay (5. Genreation","2 Monate alt mit Kassenbon vom 29.08.2005",2005-10-30,2005-11-06,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,237.000000,0.650967,-1.045794,0.243856,0.647118,0.534506,9.533333,2005,2005,10,11,30,6,"W","Y","F","F","N","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
11215,"W","Apple iPod Photo 20 GB 5. Generation weiß","",2005-10-30,2005-10-31,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,222.000000,-2.145727,0.304501,-0.359403,0.333995,0.534506,9.533333,2005,2005,10,10,30,31,"F","Y","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
11216,"F","iPod 4. Generation, 20 GB, Sehr guter Zustand","",2005-10-30,2005-11-06,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,171.000000,0.650967,-0.283089,0.243856,0.418214,0.534506,9.533333,2005,2005,10,11,30,6,"W","N","F","F","Y","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F"
11731,"W","iPod Color Farbdisplay 20 GB - Apple-Garantie u. Rechn.","",2005-11-14,2005-11-21,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,220.000000,0.650967,-0.121240,0.243856,0.418214,0.534506,9.533333,2005,2005,11,11,14,21,"W","N","F","F","N","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","W","W","F","F"
15096,"F","Apple iPod 20GB 4.Generation Guter Zustand","",2006-02-12,2006-02-13,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,161.000000,-2.145727,0.037033,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,13,"W","N","F","F","N","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F"
13112,"W","Apple Ipod U2 Special edition Black 20Gb  1350 Titel","",2005-12-15,2005-12-16,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,225.000000,-2.145727,-0.114667,0.641579,0.387907,0.534506,9.533333,2005,2005,12,12,15,16,"F","Y","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
11219,"F","Apple iPod 20GB PC Mac MP3Player 20 GB MP3 fast NEU","",2005-10-30,2005-11-06,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,182.000000,0.650967,-0.729430,0.243856,0.418214,0.534506,9.533333,2005,2005,10,11,30,6,"W","N","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
13111,"W","APPLE iPOD 5. GENERATION 20 GB FARBDISPLAY MP 3 IN OVP!","",2005-12-15,2005-12-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,247.000000,0.650967,1.678337,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,15,22,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
13109,"W","Apple iPod 20 GB - 4.Generation","",2005-12-15,2005-12-18,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,210.500000,-0.566783,1.137290,0.143852,0.418214,0.534506,9.533333,2005,2005,12,12,15,18,"F","N","W","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
15080,"F","Apple iPod Classic 20 GB - Der erste iPod (OVP)","Liebhaberstück - Topzustand",2006-02-12,2006-02-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,108.000000,1.163586,-0.907369,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,22,"W","N","F","F","Y","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
15075,"W","Apple Ipod weiß 20GB - Austauschgerät - NEU + Zubehör","",2006-02-12,2006-02-19,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,252.000000,0.650967,-1.181175,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,19,"W","N","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
12118,"W","iPod Photo 20GB absolut neu und unbenutzt","",2005-11-24,2005-12-04,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,263.000000,1.163586,0.130300,0.500917,1.543346,0.534506,9.533333,2005,2005,11,12,24,4,"F","Y","F","F","Y","N","N","N","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
13104,"W","Apple iPod MP3-Player 20 GB (4. Gener.) OVP, +  iTrip !","",2005-12-15,2005-12-25,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,211.000000,1.163586,0.150225,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,15,25,"W","N","F","F","N","N","N","N","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
12337,"F","Ipod 4. Generation 20gb 2005 gekauft","",2005-11-29,2005-12-04,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,139.000000,0.167384,-1.131994,-0.133109,0.418214,0.534506,9.533333,2005,2005,11,12,29,4,"F","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
13101,"W","APPLE IPOD *  20 GB white + Zubehör * NEU & OVP *","",2005-12-15,2005-12-18,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,211.000000,-0.566783,1.137290,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,15,18,"W","N","W","F","Y","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
15063,"F","Apple iPod 20 GB inkl. Restgarantie und -gewährleistung","",2006-02-12,2006-02-19,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,141.000000,0.650967,0.146301,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,19,"W","N","F","F","N","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F"
11734,"F","iPod 20GB mit viel Zubehor OVP.","",2005-11-14,2005-11-21,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,164.000000,0.650967,0.346249,0.243856,-0.085154,0.534506,9.533333,2005,2005,11,11,14,21,"W","Y","F","F","N","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
15061,"F","Apple iPod 20 GB MP3-Player 4. Gen. - OVP - GARANTIE!","",2006-02-12,2006-02-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,202.000000,1.163586,0.650439,0.243856,-0.085154,0.534506,9.533333,2006,2006,2,2,12,22,"W","Y","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F"
13099,"F","Apple iPod 20GB 4. Generation mit Farbdisplay","",2005-12-15,2005-12-18,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,200.110000,-0.566783,-0.155425,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,15,18,"W","N","F","F","Y","N","Y","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
11221,"W","Apple iPod 20 GB 4. Generation + iSkin Case + iTrip","",2005-10-30,2005-11-06,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,236.000000,0.650967,0.530829,0.243856,0.110805,0.534506,9.533333,2005,2005,10,11,30,6,"W","Y","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
11737,"F","Apple IPOD 20 GB MAC und PC, 4. Generation, 1. Jahr alt","",2005-11-14,2005-11-24,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,182.520000,1.163586,1.054176,0.243856,0.418214,0.534506,9.533333,2005,2005,11,11,14,24,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","W","F","F"
15053,"F","iPod 4. Generation 20 GB mit OVP ab 1 Euro","",2006-02-12,2006-02-15,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,122.000000,-0.566783,-0.184504,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,15,"W","N","F","F","N","N","N","N","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
15050,"F","Apple iPod 20 GB","",2006-02-12,2006-02-19,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,197.000000,0.650967,-1.653983,0.243856,0.418214,0.534506,9.533333,2006,2006,2,2,12,19,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
15048,"W","Apple iPod Photo 20 GB mit Ledertasche + Garantie 09/07","",2006-02-12,2006-02-12,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",9,207.358000,162.585936,226.704225,893.903859,249.000000,,-0.127899,0.772904,0.418214,0.534506,9.533333,2006,2006,2,2,12,12,"F","N","F","W","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","W","W","F","W"
13097,"F","TOP!   APPLE iPiOD 20GB 4. Generation","extra Set ipod Datenkabel",2005-12-15,2005-12-25,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,164.550000,1.163586,-2.369316,0.243856,0.418214,0.534506,9.533333,2005,2005,12,12,15,25,"W","N","F","F","N","N","N","N","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F"
