Umcodieren1,auct_id,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg,listing_start_date_month,listing_start_date_day,listing_start_date_year,item_leaf_category_name_article_category,item_leaf_category_name_color_category,_article_meta_mini,_article_meta_nano,_article_meta_classic,_article_40,_article_30,_article_20,_article_4,_article_2,item_leaf_category_name_color_category_Blau_flag,item_leaf_category_name_color_category_Gold_flag,item_leaf_category_name_color_category_Grün_flag,item_leaf_category_name_color_category_Pink_flag,item_leaf_category_name_color_category_Silber_flag,item_leaf_category_name_color_category_Sonsti_flag,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_start_date_month_1,listing_start_date_month_2,listing_start_date_month_3,listing_start_date_month_6,listing_start_date_month_8,listing_start_date_month_9,listing_start_date_month_10,listing_start_date_month_11,listing_start_date_month_12,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_apple,listing_title_lowercase_contains_ipod,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag,start_price_Mean,buy_it_now_price_Mean,buy_it_now_mean < real,is_buy_it_now_greater,start_price_mean < real,is_start_price_greater,dasy_between_weihnachten_2006,days_between_weihnachten_2005,is_before_weihnachten,is_after_weihnachten_2005,Partition
15,6256,"iPod nano 2 GB + NEU + OVP + WHITE + Weiß","",2006-01-17,2006-01-20,3,1,141,1.000000,,"N","N","N","N","N","N","N","N","N","1",181.000000,197.862000,0,1,17,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",341,-24,"W","F","1_Training"
15,6243,"Ipod nano weiß 2GB! I pod nano NEU","",2006-01-17,2006-01-22,5,1,41,1.000000,,"N","N","N","N","N","N","N","N","N","1",173.000000,197.862000,0,1,17,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",341,-24,"W","F","1_Training"
15,6230,"Apple Ipod mit 30 GB Harddisk","",2006-01-17,2006-01-20,3,1,2,1.000000,,"N","N","N","Y","N","N","N","N","N","1",252.000000,197.862000,1,1,17,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",341,-24,"W","F","1_Training"
15,6221,"Apple - iPod  NANO 2GB  ** weiß ** NEU/OVP/Rechnung !","",2006-01-17,2006-01-27,10,1,2124,1.000000,,"N","N","N","N","N","N","N","N","N","1",181.510000,197.862000,0,1,17,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",341,-24,"W","F","1_Training"
15,6218,"Apple IPod nano 2 GB - weiss - NEU und OVP !!!","",2006-01-17,2006-01-17,0,9,469,189.000000,,"N","N","N","Y","N","N","N","N","N","1",189.000000,197.862000,0,1,17,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","W","F",341,-24,"W","F","1_Training"
15,6201,"i Pod Nano weiß 2GB (neu)","",2006-01-16,2006-01-17,1,1,38,1.000000,165.000000,"Y","N","N","N","N","N","N","N","N","1",178.000000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6192,"Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2006-01-16,2006-01-19,3,1,2118,1.000000,,"N","N","N","N","N","N","N","N","N","1",171.000000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6176,"Apple I Pod Nano 2GB Neu mit Rechnung OVP","",2006-01-16,2006-01-17,1,1,23,1.000000,,"N","N","N","N","N","Y","N","N","N","1",200.690000,197.862000,1,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6170,"Apple iPod nano 2 GB -weiß--- NEU mit Garantie-OVP-","",2006-01-16,2006-01-17,1,1,19,1.000000,185.000000,"Y","N","N","Y","N","N","N","Y","Y","1",175.000000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6168,"IPOD / I POD NANO WEISS 2GB NAGELNEU + OVP + GARANTIE","",2006-01-16,2006-01-23,7,1,940,1.000000,,"N","Y","N","Y","N","N","N","Y","N","1",176.000000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6162,"*WELTNEUHEIT* iPod Nano Mp4 Player 1GB","",2006-01-16,2006-01-16,0,1,21,1.000000,140.000000,"Y","N","N","Y","N","N","N","N","N","1",140.000000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6160,"iPod nano 2GB schwarz,NEU,OVP,Rg.+12 Monate Garantie","inkl. original Apple Kopfhörer-Trageband, auch NEU",2006-01-16,2006-01-19,3,1,79,1.000000,,"N","Y","N","N","N","Y","Y","Y","N","1",169.990000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","W","W","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6153,"Apple Ipod Nano 2GB Weiß ++ NEU & OVP ++","",2006-01-16,2006-01-17,1,1,118,1.000000,,"N","Y","N","Y","N","Y","N","Y","Y","1",191.000000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",342,-23,"W","F","1_Training"
15,6150,"IPOD nano weiß","",2006-01-16,2006-01-23,7,1,1,110.000000,,"N","N","N","N","N","N","N","N","N","1",137.600000,197.862000,0,1,16,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","W","F",342,-23,"W","F","1_Training"
15,6147,"Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2006-01-15,2006-01-18,3,1,2111,1.000000,,"N","N","N","N","N","N","N","N","N","1",180.770000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,6136,"iPod nano 2GB  NEU OVP","",2006-01-15,2006-01-22,7,1,85,1.000000,,"N","Y","N","Y","N","N","Y","N","N","1",171.000000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,6106,"iPod Nano 4 GB, weiß, neu","",2006-01-15,2006-01-22,7,1,139,1.000000,,"N","N","N","N","N","N","N","N","N","1",216.000000,197.862000,1,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,6100,"APPLE iPod nano 2 GB SCHWARZ TOP !!!","",2006-01-15,2006-01-15,0,1,433,25.000000,175.000000,"Y","N","N","Y","N","Y","N","N","N","1",175.000000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,6096,"iPod Nano 4 GB Weiß Wie Neu OVP mit Rechnung","",2006-01-15,2006-01-15,0,1,143,1.000000,200.000000,"Y","N","N","Y","N","N","N","N","N","1",200.000000,197.862000,1,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"W","W","F","F",343,-22,"W","F","1_Training"
15,6095,"i Pod nano / 2 GB / 500 Songs / schwarz / OVP !!!","",2006-01-15,2006-01-22,7,1,110,99.000000,,"N","N","N","Y","N","N","N","N","N","1",156.000000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F",54.275353,198.507979,"F","F","W","F",343,-22,"W","F","1_Training"
15,6082,"Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2006-01-15,2006-01-22,7,1,2106,1.000000,,"N","N","N","N","N","N","N","N","N","1",176.000000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,6079,"Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !","",2006-01-15,2006-01-20,5,1,2106,1.000000,,"N","N","N","N","N","N","N","N","N","1",172.000000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,6021,"Apple iPod nano Black 2 GB OVP","",2006-01-14,2006-01-19,5,1,333,1.000000,,"N","Y","N","N","N","Y","N","N","N","1",165.000000,197.862000,0,1,14,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",344,-21,"W","F","1_Training"
15,6019,"APPLE IPOD NANO 2 GB WEISS - NEU - LIEFERBAR - HÄNDLER","",2006-01-14,2006-01-15,1,1,2040,1.000000,,"N","N","N","Y","N","Y","N","Y","N","1",176.000000,197.862000,0,1,14,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",344,-21,"W","F","1_Training"
15,6013,"IPOD NANO 2GB NEU","",2006-01-14,2006-01-15,1,1,63,1.000000,,"N","N","N","Y","N","N","N","Y","N","1",164.020000,197.862000,0,1,14,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",344,-21,"W","F","1_Training"
15,6004,"Neu Apple Ipod Nano 2GB, Schwartz, OVP","",2006-01-14,2006-01-14,0,9,42,180.000000,,"N","N","N","N","N","N","N","N","N","1",180.000000,197.862000,0,1,14,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","W","F",344,-21,"W","F","1_Training"
15,5989,"Apple iPod Nano 2GB Schwarz !!! Fast neu !!!","",2006-01-13,2006-01-20,7,1,31,1.000000,,"N","N","N","N","N","N","N","N","N","1",166.000000,197.862000,0,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",345,-20,"W","F","1_Training"
15,5985,"i Pod nano 2 GB","",2006-01-13,2006-01-16,3,1,6,1.000000,,"N","N","N","N","N","N","Y","N","N","1",127.050000,197.862000,0,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",54.275353,198.507979,"F","F","F","F",345,-20,"W","F","1_Training"
15,5980,"iPod  nano","",2006-01-13,2006-01-23,10,1,11,90.000000,,"N","N","N","N","N","N","N","N","N","1",170.000000,197.862000,0,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","W","F",345,-20,"W","F","1_Training"
15,5971,"Apple - iPod Nano 2GB *schwarz* Neu/OVP/Rechnung","",2006-01-13,2006-01-23,10,1,80,1.000000,,"N","N","N","N","N","N","N","Y","N","1",184.000000,197.862000,0,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",345,-20,"W","F","1_Training"
15,5969,"iPod nano 4GB NEU black originalverpackt °°°°°°°°°°","",2006-01-13,2006-01-20,7,1,85,1.000000,,"N","N","N","Y","N","N","N","N","N","1",250.000000,197.862000,1,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F",54.275353,198.507979,"F","F","F","F",345,-20,"W","F","1_Training"
15,5966,"Apple iPod nano weiss 4 gb + sehr viel Zubehör 210 eur","",2006-01-13,2006-01-14,1,9,124,210.000000,,"N","N","N","N","N","Y","N","N","N","1",210.000000,197.862000,1,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","W","W",345,-20,"W","F","1_Training"
15,5959,"I pod Nano Neu mit Mp4 FUNKTION * WELTNEUHEIT!!","mp3/4 player von Apple noch nicht in D-land erhältlich",2006-01-13,2006-01-18,5,1,6,1.000000,,"N","N","N","Y","N","Y","N","N","N","1",180.000000,197.862000,0,1,13,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",54.275353,198.507979,"F","F","F","F",345,-20,"W","F","1_Training"
15,13860,"Apple iPod-Nano / schwarz / 2 GB / Top-Zustand !!!","",2006-01-09,2006-01-16,7,1,48,90.000000,,"N","N","N","Y","N","Y","N","N","Y","1",142.000000,197.862000,0,1,9,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","W","F",349,-16,"W","F","1_Training"
15,5933,"iPod Nano-schwarz-neu-originalverschweißt!!!-kein Porto","",2006-01-12,2006-01-15,3,1,149,1.000000,,"N","N","N","N","N","N","N","Y","N","1",170.000000,197.862000,0,1,12,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",346,-19,"W","F","1_Training"
15,5928,"iPod nano tragbarer MP3-Player 2 GB weiss","",2006-01-15,2006-01-22,7,1,124,1.000000,,"N","N","N","N","N","N","N","Y","N","1",165.010000,197.862000,0,1,15,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",343,-22,"W","F","1_Training"
15,5911,"Apple Ipod 4Gb Nano","MA107LL/A",2006-01-12,2006-01-13,1,1,1,203.000000,210.000000,"Y","N","N","N","N","N","N","N","N","1",210.000000,197.862000,1,1,12,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"W","W","W","W",346,-19,"W","F","1_Training"
15,5909,"iPod Nano mit 4Gb weiß neuwertig günstig","",2006-01-12,2006-01-15,3,1,131,49.000000,,"N","N","N","Y","N","Y","N","N","N","1",202.680000,197.862000,1,1,12,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",346,-19,"W","F","1_Training"
15,5907,"Apple Ipod Nano 4Gb","MA107LL/A",2006-01-12,2006-01-12,0,9,1,210.000000,,"N","N","N","Y","N","N","Y","N","N","1",210.000000,197.862000,1,1,12,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","W","W",346,-19,"W","F","1_Training"
15,5896,"+++ IPod Nano +++","",2006-01-12,2006-01-15,3,9,155,178.000000,,"N","N","N","Y","N","N","N","N","N","15",178.000000,197.862000,0,1,12,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","W","F",346,-19,"W","F","1_Training"
15,5895,"Apple iPod nano - 2 GB - black - schwarz - neu - OVP","",2006-01-12,2006-01-15,3,1,148,1.000000,,"N","N","N","Y","N","N","N","Y","N","1",176.000000,197.862000,0,1,12,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",346,-19,"W","F","1_Training"
15,5892,"IPod Nano - I Pod Video 30 GB - NEU - LESEN !","",2006-01-11,2006-01-18,7,1,62,1.000000,,"N","N","N","Y","N","N","N","N","N","1",153.000000,197.862000,0,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","F","F",347,-18,"W","F","1_Training"
15,5885,"I-Pod nano","",2006-01-11,2006-01-14,3,1,15,1.000000,,"N","N","N","N","N","Y","N","N","N","1",201.000000,197.862000,1,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",54.275353,198.507979,"F","F","F","F",347,-18,"W","F","1_Training"
15,13776,"Apple IPod Nano 2 GB Weiß NEU & OVP - eingeschweisst !!","+ Original Ledertasche",2006-01-06,2006-01-07,1,1,17,1.000000,210.000000,"Y","N","N","Y","N","Y","N","N","N","1",210.000000,197.862000,1,1,6,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"W","W","F","F",352,-13,"W","F","1_Training"
15,5873,"APPLE ipod Nano 2 GB weiss, neu und OVP!!!!","",2006-01-11,2006-01-14,3,1,127,1.000000,186.000000,"Y","N","N","N","N","N","N","N","N","1",176.790000,197.862000,0,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",347,-18,"W","F","1_Training"
15,13756,"**iPod nano **4GB **MP3player Neu/OVP schwarz  Rechnung","",2006-01-06,2006-01-08,2,9,447,225.000000,,"N","N","N","N","N","Y","N","N","N","1",225.000000,197.862000,1,1,6,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","W","W",352,-13,"W","F","1_Training"
15,5867,"Apple - iPod NANO 2GB **schwarz** OVP ! - Versand frei","",2006-01-11,2006-01-14,3,1,25,1.000000,,"N","Y","N","Y","N","N","N","N","N","1",180.000000,197.862000,0,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",347,-18,"W","F","1_Training"
15,5864,"Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !","",2006-01-11,2006-01-14,3,1,2084,1.000000,,"N","N","N","N","N","N","N","N","N","1",242.000000,197.862000,1,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","F","F",347,-18,"W","F","1_Training"
15,5858,"Apple iPod nano 4 GB *NEU* WEISS oder SCHWARZ OVP","Ohne Ebay: ipod nano 4 GB direkt für 249,90 plus Porto",2006-01-11,2006-01-13,2,9,279,265.000000,,"N","N","N","Y","N","N","N","N","N","1",265.000000,197.862000,1,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","W","F","W","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",54.275353,198.507979,"F","F","W","W",347,-18,"W","F","1_Training"
15,5845,"Brandneuer Ipod Nano in weiß  mit Garantie","Original eingeschweißt inklusive Versandkosten",2006-01-11,2006-01-15,4,2,170,165.000000,180.000000,"Y","N","N","Y","N","N","N","N","N","4",180.000000,197.862000,0,1,11,2006,"iPod Nano 4 GB","","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F",54.275353,198.507979,"F","F","W","F",347,-18,"W","F","1_Training"
