auct_id,listing_title,listing_subtitle,gms_greater_avg,listing_title_lowercase,listing_subtitle_lowercase,listing_start_date_month,listing_end_date_month,feedback_score_at_listing_time_transformed,listing_start_date_month1_transformed,start_price_Mean_transformed,buy_it_now_price_Mean_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_days,listing_end_date_days,gms_transformed,discret_feedback_score_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,gallery_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,item_leaf_category_name_article_category_transformed,_article_meta_mini_transformed,_article_meta_classic_transformed,_article_30_transformed,_article_20_transformed,_article_4_transformed,listing_type_code_1_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,buy_it_now_mean < real_transformed,is_buy_it_now_greater_transformed,start_price_mean < real_transformed,is_start_price_greater_transformed,is_before_weihnachten_transformed,is_after_weihnachten_2005_transformed,$O-Anomaly,$O-AnomalyIndex,$O-PeerGroup,$O-Field-1,$O-FieldImpact-1,$O-Field-2,$O-FieldImpact-2,$O-Field-3,$O-FieldImpact-3
15003,"** Apple iPod photo 4. Generation, 20 GB **","absolut neuwertig, Garantie/Gewährleistung bis 09.2007",1,"** apple ipod photo 4. generation, 20 gb **","absolut neuwertig, garantie/gewährleistung bis 09.2007",2,2,-0.401263,-1.031611,-0.120981,0.485277,-1.010263,-1.010263,1.010263,1.120122,1.345090,0.017472,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.171820,1,"listing_subtitle_lowercase_contains_new_transformed",0.171303,"listing_title_lowercase_contains_photo_transformed",0.064634,"listing_start_date_month1_transformed",0.040776
14992,"Apple iPod 20GB 4.Generation Guter Zustand","",0,"apple ipod 20gb 4.generation guter zustand","",2,2,-0.395043,-1.031611,-0.120981,0.485277,-1.031475,-1.031475,1.031475,0.949840,-0.713317,0.037653,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.888828,3,"listing_title_lowercase_contains_bussword_transformed",0.162927,"_article_20_transformed",0.100251,"ipix_featured_fee_flag_transformed",0.048338
14991,"Apple iPod 20GB 4.Generation Guter Zustand","",0,"apple ipod 20gb 4.generation guter zustand","",2,2,-0.395043,-1.031611,-0.120981,0.485277,-1.010263,-1.010263,1.010263,0.928555,-1.349469,0.037653,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.901748,3,"listing_title_lowercase_contains_bussword_transformed",0.160593,"_article_20_transformed",0.098815,"ipix_featured_fee_flag_transformed",0.047645
12098,"Apple iPod,20GB,weiss,4.Generation+Anlage+Zubehör","",1,"apple ipod,20gb,weiss,4.generation+anlage+zubehör","",11,11,-0.326623,0.885634,-0.120981,0.485277,0.665546,0.665546,-0.665546,-0.625263,0.786185,0.219803,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.821544,1,"listing_title_lowercase_contains_white_transformed",0.155105,"_article_20_transformed",0.042104,"ipix_featured_fee_flag_transformed",0.037714
14981,"Apple iPod U2 20GB 4.G Special Edition -Extrem Selten","",1,"apple ipod u2 20gb 4.g special edition -extrem selten","",2,2,-0.559873,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,0.949840,2.387926,0.000000,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.833804,3,"gms_transformed",0.125857,"_article_20_transformed",0.106867,"_article_meta_classic_transformed",0.051510
14979,"IPOD 3  20GB Top zustand MP3 Player Apple","",0,"ipod 3  20gb top zustand mp3 player apple","",2,2,-0.511668,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,1.098837,-0.349801,-0.607359,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.887729,3,"listing_title_lowercase_contains_bussword_transformed",0.163129,"_article_20_transformed",0.100375,"ipix_featured_fee_flag_transformed",0.048397
14978,"iPod Photo 20GB + Zubehör + Restgarantie","",1,"ipod photo 20gb + zubehör + restgarantie","",2,2,-0.323513,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,1.098837,0.831625,0.226752,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,"F",1.062776,1,"listing_title_lowercase_contains_warrenty_transformed",0.077309,"listing_title_lowercase_contains_photo_transformed",0.071265,"listing_start_date_month1_transformed",0.044960
12095,"Apple iPod 20 GB, 4. Generation","",0,"apple ipod 20 gb, 4. generation","",11,11,0.094782,0.885634,-0.120981,0.485277,0.665546,0.665546,-0.665546,-0.667833,-0.168043,0.761224,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.709485,1,"_article_20_transformed",0.048754,"ipix_featured_fee_flag_transformed",0.043671,"is_before_weihnachten_transformed",0.031191
14971,"Apple iPod 20GB, neu mit Dock & Netzteil gratis Versand","",0,"apple ipod 20gb, neu mit dock & netzteil gratis versand","",2,2,-0.502338,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,0.949840,-0.304362,-0.514535,3,0,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.784927,3,"_article_20_transformed",0.113521,"buy_it_now_listed_flag_transformed",0.070116,"_article_meta_classic_transformed",0.054717
12089,"iPOD 20GB (Photo),Farbdisplay,inkl. Rechnung 13.07.2005","",0,"ipod 20gb (photo),farbdisplay,inkl. rechnung 13.07.2005","",11,12,-0.491453,0.885634,-0.120981,0.485277,0.665546,0.665546,-0.665546,-0.561407,-0.349801,-0.423631,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,"F",0.964787,1,"listing_title_lowercase_contains_colordisplay_transformed",0.206514,"listing_title_lowercase_contains_photo_transformed",0.078504,"_article_20_transformed",0.035853
10898,"Apple I-Pod 20 GB OVP - wie NEU","",0,"apple i-pod 20 gb ovp - wie neu","",10,10,-0.508558,0.672607,-0.120981,0.485277,1.365567,1.365567,-1.365567,-1.476670,-0.145323,-0.574558,3,0,0,1,0,1,4,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,"F",1.007382,1,"listing_title_lowercase_contains_ipod_transformed",0.165627,"bold_fee_flag_transformed",0.056327,"buy_it_now_listed_flag_transformed",0.043987
10897,"Apple I-Pod 20 GB","",1,"apple i-pod 20 gb","",10,10,-0.373273,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.348959,0.331791,0.102735,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,"F",0.910338,1,"listing_title_lowercase_contains_ipod_transformed",0.183283,"_article_20_transformed",0.037997,"ipix_featured_fee_flag_transformed",0.034036
12087,"iPod 20 GB NEU + 1 Jahr Apple Garantie OVP + Zub./ 20GB","inkl. Dock und Tasche m. Gürtelclip",1,"ipod 20 gb neu + 1 jahr apple garantie ovp + zub./ 20gb","inkl. dock und tasche m. gürtelclip",11,11,-0.404373,0.885634,-0.120981,0.485277,0.644333,0.644333,-0.644333,-0.667833,0.967943,0.007083,2,1,1,0,1,1,4,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,"F",0.898948,1,"listing_title_lowercase_contains_warrenty_transformed",0.091399,"is_start_price_greater_transformed",0.060958,"listing_type_code_9_transformed",0.053921
12084,"Apple iPod 20GB 3G","",0,"apple ipod 20gb 3g","",11,11,-0.522553,0.885634,-0.120981,0.485277,0.665546,0.665546,-0.665546,-0.710403,0.104593,-0.741630,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.711241,1,"_article_20_transformed",0.048634,"ipix_featured_fee_flag_transformed",0.043563,"is_before_weihnachten_transformed",0.031114
14961,">Apple iPod 4. Generation 20 GB *neuwertig + Garantie*<","",0,">apple ipod 4. generation 20 gb *neuwertig + garantie*<","",2,2,-0.208443,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,1.098837,-0.349801,0.434850,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.908116,3,"listing_title_lowercase_contains_warrenty_transformed",0.159537,"_article_20_transformed",0.098122,"ipix_featured_fee_flag_transformed",0.047311
14959,"Apple iPod 20GB 4.Generation Guter Zustand","",0,"apple ipod 20gb 4.generation guter zustand","",2,2,-0.395043,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,0.907270,-0.781476,0.037653,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.888947,3,"listing_title_lowercase_contains_bussword_transformed",0.162905,"_article_20_transformed",0.100237,"ipix_featured_fee_flag_transformed",0.048331
14956,"Ipod 4 Gen 20 GB Incl. Itrip und Iskin mit Restgarantie","",0,"ipod 4 gen 20 gb incl. itrip und iskin mit restgarantie","",2,2,-0.489898,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,0.885985,0.059154,-0.411841,2,1,1,0,0,1,4,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,"F",1.095194,1,"listing_title_lowercase_contains_warrenty_transformed",0.075021,"listing_type_code_9_transformed",0.044259,"listing_start_date_month1_transformed",0.043629
12076,"Neu IPOD U2 20GB Special Edition + iTrip FM Transmitter","",1,"neu ipod u2 20gb special edition + itrip fm transmitter","",11,11,2.729075,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.731689,2.331126,2.906984,2,1,1,1,1,1,4,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,"F",0.999542,1,"discret_feedback_score_transformed",0.083855,"feedback_score_at_listing_time_transformed",0.081465,"is_start_price_greater_transformed",0.054823
10895,"Apple iPod 3G 20 GB OVP mit Dock","",0,"apple ipod 3g 20 gb ovp mit dock","",10,10,-0.388823,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.285103,-0.463400,0.057086,3,0,0,1,0,0,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.921108,1,"highlight_fee_flag_transformed",0.111584,"bold_fee_flag_transformed",0.061603,"buy_it_now_listed_flag_transformed",0.048107
14952,"I POD@APPLE - 20 GB NEU!!! WEISS!! -TOP!!","",0,"i pod@apple - 20 gb neu!!! weiss!! -top!!","",2,2,-0.377938,-1.031611,-0.120981,0.485277,-0.989050,-0.989050,0.989050,1.034981,-0.122604,0.089452,3,1,0,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"F",1.256296,3,"listing_title_lowercase_contains_white_transformed",0.145894,"listing_title_lowercase_contains_ipod_transformed",0.115948,"listing_title_lowercase_contains_bussword_transformed",0.115271
14947,"Apple iPod photo 20 GB , 4. Generation","",1,"apple ipod photo 20 gb , 4. generation","",2,2,-0.550543,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,0.971126,0.627147,-1.468926,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.989701,1,"listing_title_lowercase_contains_photo_transformed",0.076527,"listing_start_date_month1_transformed",0.048280,"listing_start_date_month",0.048280
14939,"Ipod 4. Generation 20GB Super in Schuss mit Tasche!","",0,"ipod 4. generation 20gb super in schuss mit tasche!","",2,2,-0.485233,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,0.928555,-0.690597,-0.377982,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.899540,3,"listing_title_lowercase_contains_bussword_transformed",0.160987,"_article_20_transformed",0.099057,"ipix_featured_fee_flag_transformed",0.047762
10894,"Apple ipod photo 20GB +5Cd‚s+Apple T-shirt","wenig gebraucht voll beladen",0,"apple ipod photo 20gb +5cd‚s+apple t-shirt","wenig gebraucht voll beladen",10,10,0.287603,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.348959,0.104593,0.896659,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.788488,1,"listing_title_lowercase_contains_photo_transformed",0.096056,"_article_20_transformed",0.043869,"is_before_weihnachten_transformed",0.028066
10893,"APPLE IPOD MINI 20 GB NEU/OVP Orignal + Rechnung","",1,"apple ipod mini 20 gb neu/ovp orignal + rechnung","",10,10,-0.052943,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.476670,1.008838,0.627056,3,1,1,1,1,1,4,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.753640,1,"_article_20_transformed",0.045898,"listing_title_lowercase_contains_ovp_transformed",0.041439,"listing_title_lowercase_contains_new_transformed",0.030157
14936,"Apple iPod 3. Generation 20 GB neuer Akku neue Ohrhörer","",0,"apple ipod 3. generation 20 gb neuer akku neue ohrhörer","",2,2,-0.536548,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,1.013696,-1.031393,-0.988209,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.789456,3,"_article_20_transformed",0.112870,"ipix_featured_fee_flag_transformed",0.054422,"_article_meta_classic_transformed",0.054404
12075,"++++IPOD 20 GB PHOTO++4. Generation+MP3 Player+TOP+OVP+","",0,"++++ipod 20 gb photo++4. generation+mp3 player+top+ovp+","",11,11,0.259613,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.689118,0.104366,0.879039,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.893280,1,"listing_title_lowercase_contains_bussword_transformed",0.138308,"listing_title_lowercase_contains_photo_transformed",0.084788,"_article_20_transformed",0.038723
10889,"APPLE IPOD MINI 20 GB NEU/OVP Orignal + Rechnung","",1,"apple ipod mini 20 gb neu/ovp orignal + rechnung","",10,10,-0.052943,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.476670,0.786185,0.627056,3,1,1,1,1,1,4,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.751516,1,"_article_20_transformed",0.046027,"listing_title_lowercase_contains_ovp_transformed",0.041556,"listing_title_lowercase_contains_new_transformed",0.030242
12074,"APPLE iPod 20 GB   4. Generation   OVP   RestGARANTIE","",0,"apple ipod 20 gb   4. generation   ovp   restgarantie","",11,11,-0.129138,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.689118,0.104593,0.541604,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.774504,1,"listing_title_lowercase_contains_warrenty_transformed",0.106084,"_article_20_transformed",0.044661,"listing_title_lowercase_contains_ovp_transformed",0.040323
12072,"Apple IPOD 20 GB MAC + PC 2 mal benutzt","",0,"apple ipod 20 gb mac + pc 2 mal benutzt","",11,12,-0.429253,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.582692,-0.622438,-0.084389,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.705706,1,"_article_20_transformed",0.049015,"gallery_fee_flag_transformed",0.032346,"is_before_weihnachten_transformed",0.031358
14923,"Apple iPod 20 GB 4 GEN +Fernbedienung SEHR GUT ERHALTEN","",0,"apple ipod 20 gb 4 gen +fernbedienung sehr gut erhalten","",2,2,-0.396598,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,1.077551,-0.770116,0.032680,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.892352,3,"listing_title_lowercase_contains_bussword_transformed",0.162284,"_article_20_transformed",0.099855,"ipix_featured_fee_flag_transformed",0.048147
12068,"Ipod 20 GB, FM-Transmitter, Hörspiele, Tasche,KFZ-Lader","",0,"ipod 20 gb, fm-transmitter, hörspiele, tasche,kfz-lader","",11,11,-0.396598,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.689118,-0.349801,0.032680,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.708778,1,"_article_20_transformed",0.048803,"listing_title_lowercase_contains_apple_transformed",0.042289,"is_before_weihnachten_transformed",0.031222
14921,"Apple iPod 20 GB 4. Gen. (Clickwheel), weiß, gebraucht","",0,"apple ipod 20 gb 4. gen. (clickwheel), weiß, gebraucht","",2,2,-0.126028,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,1.077551,-0.963233,0.545378,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.763455,3,"_article_20_transformed",0.116714,"_article_meta_classic_transformed",0.056256,"_article_4_transformed",0.047951
10881,"APPLE iPod 20 GB MAC+PC - WIE NEU !!!","",0,"apple ipod 20 gb mac+pc - wie neu !!!","",10,10,-0.444803,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.285103,-0.599718,-0.150887,3,1,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"F",0.747677,1,"_article_20_transformed",0.046264,"start_price_mean < real_transformed",0.037814,"listing_title_lowercase_contains_new_transformed",0.030397
14917,"Apple iPod 20 GB (4G) neuwertig","",0,"apple ipod 20 gb (4g) neuwertig","",2,2,-0.489898,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,0.971126,-1.031393,-0.411841,3,1,1,0,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.763130,3,"_article_20_transformed",0.116764,"_article_meta_classic_transformed",0.056280,"_article_4_transformed",0.047971
12067,"IPod Special Edition U2","",1,"ipod special edition u2","",11,11,-0.444803,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.646548,0.831625,-0.150887,3,1,0,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.762475,1,"bold_fee_flag_transformed",0.074419,"_article_20_transformed",0.045366,"ipix_featured_fee_flag_transformed",0.040636
14914,"ipod 20 Gb, Farbdisplay, unbenutzt,","",1,"ipod 20 gb, farbdisplay, unbenutzt,","",2,2,-0.517888,-1.031611,-0.120981,0.485277,-0.967837,-0.967837,0.967837,1.013696,0.536268,-0.679837,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,"F",1.113257,1,"listing_title_lowercase_contains_colordisplay_transformed",0.178972,"listing_start_date_month1_transformed",0.042921,"listing_start_date_month",0.042921
10878,"Neuer Apple I Pod 20 GB 5. Generation mit Clickwheel!!","!!!Apple Garantie bis September 2006!!!",1,"neuer apple i pod 20 gb 5. generation mit clickwheel!!","!!!apple garantie bis september 2006!!!",10,10,-0.534993,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.434099,1.109032,-0.954350,3,0,0,0,0,0,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,"F",1.188162,1,"listing_title_lowercase_contains_ipod_transformed",0.140426,"highlight_fee_flag_transformed",0.086504,"buy_it_now_mean < real_transformed",0.063593
12065,"Apple iPod der 4. Generation mit 20 GB","",0,"apple ipod der 4. generation mit 20 gb","",11,11,-0.500783,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.689118,-0.236430,-0.500544,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.700727,1,"_article_20_transformed",0.049364,"gallery_fee_flag_transformed",0.032575,"is_before_weihnachten_transformed",0.031581
14909,"APPLE iPod 20G 20GB Farbdisplay Fotos + Tasche B-Ware","",0,"apple ipod 20g 20gb farbdisplay fotos + tasche b-ware","",2,2,2.729075,-1.031611,-0.120981,0.485277,-0.946624,-0.946624,0.946624,0.949840,0.059154,2.513399,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"F",1.267604,1,"listing_title_lowercase_contains_colordisplay_transformed",0.157180,"feedback_score_at_listing_time_transformed",0.064237,"listing_title_lowercase_contains_photo_transformed",0.059750
12058,"Apple Ipod 4. Gen. 20 GB + Zubehör + Garantie","",0,"apple ipod 4. gen. 20 gb + zubehör + garantie","",11,11,-0.493008,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.689118,-0.053763,-0.435692,3,0,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,"F",0.861515,1,"listing_title_lowercase_contains_warrenty_transformed",0.095370,"is_buy_it_now_greater_transformed",0.069960,"buy_it_now_listed_flag_transformed",0.051435
12057,"iPod Photo 20GB Farbdisplay & Zubehör, Restgarantie,OVP","",1,"ipod photo 20gb farbdisplay & zubehör, restgarantie,ovp","",11,11,-0.384158,0.885634,-0.120981,0.485277,0.686759,0.686759,-0.686759,-0.689118,1.899451,0.071202,2,1,1,0,1,1,4,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,"F",1.165170,1,"listing_title_lowercase_contains_colordisplay_transformed",0.170998,"listing_title_lowercase_contains_warrenty_transformed",0.070516,"listing_title_lowercase_contains_photo_transformed",0.065003
10870,"Apple iPod MP3-Player 20 GB, 5 Gen. Farbdisplay, OVP","",1,"apple ipod mp3-player 20 gb, 5 gen. farbdisplay, ovp","",10,10,-0.060718,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.348959,0.445389,0.618947,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"F",0.938184,1,"listing_title_lowercase_contains_colordisplay_transformed",0.212370,"_article_20_transformed",0.036869,"listing_title_lowercase_contains_ovp_transformed",0.033288
12055,"Apple iPod 5. Gen., Farbdisplay, 21 Monante Garantie","",1,"apple ipod 5. gen., farbdisplay, 21 monante garantie","",11,12,-0.530328,0.885634,-0.120981,0.485277,0.623120,0.623120,-0.623120,-0.582692,0.558988,-0.864192,3,0,0,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,"F",1.141345,1,"listing_title_lowercase_contains_colordisplay_transformed",0.174568,"listing_title_lowercase_contains_warrenty_transformed",0.071988,"buy_it_now_mean < real_transformed",0.066202
14899,"Apple iPOD 20 GB 4. Generation","",0,"apple ipod 20 gb 4. generation","",2,2,-0.555208,-1.031611,-0.120981,0.485277,-0.946624,-0.946624,0.946624,0.992411,-0.429320,-1.832574,3,1,0,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.859083,3,"bold_fee_flag_transformed",0.105659,"_article_20_transformed",0.103722,"discret_feedback_score_transformed",0.067573
14892,"Apple Ipod photo, 20GB Festplatte, neuwertig+Zubehör","",0,"apple ipod photo, 20gb festplatte, neuwertig+zubehör","",2,2,-0.541213,-1.031611,-0.120981,0.485277,-0.946624,-0.946624,0.946624,1.056266,0.127313,-1.105278,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F",1.009863,1,"listing_title_lowercase_contains_photo_transformed",0.075000,"listing_start_date_month1_transformed",0.047316,"listing_start_date_month",0.047316
14891,"IPOD 20 GB Kaufdatum 11 2005","",0,"ipod 20 gb kaufdatum 11 2005","",2,2,-0.115143,-1.031611,-0.120981,0.485277,-0.946624,-0.946624,0.946624,0.949840,-0.236202,0.558379,3,0,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.794720,3,"_article_20_transformed",0.112122,"buy_it_now_listed_flag_transformed",0.069252,"_article_meta_classic_transformed",0.054043
10860,"Apple iPod Photo 20GB - nur 2 Wochen alt!","mit iTrip und Silikon skin ice",1,"apple ipod photo 20gb - nur 2 wochen alt!","mit itrip und silikon skin ice",10,10,-0.545878,0.672607,-0.120981,0.485277,1.386780,1.386780,-1.386780,-1.348959,0.584207,-1.256205,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.813811,1,"listing_title_lowercase_contains_photo_transformed",0.093067,"_article_20_transformed",0.042504,"ipix_featured_fee_flag_transformed",0.038073
14887,"Apple iPod MP3-Player 20 GB (4. Generation) weiß","",0,"apple ipod mp3-player 20 gb (4. generation) weiß","",2,2,-0.536548,-1.031611,-0.120981,0.485277,-0.946624,-0.946624,0.946624,0.992411,0.104593,-0.988209,3,0,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.783603,3,"_article_20_transformed",0.113713,"buy_it_now_listed_flag_transformed",0.070234,"_article_meta_classic_transformed",0.054810
