auct_id,listing_title,listing_subtitle,gms_greater_avg,listing_title_lowercase,listing_subtitle_lowercase,listing_start_date_year,listing_start_date_month,listing_end_date_year,listing_end_date_month,listing_start_date_year1_transformed,listing_durtn_days_transformed,feedback_score_at_listing_time_transformed,listing_start_date_month1_transformed,listing_start_date_day1_transformed,start_price_Mean_transformed,buy_it_now_price_Mean_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_days,listing_end_date_days,listing_start_date_day,listing_end_date_day,gms_transformed,discret_feedback_score_transformed,Umcodieren1_transformed,item_leaf_category_name_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,category_featured_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,schedule_fee_flag_transformed,border_fee_flag_transformed,category_avg_gms_transformed,item_leaf_category_name_article_category_transformed,_article_meta_mini_transformed,_article_meta_nano_transformed,_article_meta_classic_transformed,_article_40_transformed,_article_30_transformed,_article_20_transformed,_article_4_transformed,_article_2_transformed,item_leaf_category_name_color_category_Blau_flag_transformed,item_leaf_category_name_color_category_Gold_flag_transformed,item_leaf_category_name_color_category_Grün_flag_transformed,item_leaf_category_name_color_category_Pink_flag_transformed,item_leaf_category_name_color_category_Silber_flag_transformed,item_leaf_category_name_color_category_Sonsti_flag_transformed,listing_type_code_1_transformed,listing_type_code_2_transformed,listing_type_code_7_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_alt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_bag_transformed,buy_it_now_mean < real_transformed,is_buy_it_now_greater_transformed,start_price_mean < real_transformed,is_start_price_greater_transformed,is_before_weihnachten_transformed,is_after_weihnachten_2005_transformed
11821,"APPLE iPod 20GB 4G TOP + OVP MIT NEUESTER SOFTWARE","",0,"apple ipod 20gb 4g top + ovp mit neuester software","",2005,11,2005,11,2005,-0.973638,-0.209998,0.885634,0.217370,-0.120981,0.485277,0.792823,0.792823,-0.792823,-0.859400,0.217370,0.450552,0.059154,0.432524,"13","13",3,"0","1","1","0","1","0","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
11818,"Apple iPod - 4. Gen - mit allem Zubehör","",0,"apple ipod - 4. gen - mit allem zubehör","",2005,11,2005,11,2005,0.694503,-0.444803,0.885634,0.100771,-0.120981,0.485277,0.814035,0.814035,-0.814035,-0.774259,0.100771,0.934432,0.081874,-0.150887,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
10722,"APPLE IPOD MINI 20 GB NEU/OVP Orignal + Rechnung","",1,"apple ipod mini 20 gb neu/ovp orignal + rechnung","",2005,10,2005,10,2005,-1.307266,-0.052943,0.672607,0.217370,-0.120981,0.485277,1.450418,1.450418,-1.450418,-1.540525,0.217370,0.329582,1.129480,0.627056,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
14626,"Apple iPod 4G 20gig incl original verpackung+Kopfhörer","",0,"apple ipod 4g 20gig incl original verpackung+kopfhörer","",2006,1,2006,2,2006,0.694503,-0.542768,-1.244638,1.849758,-0.120981,0.485277,-0.798135,-0.798135,0.798135,0.843414,1.849758,-1.001086,-0.349801,-1.150927,"13","13",3,"0","1","1","1","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1"
14625,"Apple IPOD 20 GB 4. Gen. randvoll mit ~4000x Rockmusik","",0,"apple ipod 20 gb 4. gen. randvoll mit ~4000x rockmusik","",2006,1,2006,2,2006,0.694503,-0.192893,-1.244638,1.849758,-0.120981,0.485277,-0.798135,-0.798135,0.798135,0.843414,1.849758,-1.001086,0.000000,0.457565,"13","13",3,"0","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
11817,"iPod 20GB 4.Generation Top Zustand + Zubehör","",0,"ipod 20gb 4.generation top zustand + zubehör","",2005,11,2005,11,2005,0.694503,-0.443248,0.885634,0.567167,-0.120981,0.485277,0.729184,0.729184,-0.729184,-0.689118,0.567167,1.418311,-0.366159,-0.143845,"13","13",3,"1","1","1","0","1","0","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1"
11814,"iPod 20GB nagelneu und originalverpackt","",1,"ipod 20gb nagelneu und originalverpackt","",2005,11,2005,11,2005,0.694503,-0.208443,0.885634,0.100771,-0.120981,0.485277,0.814035,0.814035,-0.814035,-0.774259,0.100771,0.934432,1.036329,0.434850,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","0","1"
10719,"iPod 20GB FOTO mit Farbdisplay wie NEU + Garantie!!! 20","!inkl. KFZ Ladegerät, DisplaySchutzFolie & IKEA Tasche!",1,"ipod 20gb foto mit farbdisplay wie neu + garantie!!! 20","!inkl. kfz ladegerät, displayschutzfolie & ikea tasche!",2005,10,2005,10,2005,0.027247,-0.315738,0.672607,0.333969,-0.120981,0.485277,1.429206,1.429206,-1.429206,-1.434099,0.333969,0.934432,0.252726,0.243732,"13","13",3,"0","1","1","1","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1"
11813,"Apple Ipod Photo 20GB mit Farbdisplay wie NEU!!!","",1,"apple ipod photo 20gb mit farbdisplay wie neu!!!","",2005,11,2005,11,2005,0.027247,-0.520998,0.885634,0.100771,-0.120981,0.485277,0.814035,0.814035,-0.814035,-0.816829,0.100771,0.692492,0.840712,-0.720213,"13","13",3,"0","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1"
14614,"iPod FOTO Photo 20 GB Speicher mit Garantie","Fotos anschauen, spielen, Kalenderfunktion, OutlookSync",0,"ipod foto photo 20 gb speicher mit garantie","fotos anschauen, spielen, kalenderfunktion, outlooksync",2006,2,2006,2,2006,1.695387,-0.174233,-1.031611,-1.531617,-0.120981,0.485277,-0.840560,-0.840560,0.840560,0.949840,-1.531617,-0.396237,0.059608,0.483586,"13","13",3,"1","1","1","0","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
11800,"iPod Photo 20 GB mit Farbdiplay und Zubehör 20GB","neuwertig",1,"ipod photo 20 gb mit farbdiplay und zubehör 20gb","neuwertig",2005,11,2005,11,2005,-0.640009,-0.455688,0.885634,0.217370,-0.120981,0.485277,0.792823,0.792823,-0.792823,-0.838114,0.217370,0.571522,1.694974,-0.203021,"13","13",3,"1","1","1","1","1","0","0","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1"
14608,"APPLE iPod 20G 20GB Farbdisplay Fotos + Tasche B-Ware","",1,"apple ipod 20g 20gb farbdisplay fotos + tasche b-ware","",2006,1,2006,2,2006,0.027247,2.729075,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.779559,1.733159,-1.363996,0.558988,2.507313,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1"
11793,"Apple iPod Photo / 5 Gereration / 20GB 10Mon.Gravis Gar","",1,"apple ipod photo / 5 gereration / 20gb 10mon.gravis gar","",2005,11,2005,11,2005,-1.307266,-0.192893,0.885634,-0.015828,-0.120981,0.485277,0.835248,0.835248,-0.835248,-0.923255,-0.015828,0.087643,1.445057,0.457565,"13","13",3,"0","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1"
14604,"Apple ipod 20GB PHOTO Foto *mit Garantie* i-pod","",1,"apple ipod 20gb photo foto *mit garantie* i-pod","",2006,1,2006,1,2006,-1.307266,0.125882,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.694418,1.733159,1.902190,0.513548,0.785573,"13","13",2,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
14602,"APPLE iPod Special Edition U2","",1,"apple ipod special edition u2","",2006,1,2006,2,2006,0.694503,-0.278418,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.822129,1.733159,-1.122056,1.181281,0.318362,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
11790,"Apple IPOD MP3 Player 20GB mit FIREWARE Kabel","",0,"apple ipod mp3 player 20gb mit fireware kabel","",2005,11,2005,11,2005,0.027247,-0.559873,0.885634,-0.015828,-0.120981,0.485277,0.835248,0.835248,-0.835248,-0.838114,-0.015828,0.571522,-1.417628,0.000000,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
14600,"Apple iPod 20 GB Farbdisplay+Garantie","",1,"apple ipod 20 gb farbdisplay+garantie","",2006,1,2006,2,2006,0.027247,-0.538103,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.779559,1.733159,-1.363996,0.662590,-1.024405,"13","13",3,"1","0","1","1","1","0","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
14599,"Apple-ipod-i-pod-20GB-20-GB-4TE-4-4-Generation","",1,"apple-ipod-i-pod-20gb-20-gb-4te-4-4-generation","",2006,1,2006,1,2006,-1.307266,-0.517888,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.694418,1.733159,1.902190,0.536268,-0.679837,"13","13",3,"0","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1"
11785,"Apple iPod 20 GB, 4. Generation, OVP mit Zubehör","",1,"apple ipod 20 gb, 4. generation, ovp mit zubehör","",2005,11,2005,11,2005,1.695387,-0.514778,0.885634,-0.015828,-0.120981,0.485277,0.835248,0.835248,-0.835248,-0.731689,-0.015828,1.176371,0.786412,-0.642347,"13","13",3,"1","1","1","1","1","0","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
10706,"Apple iPod 20 GB 4. Generation 4G","",0,"apple ipod 20 gb 4. generation 4g","",2005,10,2005,10,2005,0.027247,-0.555208,0.672607,0.217370,-0.120981,0.485277,1.450418,1.450418,-1.450418,-1.455385,0.217370,0.813462,-0.493162,-1.832574,"13","13",3,"1","0","1","1","1","1","0","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
14592,"Apple I Pod (software spinnt)","",0,"apple i pod (software spinnt)","",2006,1,2006,2,2006,0.027247,-0.559873,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.779559,1.733159,-1.363996,-2.167379,0.000000,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
10705,"NEUER IPOD,BEREITS MIT SONGS..EINFACH GENIAL","KEINE KRATZER....TOP ANGEBOT",1,"neuer ipod,bereits mit songs..einfach genial","keine kratzer....top angebot",2005,10,2005,10,2005,-0.640009,-0.502338,0.672607,0.217370,-0.120981,0.485277,1.450418,1.450418,-1.450418,-1.497955,0.217370,0.571522,1.354178,-0.514535,"13","13",3,"0","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1"
14590,"-=Apple ipod 4. Generation 20GB=-=externe Festplatte=-","",0,"-=apple ipod 4. generation 20gb=-=externe festplatte=-","",2006,1,2006,2,2006,-0.640009,-0.545878,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.736989,1.733159,-1.605935,0.127313,-1.256205,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
14589,"Apple iPod 20GB Farbdisplay OVP, viel Zubehör, Rechnung","",1,"apple ipod 20gb farbdisplay ovp, viel zubehör, rechnung","",2006,1,2006,2,2006,0.027247,-0.393488,-1.244638,1.733159,-0.120981,0.485277,-0.776922,-0.776922,0.776922,0.779559,1.733159,-1.363996,1.180145,0.042579,"13","13",3,"0","1","1","0","1","0","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1"
812,"Apple iPod 20 GB 4.Genera. Color OVP & Garantie","",1,"apple ipod 20 gb 4.genera. color ovp & garantie","",2005,10,2005,10,2005,0.694503,-0.483678,0.672607,0.333969,-0.120981,0.485277,1.429206,1.429206,-1.429206,-1.391529,0.333969,1.176371,0.558988,-0.367164,"13","13",3,"0","1","1","1","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1"
11780,"Apple iPod 20GB, Farbdisplay, 1 Monat alt","",1,"apple ipod 20gb, farbdisplay, 1 monat alt","",2005,11,2005,11,2005,0.027247,-0.374828,0.885634,-0.015828,-0.120981,0.485277,0.835248,0.835248,-0.835248,-0.838114,-0.015828,0.571522,0.581480,0.098345,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1"
10696,"ipod photo 20 GB 5.G 08/ Orig.Verp./Garantie","iPod Photo,20GB,Farbdisplay,Rechnung17.Aug05,Garantie,",1,"ipod photo 20 gb 5.g 08/ orig.verp./garantie","ipod photo,20gb,farbdisplay,rechnung17.aug05,garantie,",2005,10,2005,10,2005,0.694503,-0.471238,0.672607,0.217370,-0.120981,0.485277,1.450418,1.450418,-1.450418,-1.412814,0.217370,1.055401,0.763465,-0.287823,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1"
11775,"Apple IPOD MP3 Player 20GB mit USB Kabel sonst nackt","",0,"apple ipod mp3 player 20gb mit usb kabel sonst nackt","",2005,11,2005,11,2005,1.028131,2.729075,0.885634,-0.015828,-0.120981,0.485277,0.835248,0.835248,-0.835248,-0.774259,-0.015828,0.934432,-0.622438,2.618332,"13","13",2,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1"
10694,"iPod 20 GB Neu + 1 Jahr Garantie OVP / 20GB","inkl. Ohrhhörer und Tasche mit Gürtelclip",0,"ipod 20 gb neu + 1 jahr garantie ovp / 20gb","inkl. ohrhhörer und tasche mit gürtelclip",2005,10,2005,10,2005,0.694503,-0.395043,0.672607,0.217370,-0.120981,0.485277,1.450418,1.450418,-1.450418,-1.412814,0.217370,1.055401,0.056882,0.037653,"13","13",2,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1"
10692,"Apple iPod 20 GB 3. Generation Fernbedienung und Tasche","",0,"apple ipod 20 gb 3. generation fernbedienung und tasche","",2005,10,2005,10,2005,0.694503,-0.136913,0.672607,0.217370,-0.120981,0.485277,1.450418,1.450418,-1.450418,-1.412814,0.217370,1.055401,-0.690597,0.532048,"13","13",3,"1","0","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1"
14567,"Apple ipod 20GB PHOTO Foto mp3-Player *Garantie* i-pod","",0,"apple ipod 20gb photo foto mp3-player *garantie* i-pod","",2006,1,2006,1,2006,-0.973638,-0.384158,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.694418,1.616560,1.902190,0.000000,0.071202,"13","13",3,"0","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1"
14564,"Apple Ipod Photo 20 GB Farbdisplay + mit Garantie +","mit zweitem Paar Ohrhörer",1,"apple ipod photo 20 gb farbdisplay + mit garantie +","mit zweitem paar ohrhörer",2006,1,2006,2,2006,0.027247,-0.143133,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.758274,1.616560,-1.484965,1.081542,0.524275,"13","13",3,"1","1","1","1","1","1","0","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
11771,"Nigelnagelneuer eingeschweißter iPod mit 20 GB !!!","",1,"nigelnagelneuer eingeschweißter ipod mit 20 gb !!!","",2005,11,2005,11,2005,0.694503,-0.497673,0.885634,-0.015828,-0.120981,0.485277,0.835248,0.835248,-0.835248,-0.795544,-0.015828,0.813462,0.672587,-0.473634,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1"
14561,"APPLE iPod 20 GB 4.Generation","",0,"apple ipod 20 gb 4.generation","",2006,1,2006,2,2006,0.694503,-0.507003,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.800844,1.616560,-1.243026,-0.297546,-0.558896,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
14558,"IPOD U2-SPECIAL EDITION- - -GARANTIE- - -","",0,"ipod u2-special edition- - -garantie- - -","",2006,1,2006,2,2006,0.694503,-0.421478,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.800844,1.616560,-1.243026,-0.349801,-0.054055,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
14555,"Apple iPod 20GB 4. Gen., weiß, unbenutzt inkl. Garantie","",0,"apple ipod 20gb 4. gen., weiß, unbenutzt inkl. garantie","",2006,1,2006,2,2006,0.694503,0.116552,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.800844,1.616560,-1.243026,0.150033,0.778386,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
14554,"Apple iPod 20GB 4.Generation Guter Zustand","",0,"apple ipod 20gb 4.generation guter zustand","",2006,1,2006,1,2006,-1.307266,-0.412148,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.673133,1.616560,1.781221,-0.122604,-0.019827,"13","13",3,"1","1","1","1","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
14553,"iPod 20GB nagelneu original verpackt & eingeschweißt 4G","VERSANDKOSTENFREI als versichertes Paket",1,"ipod 20gb nagelneu original verpackt & eingeschweißt 4g","versandkostenfrei als versichertes paket",2006,1,2006,2,2006,0.694503,-0.503893,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.800844,1.616560,-1.243026,0.457885,-0.528909,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1"
14552,"Apple iPod 3. Generation 15 GB guter Zustand","",0,"apple ipod 3. generation 15 gb guter zustand","",2006,1,2006,1,2006,-1.640894,-0.460353,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.651848,1.616560,1.660251,-1.440348,-0.227054,"13","13",3,"0","0","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
14551,"neuwertiger iPod 20GB (3. Generation) mit Restgarantie","",0,"neuwertiger ipod 20gb (3. generation) mit restgarantie","",2006,1,2006,2,2006,1.695387,-0.553653,-1.244638,1.616560,-0.120981,0.485277,-0.755709,-0.755709,0.755709,0.864700,1.616560,-0.880116,-0.431819,-1.681646,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
10690,"Ipod 20 GB, ITrip, I Pod mit I Trip, Makelloser Zustand","",1,"ipod 20 gb, itrip, i pod mit i trip, makelloser zustand","",2005,10,2005,10,2005,1.695387,-0.534993,0.672607,0.100771,-0.120981,0.485277,1.471631,1.471631,-1.471631,-1.370244,0.100771,1.297341,1.240580,-0.954350,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1"
10688,"Apple iPod U2 Special Edition 20GB mit Farbdisplay-NEU!","",1,"apple ipod u2 special edition 20gb mit farbdisplay-neu!","",2005,10,2005,10,2005,0.027247,0.693458,0.672607,0.100771,-0.120981,0.485277,1.471631,1.471631,-1.471631,-1.476670,0.100771,0.692492,2.575546,1.101947,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
10687,"Apple iPod Photo 20GB - NEUWARE (Verschweisst)!!!!!!!!!","",1,"apple ipod photo 20gb - neuware (verschweisst)!!!!!!!!!","",2005,10,2005,10,2005,0.027247,0.693458,0.672607,0.100771,-0.120981,0.485277,1.471631,1.471631,-1.471631,-1.476670,0.100771,0.692492,1.081542,1.101947,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
