auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg,listing_start_date_date,listing_start_date_in_weeks,listing_start_date_month,listing_start_date_day,listing_start_date_year,item_leaf_category_name_article_category,item_leaf_category_name_color_category,_article_meta_mini,_article_meta_nano,_article_meta_classic,_article_40,_article_30,_article_20,_article_4,_article_2,item_leaf_category_name_color_category_Blau_flag,item_leaf_category_name_color_category_Gold_flag,item_leaf_category_name_color_category_Grün_flag,item_leaf_category_name_color_category_Pink_flag,item_leaf_category_name_color_category_Silber_flag,item_leaf_category_name_color_category_Sonsti_flag,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag,Partition
11678,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","ipod photo 30GB Garantie+Rechnung","",7,1,55,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,246.510000,263.459000,0,2005-11-13,5523.857143,11,13,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","1_Training"
13237,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Photo 30GB mit Apple Care Protection Plan","einschl. Marware Sportcase",3,1,8,1.000000,0.000000,"N","N","N","Y","N","Y","N","N","N",1,251.000000,263.459000,0,2005-12-18,5528.857143,12,18,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
10137,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Photo 30GB mit Sportcase","",1,1,93,1.000000,260.000000,"Y","N","N","Y","N","N","N","N","N",1,260.000000,263.459000,0,2005-09-30,5517.571429,9,30,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
14872,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Photo 30GB mit zubehör+OVP","",7,1,116,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,200.000000,263.459000,0,2006-02-06,5536.000000,2,6,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
13022,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod photo 30GB WEIHNACHTSBundle 5.Gen+ Zubehör OVP","Inkl. Silicon hülle, Sennheiser PX 200, PC-Game(Shrek2)",3,1,128,1.000000,320.000000,"Y","N","N","N","N","Y","N","Y","N",1,246.000000,263.459000,0,2005-12-14,5528.285714,12,14,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
12905,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Photo 30GB white NEU & OVP !!!","7500 Songs aufspielbar, 30GB, extrem flach",0,9,210,190.000000,0.000000,"N","Y","N","Y","N","N","N","N","N",1,190.000000,263.459000,0,2005-12-11,5527.857143,12,11,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","W","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
10584,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Photo mit 30GB und Zubehör","",7,1,183,1.000000,250.000000,"Y","N","N","N","N","N","N","N","N",1,221.000000,263.459000,0,2005-10-15,5519.714286,10,15,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
15797,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","IPOD schwarz 30GB von APPLE","",3,1,2,190.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,251.000000,263.459000,0,2006-03-13,5541.000000,3,13,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
14762,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video (5G) 30 GB in weiss / white + Garantie","",0,1,91,1.000000,250.000000,"Y","N","N","Y","N","N","N","N","N",1,250.000000,263.459000,0,2006-02-03,5535.571429,2,3,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","1_Training"
11429,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod VIDEO 30 GB (schwarz) NEU & OVP","noch orginalverschweißt !",3,1,69,1.000000,0.000000,"N","Y","N","Y","N","N","N","N","N",1,300.000000,263.459000,1,2005-11-05,5522.714286,11,5,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
14688,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB *Neu* OVP* 12 Monate Garantie*UVP 319ÿ","",3,1,157,1.990000,0.000000,"N","Y","N","Y","N","N","N","Y","N",1,276.750000,263.459000,1,2006-02-02,5535.428571,2,2,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","1_Training"
12773,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","IPod Video 30 GB 5 Generation","",0,1,49,270.000000,271.000000,"Y","N","N","N","N","N","N","N","N",1,271.000000,263.459000,1,2005-12-09,5527.571429,12,9,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
11897,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB 6. G schwarz NEU! VERSANDKOSTENFREI !!","",3,1,272,1.000000,299.000000,"Y","Y","N","Y","N","N","N","Y","Y",1,300.630000,263.459000,1,2005-11-19,5524.714286,11,19,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
15560,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB inkl. Netzladegerät (schwarz)","fast wie neu incl. verbackung und sämtlichen zubehör",5,1,0,1.000000,0.000000,"N","Y","N","N","Y","N","Y","N","Y",1,351.000000,263.459000,1,2006-03-02,5539.428571,3,2,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
15444,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30 GB Neu + OVP","",3,1,77,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,276.000000,263.459000,1,2006-02-25,5538.714286,2,25,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12110,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","IPOD VIDEO 30 GB schwarz -  NEU und UNGEÖFFNET - 30GB","Deutsche Version - Aktuellstes Modell der 5. Generation",3,1,64,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,294.250000,263.459000,1,2005-11-24,5525.428571,11,24,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13254,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB schwarz 5G - Lieferung bis Weihnachten","",3,9,423,285.000000,0.000000,"N","N","N","N","N","Y","N","N","N",1,285.000000,263.459000,1,2005-12-18,5528.857143,12,18,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13996,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB schwarz 5G NEU OVP Garantie 30GB","",3,1,59,1.990000,323.000000,"Y","N","N","N","N","N","N","N","N",1,290.990000,263.459000,1,2006-01-12,5532.428571,1,12,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","1_Training"
12892,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB schwarz 5G neue Gen. NEU OVP Garantie","Apple iPod Video 30 GB black neueste Generation 5G",7,1,57,1.000000,0.000000,"N","Y","N","Y","N","Y","Y","N","N",1,300.000000,263.459000,1,2005-12-11,5527.857143,12,11,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","W","W","W","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","1_Training"
13313,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","ipod video 30 GB schwarz black NEU in ungeöffneter OVP","",1,1,162,1.000000,0.000000,"N","N","N","Y","N","N","N","Y","N",1,284.000000,263.459000,1,2005-12-21,5529.285714,12,21,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13919,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30 GB Super Ding Weiß Weiss","",5,1,70,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,273.000000,263.459000,1,2006-01-10,5532.142857,1,10,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12959,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","ipod video 30 GB weiss NEU in ungeöffneter OVP","",3,1,156,1.000000,0.000000,"N","N","N","Y","N","N","N","Y","N",1,273.000000,263.459000,1,2005-12-13,5528.142857,12,13,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13103,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30 GB White","",0,9,155,275.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,275.000000,263.459000,1,2005-12-15,5528.428571,12,15,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
15155,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30 GB, orig.  Ladegerät und Camera Connector","",3,1,284,3.500000,330.000000,"Y","N","N","N","N","Y","N","Y","N",1,334.000000,263.459000,1,2006-02-14,5537.142857,2,14,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
14876,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30GB (5G) - Neu - noch eingeschweißt - weiß","",7,1,101,111.000000,280.000000,"Y","N","N","Y","N","N","N","Y","N",1,278.010000,263.459000,1,2006-02-06,5536.000000,2,6,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
15438,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30GB *Black* mit 24 Monate Garantie","",7,1,128,1.000000,249.000000,"Y","N","N","N","N","N","N","N","N",1,279.550000,263.459000,1,2006-02-25,5538.714286,2,25,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","1_Training"
14429,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30GB Black","",1,9,135,293.000000,0.000000,"N","N","N","N","N","Y","N","N","N",1,293.000000,263.459000,1,2006-01-25,5534.285714,1,25,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13515,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30GB Black Edition","",1,1,525,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,288.010000,263.459000,1,2005-12-29,5530.428571,12,29,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
15474,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30GB in Schwarz","",1,1,146,250.000000,290.000000,"Y","Y","N","Y","N","N","Y","N","Y",1,290.000000,263.459000,1,2006-02-26,5538.857143,2,26,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
14643,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30Gb schwarz","",5,1,65,1.000000,0.000000,"N","N","N","Y","N","N","Y","N","N",1,296.000000,263.459000,1,2006-01-31,5535.142857,1,31,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
14862,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 30GB Weiß","",7,1,53,1.000000,270.000000,"Y","N","N","N","N","N","N","Y","N",1,263.000000,263.459000,0,2006-02-06,5536.000000,2,6,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12721,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod VIDEO 30GB WEISS 5.G. NEU!!!!!","",7,1,68,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,280.700000,263.459000,1,2005-12-07,5527.285714,12,7,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
15310,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video 30gb weiß neu noch eingeschweißt","",1,1,479,249.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,263.000000,263.459000,0,2006-02-19,5537.857143,2,19,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12985,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPOD VIDEO 30GB weiss; NEU und OVP","",7,1,23,250.000000,0.000000,"N","Y","N","Y","N","N","N","N","N",1,276.000000,263.459000,1,2005-12-13,5528.142857,12,13,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13498,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPOD Video 30GB_weiss  (NEU und OVP)","",7,1,24,1.000000,0.000000,"N","Y","N","Y","N","N","N","N","Y",1,286.000000,263.459000,1,2005-12-28,5530.285714,12,28,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13736,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod video 5.generation wie neu +original zubehör +Gara","",5,1,23,200.000000,0.000000,"N","N","N","Y","N","Y","N","N","N",1,302.550000,263.459000,1,2006-01-05,5531.428571,1,5,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","1_Training"
12903,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video 5G, 30 GB, schwarz, US-Modell, Garantie!","Super-Gelegenheit!",7,1,40,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,279.900000,263.459000,1,2005-12-11,5527.857143,12,11,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","1_Training"
14967,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","IPOD Video in schwarz 30GB mit OVP und kompletten Zubeh","",7,1,544,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,232.000000,263.459000,0,2006-02-09,5536.428571,2,9,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
13858,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod Video M3-Player 30 GB NEU OVP","",5,1,250,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,290.000000,263.459000,1,2006-01-09,5532.000000,1,9,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
11791,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","ipod video, 30GB, schwarz, neu","",1,1,129,179.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,298.000000,263.459000,1,2005-11-15,5524.142857,11,15,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12029,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","ipod video, 30GB, weiss, neu","",1,1,130,179.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,266.990000,263.459000,1,2005-11-21,5525.000000,11,21,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12030,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Ipod Video, 5 G, 30 GB, Apple, Weiß, Farbdisplay, OVP","18.10.2005 im Apple-Store gekauft!! + Poweradapter",7,1,119,1.000000,0.000000,"N","Y","N","N","N","Y","N","N","N",1,279.000000,263.459000,1,2005-11-21,5525.000000,11,21,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","1_Training"
13472,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","ipod viedeo 30gb","",3,1,29,1.000000,0.000000,"N","N","N","Y","N","Y","Y","N","Y",1,261.000000,263.459000,0,2005-12-28,5530.285714,12,28,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
10406,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","IPod, 3.Gen., 30 GB   Defekt! 4000 mp3 - Songs","",10,1,390,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,128.000000,263.459000,0,2005-10-11,5519.142857,10,11,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","1_Training"
13561,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","iPod, Apple, 30GB, neu, schwarz","",7,1,16,250.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,282.000000,263.459000,1,2005-12-31,5530.714286,12,31,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
11868,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Nagelneuer Apple iPod Photo 30 GB Topangebot","",0,9,24534,279.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,279.000000,263.459000,1,2005-11-18,5524.571429,11,18,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","1_Training"
15261,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","NEU*** iPod 30GB weiss ***NEU","",5,1,15,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,266.020000,263.459000,1,2006-02-18,5537.714286,2,18,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
14060,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","NEU+++ipod+++ Apple I Pod 30 GB weiss+++ipod+++NEU","",7,1,37,1.000000,0.000000,"N","N","N","Y","N","Y","N","Y","N",1,287.890000,263.459000,1,2006-01-15,5532.857143,1,15,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
15400,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Neuer iPod Video ~30 GB ~Schwarz","",7,1,56,1.000000,0.000000,"N","Y","N","Y","N","N","N","N","N",1,251.300000,263.459000,0,2006-02-23,5538.428571,2,23,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
14461,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Neuer iPod Video 30GB schwarz","",0,9,143,265.000000,0.000000,"N","Y","N","N","N","N","N","N","N",1,265.000000,263.459000,1,2006-01-26,5534.428571,1,26,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
12191,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Neuer Weißer 30GB Ipod Video","",1,1,34,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,241.000000,263.459000,0,2005-11-26,5525.714286,11,26,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","1_Training"
10500,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Original iPod 30 GB von Apple","Das Originale Kultobjekt mit FARBDISPLAY (iPod Photo)",3,1,44,200.000000,299.000000,"Y","Y","N","Y","N","N","Y","N","Y",1,221.000000,263.459000,0,2005-10-13,5519.428571,10,13,2005,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","1_Training"
14180,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","Schöner  iPod 30 GB Weiß mit Ledertasche, Apple,","",5,1,22,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,262.500000,263.459000,0,2006-01-20,5533.571429,1,20,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","1_Training"
14839,"Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB","TOP - Apple iPod 30 GB Video NEU - OVP - TOP","",7,1,37,1.000000,300.000000,"Y","N","N","N","N","N","N","N","N",1,263.000000,263.459000,0,2006-02-05,5535.857143,2,5,2006,"30 GB",,"F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","1_Training"
9341,"Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB"," iPod  40 GB","",3,1,156,1.000000,0.000000,"N","N","N","N","N","Y","N","N","N",1,126.550000,221.153000,0,2006-03-05,5539.857143,3,5,2006,"40 GB",,"F","F","W","W","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
8227,"Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB"," iPod 40 GB, 3. Gen, OVP, orig. Software (i Pod 40GB)","",3,1,0,1.000000,0.000000,"N","Y","N","Y","N","Y","N","N","N",1,171.000000,221.153000,0,2006-02-16,5537.428571,2,16,2006,"40 GB",,"F","F","W","W","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
4164,"Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB","!! TOP Apple iPod 40 GB Photo OVP+ iSkin Evo², wie NEU!","",5,1,120,1.000000,0.000000,"N","N","N","Y","N","N","N","Y","N",1,247.000000,221.153000,1,2005-12-15,5528.428571,12,15,2005,"40 GB",,"F","F","W","W","F","F","W","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","1_Training"
