auct_id,listing_title,listing_subtitle,gms_greater_avg,listing_title_lowercase,listing_subtitle_lowercase,listing_start_date_month,listing_end_date_month,feedback_score_at_listing_time_transformed,listing_start_date_month1_transformed,start_price_Mean_transformed,buy_it_now_price_Mean_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_days,listing_end_date_days,gms_transformed,discret_feedback_score_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,gallery_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,item_leaf_category_name_article_category_transformed,_article_meta_mini_transformed,_article_meta_classic_transformed,_article_30_transformed,_article_20_transformed,_article_4_transformed,listing_type_code_1_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,buy_it_now_mean < real_transformed,is_buy_it_now_greater_transformed,start_price_mean < real_transformed,is_start_price_greater_transformed,is_before_weihnachten_transformed,is_after_weihnachten_2005_transformed,$O-Anomaly,$O-AnomalyIndex,$O-PeerGroup,$O-Field-1,$O-FieldImpact-1,$O-Field-2,$O-FieldImpact-2,$O-Field-3,$O-FieldImpact-3,Partition
10744,"iPod Mini blau 6GB","",0,"ipod mini blau 6gb","",10,10,-0.421478,0.672607,-0.722388,-0.045908,1.429206,1.429206,-1.429206,-1.434099,-0.131692,-0.054055,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.814273,1,"_article_meta_mini_transformed",0.052219,"item_leaf_category_name_article_category_transformed",0.048830,"listing_title_lowercase_contains_apple_transformed",0.036811,"1_Training"
14653,"Ipod mini 6 GB und gut erhalten","",0,"ipod mini 6 gb und gut erhalten","",1,2,-0.314183,-1.244638,-0.722388,-0.045908,-0.798135,-0.798135,0.798135,0.907270,-0.349801,0.247063,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.849006,3,"listing_title_lowercase_contains_bussword_transformed",0.170569,"item_leaf_category_name_article_category_transformed",0.065562,"_article_meta_mini_transformed",0.046512,"1_Training"
14638,"Apple iPod mini MP3 6GB green / grün NEUWERTIG OVP","",1,"apple ipod mini mp3 6gb green / grün neuwertig ovp","",1,2,-0.539658,-1.244638,-0.722388,-0.045908,-0.798135,-0.798135,0.798135,0.800844,0.104366,-1.063285,3,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.347913,2,"discret_feedback_score_transformed",0.250174,"feedback_score_at_listing_time_transformed",0.145293,"_article_meta_mini_transformed",0.143497,"1_Training"
14636," Apple i-Pod mini mit 6GB Datenspeicher!","",1," apple i-pod mini mit 6gb datenspeicher!","",1,2,-0.244208,-1.244638,-0.722388,-0.045908,-0.798135,-0.798135,0.798135,0.800844,0.115953,0.378542,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"F",0.843529,3,"listing_title_lowercase_contains_ipod_transformed",0.172686,"item_leaf_category_name_article_category_transformed",0.065988,"_article_meta_mini_transformed",0.046814,"1_Training"
10726,"Apple iPod mini","",0,"apple ipod mini","",10,10,-0.542768,0.672607,-0.722388,-0.045908,1.450418,1.450418,-1.450418,-1.412814,-0.077164,-1.150927,3,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.840609,1,"buy_it_now_listed_flag_transformed",0.052714,"_article_meta_mini_transformed",0.050583,"item_leaf_category_name_article_category_transformed",0.047301,"1_Training"
10721,"APPLE iPod nano 2GB DE","",0,"apple ipod nano 2gb de","",10,10,0.668578,0.672607,-0.722388,-0.045908,1.450418,1.450418,-1.450418,-1.348959,-0.508839,1.091428,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.812595,1,"_article_meta_mini_transformed",0.052327,"item_leaf_category_name_article_category_transformed",0.048931,"_article_meta_classic_transformed",0.029585,"1_Training"
10720,"Apple iPod mini 6GB blue Top","",0,"apple ipod mini 6gb blue top","",10,10,0.293823,0.672607,-0.722388,-0.045908,1.450418,1.450418,-1.450418,-1.561810,-0.849635,0.900496,3,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"F",0.969666,1,"listing_title_lowercase_contains_bussword_transformed",0.127413,"buy_it_now_listed_flag_transformed",0.045698,"_article_meta_mini_transformed",0.043851,"1_Training"
12329,"I Pod mini 6 GB","",0,"i pod mini 6 gb","",11,12,-0.548988,0.885634,-0.722388,-0.045908,0.538269,0.538269,-0.538269,-0.497552,-0.531332,-1.388053,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,"F",0.954859,1,"listing_title_lowercase_contains_ipod_transformed",0.174737,"_article_meta_mini_transformed",0.044531,"item_leaf_category_name_article_category_transformed",0.041641,"1_Training"
14601,"!!!Apple iPod Mini 6 GB, wie neu, mit vollem Zubehör!!!","",0,"!!!apple ipod mini 6 gb, wie neu, mit vollem zubehör!!!","",1,2,-0.524108,-1.244638,-0.722388,-0.045908,-0.776922,-0.776922,0.776922,0.822129,-0.122604,-0.763958,3,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.799798,3,"bold_fee_flag_transformed",0.113491,"item_leaf_category_name_article_category_transformed",0.069596,"_article_meta_mini_transformed",0.049373,"1_Training"
10711,"Apple - ipod Mini 6GB Grün  ink. OVP","+ Zubehör:  orginal Nettteil + Brand Neu",0,"apple - ipod mini 6gb grün  ink. ovp","+ zubehör:  orginal nettteil + brand neu",10,10,-0.419923,0.672607,-0.722388,-0.045908,1.450418,1.450418,-1.450418,-1.412814,-0.417960,-0.048193,3,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",1.020099,1,"listing_subtitle_lowercase_contains_new_transformed",0.196781,"_article_meta_mini_transformed",0.041683,"item_leaf_category_name_article_category_transformed",0.038978,"1_Training"
14574,"Apple Ipod Mini 6GB silber-OVP+Garantie+Zubehör !!TOP!!","",1,"apple ipod mini 6gb silber-ovp+garantie+zubehör !!top!!","",1,2,-0.458798,-1.244638,-0.722388,-0.045908,-0.755709,-0.755709,0.755709,0.800844,0.331791,-0.218920,3,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,"F",1.275594,3,"listing_title_lowercase_contains_warrenty_transformed",0.113577,"listing_title_lowercase_contains_bussword_transformed",0.113527,"buy_it_now_mean < real_transformed",0.093855,"1_Training"
14525,"APPLE iPod mini 6GB GREEN MP3 WAV NEU+OVP","",1,"apple ipod mini 6gb green mp3 wav neu+ovp","",1,2,2.729075,-1.244638,-0.722388,-0.045908,-0.734497,-0.734497,0.734497,0.779559,1.857420,2.283460,3,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.099159,2,"_article_meta_mini_transformed",0.175972,"gms_transformed",0.124695,"listing_title_lowercase_contains_black_transformed",0.102004,"1_Training"
14517,"iPod Mini 6 GB in Blau+Zubehör","",0,"ipod mini 6 gb in blau+zubehör","",1,1,-0.517888,-1.244638,-0.722388,-0.045908,-0.734497,-0.734497,0.734497,0.651848,-1.031393,-0.679837,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.737201,3,"item_leaf_category_name_article_category_transformed",0.075505,"_article_meta_mini_transformed",0.053566,"_article_4_transformed",0.049659,"1_Training"
10669,"ipod mini 6gb","",0,"ipod mini 6gb","",10,10,-0.415258,0.672607,-0.722388,-0.045908,1.471631,1.471631,-1.471631,-1.434099,-0.549962,-0.030990,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.823427,1,"_article_meta_mini_transformed",0.051639,"item_leaf_category_name_article_category_transformed",0.048288,"listing_title_lowercase_contains_apple_transformed",0.036401,"1_Training"
14494,"APPLE iPod mini 6GB PINK MP3 WAV NEU+OVP","",1,"apple ipod mini 6gb pink mp3 wav neu+ovp","",1,2,2.729075,-1.244638,-0.722388,-0.045908,-0.713284,-0.713284,0.713284,0.715703,0.670315,2.282433,3,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.007782,2,"_article_meta_mini_transformed",0.191928,"listing_title_lowercase_contains_black_transformed",0.111252,"gallery_fee_flag_transformed",0.103273,"1_Training"
12779,"Apple iPod mini, 6GB, silber - NEU & OVP - ab 1ÿ","",1,"apple ipod mini, 6gb, silber - neu & ovp - ab 1ÿ","",12,12,-0.297078,1.098661,-0.722388,-0.045908,0.326142,0.326142,-0.326142,-0.369841,1.581375,0.282373,3,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.793900,1,"_article_meta_mini_transformed",0.053559,"item_leaf_category_name_article_category_transformed",0.050084,"listing_title_lowercase_contains_ovp_transformed",0.039337,"1_Training"
10630,"Apple ipod mini in Silber 6 GB, neu & OVP","",0,"apple ipod mini in silber 6 gb, neu & ovp","",10,10,-0.559873,0.672607,-0.722388,-0.045908,1.471631,1.471631,-1.471631,-1.434099,-0.486119,0.000000,3,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.825071,1,"_article_meta_mini_transformed",0.051536,"item_leaf_category_name_article_category_transformed",0.048191,"listing_title_lowercase_contains_ovp_transformed",0.037851,"1_Training"
10626,"I POD mini 6GB GREEN, selten im betrieb gewesen","",0,"i pod mini 6gb green, selten im betrieb gewesen","",10,10,-0.499228,0.672607,-0.722388,-0.045908,1.386780,1.386780,-1.386780,-1.285103,-0.531332,-0.486916,3,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,"F",0.997068,1,"listing_title_lowercase_contains_ipod_transformed",0.167340,"_article_meta_mini_transformed",0.042646,"item_leaf_category_name_article_category_transformed",0.039878,"1_Training"
14403,"Apple ipod mini 6GB ! 2.Gen silber/8 Mon. Restgarantie!","WIE NEU! KEINERLEI GEBRAUCHSSPUREN! MAC+PC! <1500 SONGS",1,"apple ipod mini 6gb ! 2.gen silber/8 mon. restgarantie!","wie neu! keinerlei gebrauchsspuren! mac+pc! <1500 songs",1,2,-0.401263,-1.244638,-0.722388,-0.045908,-0.649646,-0.649646,0.649646,0.758274,0.104366,0.017472,3,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.370258,3,"listing_subtitle_lowercase_contains_new_transformed",0.379981,"listing_title_lowercase_contains_warrenty_transformed",0.105730,"item_leaf_category_name_article_category_transformed",0.040622,"1_Training"
14366,"APPLE iPod nano 2GB DE","",0,"apple ipod nano 2gb de","",1,2,-0.121363,-1.244638,-0.722388,-0.045908,-0.628433,-0.628433,0.628433,0.736989,-1.031393,0.550990,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.738713,3,"item_leaf_category_name_article_category_transformed",0.075351,"_article_meta_mini_transformed",0.053456,"_article_4_transformed",0.049557,"1_Training"
14349,"iPod mini 6 GB silber","TOP ZUSTAND!!!! 2 WOCHEN ALT",0,"ipod mini 6 gb silber","top zustand!!!! 2 wochen alt",1,1,-0.517888,-1.244638,-0.722388,-0.045908,-0.628433,-0.628433,0.628433,0.673133,-0.009005,-0.679837,3,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.754051,3,"item_leaf_category_name_article_category_transformed",0.073818,"ipix_featured_fee_flag_transformed",0.056977,"_article_meta_mini_transformed",0.052369,"1_Training"
14337,"*** NEU Apple iPod mini 6GB in BLAU PC + MAC NEU ***","",1,"*** neu apple ipod mini 6gb in blau pc + mac neu ***","",1,1,-0.119808,-1.244638,-0.722388,-0.045908,-0.628433,-0.628433,0.628433,0.630563,0.786412,0.552847,3,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.850697,3,"bold_fee_flag_transformed",0.106700,"item_leaf_category_name_article_category_transformed",0.065432,"ipix_featured_fee_flag_transformed",0.050504,"1_Training"
14307,"Apple iPod mini 6GB - NEUWERTIG mit OVP!","",1,"apple ipod mini 6gb - neuwertig mit ovp!","",1,1,-0.399708,-1.244638,-0.722388,-0.045908,-0.607220,-0.607220,0.607220,0.651848,0.218192,0.022590,3,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.787862,3,"item_leaf_category_name_article_category_transformed",0.070650,"listing_title_lowercase_contains_ovp_transformed",0.061163,"ipix_featured_fee_flag_transformed",0.054532,"1_Training"
14295,"Ipod Mini 6GB mit neuen K-hörer guter Zustand","",0,"ipod mini 6gb mit neuen k-hörer guter zustand","",1,1,-0.140023,-1.244638,-0.722388,-0.045908,-0.607220,-0.607220,0.607220,0.651848,-0.213483,0.528176,3,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.884517,3,"listing_title_lowercase_contains_bussword_transformed",0.163721,"item_leaf_category_name_article_category_transformed",0.062930,"_article_meta_mini_transformed",0.044644,"1_Training"
14286,"Apple IPOD Mini blau, neu, in OVP, edler als NANO","Nagelneuer MP3-Player mit Armband und Ledertasche",1,"apple ipod mini blau, neu, in ovp, edler als nano","nagelneuer mp3-player mit armband und ledertasche",1,1,-0.472793,-1.244638,-0.722388,-0.045908,-0.607220,-0.607220,0.607220,0.651848,0.536268,-0.297109,3,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.369638,3,"listing_subtitle_lowercase_contains_new_transformed",0.380153,"bold_fee_flag_transformed",0.066273,"item_leaf_category_name_article_category_transformed",0.040640,"1_Training"
11489,"I Pod Mini 6 GB grün absolut neuwertig + allem Zubehör","",0,"i pod mini 6 gb grün absolut neuwertig + allem zubehör","",11,11,-0.528773,0.885634,-0.722388,-0.045908,1.004950,1.004950,-1.004950,-1.114822,-1.304029,-0.837282,3,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,"F",1.020692,1,"listing_title_lowercase_contains_ipod_transformed",0.163467,"buy_it_now_listed_flag_transformed",0.043413,"_article_meta_mini_transformed",0.041659,"1_Training"
10577,"iPod mini 6 GB blau inkl. iSkin Mini Case TOP Zustand","",0,"ipod mini 6 gb blau inkl. iskin mini case top zustand","",10,10,-0.273753,0.672607,-0.722388,-0.045908,1.492844,1.492844,-1.492844,-1.455385,-0.881897,0.326986,3,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.954846,1,"listing_title_lowercase_contains_bussword_transformed",0.129390,"_article_meta_mini_transformed",0.044531,"item_leaf_category_name_article_category_transformed",0.041642,"1_Training"
10575,"IpodMini, 6 GB","Blue mit Zubehör",0,"ipodmini, 6 gb","blue mit zubehör",10,10,-0.126028,0.672607,-0.722388,-0.045908,1.492844,1.492844,-1.492844,-1.455385,-0.947557,0.545378,3,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.845675,1,"_article_meta_mini_transformed",0.050280,"item_leaf_category_name_article_category_transformed",0.047017,"ipix_featured_fee_flag_transformed",0.036638,"1_Training"
14272,"APPLE IPOD MINI 6GB Silber mit extra viel Zubehör!!!","",0,"apple ipod mini 6gb silber mit extra viel zubehör!!!","",1,1,-0.339063,-1.244638,-0.722388,-0.045908,-0.586007,-0.586007,0.586007,0.630563,-0.599718,0.191049,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.729926,3,"item_leaf_category_name_article_category_transformed",0.076258,"_article_meta_mini_transformed",0.054100,"_article_4_transformed",0.050154,"1_Training"
14267,"Neuer iPod mini 6 GB silver + allem Zubehör","",0,"neuer ipod mini 6 gb silver + allem zubehör","",1,1,-0.499228,-1.244638,-0.722388,-0.045908,-0.586007,-0.586007,0.586007,0.545422,-0.579043,-0.486916,3,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"F",0.805770,3,"start_price_mean < real_transformed",0.084760,"item_leaf_category_name_article_category_transformed",0.069080,"_article_meta_mini_transformed",0.049007,"1_Training"
13293,"Apple iPod mini MP3-Player 6GB Blue - NEU","",1,"apple ipod mini mp3-player 6gb blue - neu","",12,12,-0.416813,1.098661,-0.722388,-0.045908,0.092801,0.092801,-0.092801,-0.050563,1.694974,-0.036662,3,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.788989,1,"_article_meta_mini_transformed",0.053893,"item_leaf_category_name_article_category_transformed",0.050395,"gms_transformed",0.034452,"1_Training"
14205,"Ipod Mini 6 Gb","",0,"ipod mini 6 gb","",1,1,-0.555208,-1.244638,-0.722388,-0.045908,-0.543582,-0.543582,0.543582,0.587992,-1.008673,-1.832574,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.798024,3,"discret_feedback_score_transformed",0.072744,"item_leaf_category_name_article_category_transformed",0.069751,"_article_meta_mini_transformed",0.049483,"1_Training"
14194,"Apple iPod mini 6GB grün NEU Kaufbeleg v. letzter Woche","",1,"apple ipod mini 6gb grün neu kaufbeleg v. letzter woche","",1,1,-0.031173,-1.244638,-0.722388,-0.045908,-0.522369,-0.522369,0.522369,0.438996,1.217633,0.649116,2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"F",1.073786,1,"listing_start_date_month1_transformed",0.054891,"listing_start_date_month",0.054891,"is_start_price_greater_transformed",0.051032,"1_Training"
10528,"!!Neuwertiger Apple iPod Mini 6 GB Silber!!","",0,"!!neuwertiger apple ipod mini 6 gb silber!!","",10,10,-0.525663,0.672607,-0.722388,-0.045908,1.514057,1.514057,-1.514057,-1.476670,-0.583814,-0.787279,3,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"F",0.830452,1,"_article_meta_mini_transformed",0.051202,"item_leaf_category_name_article_category_transformed",0.047879,"start_price_mean < real_transformed",0.034045,"1_Training"
14170,"Apple Ipod mini 6GB wie neu","",1,"apple ipod mini 6gb wie neu","",1,1,-0.435473,-1.244638,-0.722388,-0.045908,-0.522369,-0.522369,0.522369,0.417711,0.513548,-0.109986,3,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,"F",1.017697,3,"buy_it_now_mean < real_transformed",0.117639,"is_buy_it_now_greater_transformed",0.094635,"start_price_mean < real_transformed",0.067110,"1_Training"
14153,"Apple iPod mini 6 GB in blau","",0,"apple ipod mini 6 gb in blau","",1,1,-0.164903,-1.244638,-0.722388,-0.045908,-0.501156,-0.501156,0.501156,0.460281,-0.463172,0.496127,3,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"F",1.088310,3,"highlight_fee_flag_transformed",0.205468,"is_buy_it_now_greater_transformed",0.088495,"item_leaf_category_name_article_category_transformed",0.051146,"1_Training"
13287,"iPod Mini 6GB Silber,kaum benutzt,einwandfreier zustand","",0,"ipod mini 6gb silber,kaum benutzt,einwandfreier zustand","",12,12,-0.559873,1.098661,-0.722388,-0.045908,0.092801,0.092801,-0.092801,-0.135704,-0.122604,0.000000,3,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"F",0.837489,1,"bold_fee_flag_transformed",0.067754,"_article_meta_mini_transformed",0.050772,"item_leaf_category_name_article_category_transformed",0.047477,"1_Training"
14108,"Apple++iPod mini ++ 6GB++Pink++1500 Songs++NEU & OVP++","",1,"apple++ipod mini ++ 6gb++pink++1500 songs++neu & ovp++","",1,1,-0.376383,-1.244638,-0.722388,-0.045908,-0.458731,-0.458731,0.458731,0.375141,0.854117,0.093917,3,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"F",1.696410,3,"listing_title_lowercase_contains_songs_transformed",0.409304,"buy_it_now_mean < real_transformed",0.070573,"is_buy_it_now_greater_transformed",0.056773,"1_Training"
14089,"Apple iPod Mini 6 GB mit Dock, TOP","",1,"apple ipod mini 6 gb mit dock, top","",1,1,-0.457243,-1.244638,-0.722388,-0.045908,-0.458731,-0.458731,0.458731,0.353855,0.081874,-0.210910,2,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"F",1.179385,1,"listing_title_lowercase_contains_bussword_transformed",0.104756,"listing_start_date_month1_transformed",0.049977,"listing_start_date_month",0.049977,"1_Training"
12295,"Apple - ipod Mini 6GB PINK - NEU/OVP/Rechnung/Garantie","Rechnung, iTrip, Netzteil, KFZ-Ladekabel, Versandfrei",1,"apple - ipod mini 6gb pink - neu/ovp/rechnung/garantie","rechnung, itrip, netzteil, kfz-ladekabel, versandfrei",11,11,-0.286193,0.885634,-0.722388,-0.045908,0.559482,0.559482,-0.559482,-0.646548,0.218192,0.303665,3,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.856057,1,"listing_title_lowercase_contains_warrenty_transformed",0.095978,"_article_meta_mini_transformed",0.049670,"item_leaf_category_name_article_category_transformed",0.046447,"1_Training"
14078,"Apple iPod mini 6GB mit Garantie ***TOP***","",1,"apple ipod mini 6gb mit garantie ***top***","",1,1,-0.447913,-1.244638,-0.722388,-0.045908,-0.458731,-0.458731,0.458731,0.353855,0.081874,-0.165261,2,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"F",1.236316,1,"listing_title_lowercase_contains_bussword_transformed",0.099932,"listing_title_lowercase_contains_warrenty_transformed",0.066458,"listing_start_date_month1_transformed",0.047675,"1_Training"
14058,"i-Pod mini 6GB Speicher Blau  *NEU* mit Schutzfolien","",1,"i-pod mini 6gb speicher blau  *neu* mit schutzfolien","",1,1,-0.517888,-1.244638,-0.722388,-0.045908,-0.437518,-0.437518,0.437518,0.481566,0.174116,-0.679837,3,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"F",0.914306,3,"listing_title_lowercase_contains_ipod_transformed",0.159318,"item_leaf_category_name_article_category_transformed",0.060880,"ipix_featured_fee_flag_transformed",0.046991,"1_Training"
14054,"Apple iPod Mini, 6GB, grün, guter Zustand, mit Zubehör!","",0,"apple ipod mini, 6gb, grün, guter zustand, mit zubehör!","",1,1,0.363798,-1.244638,-0.722388,-0.045908,-0.437518,-0.437518,0.437518,0.396426,-0.826915,0.941827,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.925078,3,"listing_title_lowercase_contains_bussword_transformed",0.156543,"item_leaf_category_name_article_category_transformed",0.060171,"discret_feedback_score_transformed",0.042769,"1_Training"
14046,"Apple iPod mini 6GB neu in eingeschweißter Folie OV","",1,"apple ipod mini 6gb neu in eingeschweißter folie ov","",1,1,-0.520998,-1.244638,-0.722388,-0.045908,-0.437518,-0.437518,0.437518,0.481566,0.081874,-0.720213,3,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.764230,3,"item_leaf_category_name_article_category_transformed",0.072835,"_article_meta_mini_transformed",0.051671,"_article_4_transformed",0.047902,"1_Training"
12293,"APPLE IPOD mini 6 GB SILBER + ITRIP + HÜLLE","",0,"apple ipod mini 6 gb silber + itrip + hülle","",11,12,-0.494563,0.885634,-0.722388,-0.045908,0.559482,0.559482,-0.559482,-0.561407,-0.122604,-0.448037,3,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,"F",0.922347,1,"buy_it_now_mean < real_transformed",0.081921,"is_buy_it_now_greater_transformed",0.065346,"buy_it_now_listed_flag_transformed",0.048042,"1_Training"
11453,"Apple - iPod mini 6 GB, blau, NEUWERTIG, OVP, Rechnung","",0,"apple - ipod mini 6 gb, blau, neuwertig, ovp, rechnung","",11,11,-0.480568,0.885634,-0.722388,-0.045908,1.026163,1.026163,-1.026163,-0.987111,-0.674693,-0.346176,3,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.857619,1,"bold_fee_flag_transformed",0.066163,"_article_meta_mini_transformed",0.049580,"item_leaf_category_name_article_category_transformed",0.046362,"1_Training"
10134,"Apple ipod mini 6 GB, NEU & OVP in Silber","das größere Modell mit 6 statt 4 GB!!!",0,"apple ipod mini 6 gb, neu & ovp in silber","das größere modell mit 6 statt 4 gb!!!",9,10,-0.357723,0.459579,-0.722388,-0.045908,1.811035,1.811035,-1.811035,-1.859803,-0.097612,0.144728,3,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"F",0.939239,1,"is_buy_it_now_greater_transformed",0.064170,"buy_it_now_listed_flag_transformed",0.047178,"_article_meta_mini_transformed",0.045271,"1_Training"
